CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;GRUPO_FAMILIA_PRODUCTO_FK;GRUPO_FAMILIA_PRODUCTO_DESC;GRUPO_FAMILIA_GENERICA_FK;GRUPO_FAMILIA_GENERICA_DESC
7268717;calmosedan;;Vigente;Insensible;Manual;;;;;;;7353448;calmosedan;4567041;No
5681350;calmurid;;Vigente;Sensible;Manual;;;;;;;5677267;calmurid;4567041;No
7649772;calorub;;Vigente;Insensible;Manual;;;;;;;7649820;calorub;4567041;No
7649822;calorub forte;;Vigente;Insensible;Manual;;;;;;;7649820;calorub;4567041;No
5681352;cam;;Vigente;Sensible;Manual;;;;;;;5677270;cam;4567041;No
7236901;camptosar;;Vigente;Insensible;Manual;;;;;;;7236900;camptosar;4567041;No
7569147;cancidas;;Vigente;Insensible;Manual;;;;;;;5677271;cancidas;4567041;No
7300850;canesten;;Vigente;Insensible;Manual;;;;;;;7300846;canesten;4567041;No
7180201;capecitabina;;Vigente;Insensible;Manual;;;;;;;7180190;capecitabina;4567040;Si
7180435;capefas;;Vigente;Insensible;Manual;;;;;;;7180433;capefas;4567041;No
6637296;capent;;Vigente;Sensible;Manual;;;;;;;7772308;capent;4567041;No
7658074;capimax;;Vigente;Insensible;Manual;;;;;;;7772310;capimax;4567041;No
6668314;caprimida D;;Vigente;Sensible;Manual;;;;;;;7772311;caprimida D;4567041;No
7739894;caprimida D forte;;Vigente;Insensible;Manual;;;;;;;7772311;caprimida D;4567041;No
6595799;capsure;;Vigente;Sensible;Manual;;;;;;;7772312;capsure;4567041;No
6497927;captopril;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6637371;carbamazepina;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
7057379;carbocaine;;Vigente;Insensible;Manual;;;;;;;7772313;carbocaine;4567041;No
6636890;carbolit;;Vigente;Insensible;Manual;;;;;;;7772315;carbolit;4567041;No
7127334;carbón activado;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7591765;carbón activado + sulfaguanidina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7292108;carboplatino;;Vigente;Insensible;Manual;;;;;;;7289669;carboplatino;4567040;Si
7417254;carboron;;Vigente;Insensible;Manual;;;;;;;7417250;carboron;4567041;No
6637066;carboron retard;;Vigente;Insensible;Manual;;;;;;;7417250;carboron;4567041;No
7242012;carbotos;;Vigente;Insensible;Manual;;;;;;;7772317;carbotos;4567041;No
7242051;carbotos pediátrico;;Vigente;Insensible;Manual;;;;;;;7772317;carbotos;4567041;No
6637563;cardiazem;;Vigente;Sensible;Manual;;;;;;;7722839;cardiazem;4567041;No
5681355;cardicon retard;;Vigente;Sensible;Manual;;;;;;;5677272;cardicon retard;4567041;No
6907847;cardioaspirina 100 EC;;Vigente;Insensible;Manual;;;;;;;7377177;cardioaspirina;4567041;No
7377287;cardioaspirina 325 EC;;Vigente;Insensible;Manual;;;;;;;7377177;cardioaspirina;4567041;No
5681362;cardiolen;;Vigente;Sensible;Manual;;;;;;;5677274;cardiolen;4567041;No
6638176;cardiomin;;Vigente;Sensible;Manual;;;;;;;7772318;cardiomin;4567041;No
7176910;cardionase;;Vigente;Insensible;Manual;;;;;;;7772319;cardionase;4567041;No
6583970;cardioplus;;Vigente;Insensible;Manual;;;;;;;5677278;cardioplus;4567041;No
6583022;cardioplus AM;;Vigente;Sensible;Manual;;;;;;;5677278;cardioplus;4567041;No
6583095;cardioplus AM D;;Vigente;Insensible;Manual;;;;;;;5677278;cardioplus;4567041;No
5681363;cardioplus D;;Vigente;Sensible;Manual;;;;;;;5677278;cardioplus;4567041;No
7338827;cardioxane;;Vigente;Insensible;Manual;;;;;;;7338813;cardioxane;4567041;No
5681388;cardura;;Vigente;Sensible;Manual;;;;;;;5677279;cardura;4567041;No
5681389;cardura XL;;Vigente;Sensible;Manual;;;;;;;5677279;cardura;4567041;No
6511778;careza;;Vigente;Insensible;Manual;;;;;;;7772320;careza;4567041;No
7403776;cariamyl;;Vigente;Insensible;Manual;;;;;;;7772321;cariamyl;4567041;No
7145124;caristop;;Vigente;Insensible;Manual;;;;;;;7470044;caristop;4567041;No
7470041;caristop compuesto;;Vigente;Insensible;Manual;;;;;;;7470044;caristop;4567041;No
7470117;caristop sensitive;;Vigente;Insensible;Manual;;;;;;;7470044;caristop;4567041;No
7145622;caristop 5000;;Vigente;Insensible;Manual;;;;;;;7470044;caristop;4567041;No
7476492;cartilar;;Vigente;Insensible;Manual;;;;;;;7772322;cartilar;4567041;No
6497994;carvedilol;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5681393;carvitol;;Vigente;Sensible;Manual;;;;;;;5677280;carvitol;4567041;No
6658137;casodex;;Vigente;Sensible;Manual;;;;;;;7772323;casodex;4567041;No
5681399;cataflam;;Vigente;Sensible;Manual;;;;;;;5677281;cataflam;4567041;No
6938478;cataflam D;;Vigente;Sensible;Manual;;;;;;;5677281;cataflam;4567041;No
7669199;cataflam DAL;;Vigente;Insensible;Manual;;;;;;;5677281;cataflam;4567041;No
6638292;catapresan;;Vigente;Sensible;Manual;;;;;;;7772324;catapresan;4567041;No
7180261;categor;;Vigente;Insensible;Manual;;;;;;;7180259;categor;4567041;No
7344671;cavamed;;Vigente;Insensible;Manual;;;;;;;7772325;cavamed;4567041;No
7402364;caverject;;Vigente;Insensible;Manual;;;;;;;7772326;caverject;4567041;No
5681405;cebión;;Vigente;Sensible;Manual;;;;;;;5677286;cebión;4567041;No
5681407;cebión 1000;;Vigente;Sensible;Manual;;;;;;;5677286;cebión;4567041;No
7517506;cebión 2000;;Vigente;Insensible;Manual;;;;;;;5677286;cebión;4567041;No
5681419;Cefadol Comprimidos Recubiertos;;Vigente;Sensible;Manual;;;;;;;5677287;Cefadol;4567041;No
6653081;cefadroxilo;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
7203802;cefalexina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5681420;cefalmin;;Vigente;Sensible;Manual;;;;;;;5677289;cefalmin;4567041;No
5681423;cefamox;;Vigente;Sensible;Manual;;;;;;;5677292;cefamox;4567041;No
7065580;cefazolina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6557615;cefepima;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7301139;cefin;;Vigente;Insensible;Manual;;;;;;;7301137;cefin;4567041;No
5681427;cefirax;;Vigente;Sensible;Manual;;;;;;;5677294;cefirax;4567041;No
7559539;cefoperazona - sulbactam;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7258737;cefotaxima;;Vigente;Insensible;Manual;;;;;;;7258735;cefotaxima;4567040;Si
6656333;cefradina;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
7329819;ceftazidima;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7329860;ceftiol;;Vigente;Insensible;Manual;;;;;;;7329858;ceftiol;4567041;No
7558854;ceftriaxona;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7114755;cefuroxima;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5681428;Celance;;Vigente;Sensible;Manual;;;;;;;5677295;Celance;4567041;No
5681432;celebra;;Vigente;Sensible;Manual;;;;;;;5677297;celebra;4567041;No
7497836;celebra fem;;Vigente;Insensible;Manual;;;;;;;5677297;celebra;4567041;No
6570064;celebra max;;Vigente;Insensible;Manual;;;;;;;5677297;celebra;4567041;No
7134357;celecoxib;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6572863;celedox;;Vigente;Insensible;Manual;;;;;;;7772329;celedox;4567041;No
5681433;Celestamine;;Vigente;Sensible;Manual;;;;;;;5677301;Celestamine;4567041;No
6638925;celex;;Vigente;Sensible;Manual;;;;;;;7772330;celex;4567041;No
5681436;cellcept;;Vigente;Sensible;Manual;;;;;;;5677302;cellcept;4567041;No
6498054;celsentri;;Vigente;Insensible;Manual;;;;;;;7335473;celsentri;4567041;No
5681438;celtium;;Vigente;Sensible;Manual;;;;;;;5677304;celtium;4567041;No
7438408;celulase;;Vigente;Insensible;Manual;;;;;;;7438407;celulase;4567041;No
7438480;celulase - neomicina;;Vigente;Insensible;Manual;;;;;;;7438407;celulase;4567041;No
7438410;celulase plus;;Vigente;Insensible;Manual;;;;;;;7438407;celulase;4567041;No
7476811;centella asiática;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5681440;centrum;;Vigente;Sensible;Manual;;;;;;;5677311;centrum;4567041;No
7462167;centrum cardio;;Vigente;Insensible;Manual;;;;;;;5677311;centrum;4567041;No
7462160;centrum hombre;;Vigente;Insensible;Manual;;;;;;;5677311;centrum;4567041;No
7462163;centrum mujer;;Vigente;Insensible;Manual;;;;;;;5677311;centrum;4567041;No
7462166;centrum silver;;Vigente;Insensible;Manual;;;;;;;5677311;centrum;4567041;No
6636307;cerazette;;Vigente;Insensible;Manual;;;;;;;7772334;cerazette;4567041;No
7195278;cerciora T;;Vigente;Insensible;Manual;;;;;;;7772335;cerciora T;4567041;No
7109709;cerevax;;Vigente;Insensible;Manual;;;;;;;7167637;cerevax;4567041;No
7738258;cerezyme;;Vigente;Insensible;Manual;;;;;;;7738257;cerezyme;4567041;No
5681442;certican;;Vigente;Sensible;Manual;;;;;;;5677313;certican;4567041;No
7253138;cerubidine;;Vigente;Insensible;Manual;;;;;;;7772336;cerubidine;4567041;No
5894421;cervarix;;Vigente;Insensible;Manual;;;;;;;7772339;cervarix;4567041;No
5681449;cervilane;;Vigente;Sensible;Manual;;;;;;;5677324;cervilane;4567041;No
5681597;cetaphil;;Vigente;Sensible;Manual;;;;;;;5677325;cetaphil;4567041;No
6631547;cetirizina diclorhidrato;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5915470;cetraxal;;Vigente;Insensible;Manual;;;;;;;7711984;cetraxal;4567041;No
7711983;cetraxal plus;;Vigente;Insensible;Manual;;;;;;;7711984;cetraxal;4567041;No
6498260;cetril;;Vigente;Insensible;Manual;;;;;;;7772340;cetril;4567041;No
7665544;cetrotide;;Vigente;Insensible;Manual;;;;;;;7772343;cetrotide;4567041;No
7161291;ceumid 1000;;Vigente;Insensible;Manual;;;;;;;7161288;ceumid;4567041;No
6499963;ceumid 500;;Vigente;Insensible;Manual;;;;;;;7161288;ceumid;4567041;No
6500041;champix continuación;;Vigente;Insensible;Manual;;;;;;;7497855;champix;4567041;No
7497858;champix inicio;;Vigente;Insensible;Manual;;;;;;;7497855;champix;4567041;No
5681456;cheltin;;Vigente;Sensible;Manual;;;;;;;5677326;cheltin;4567041;No
7481366;cheltin FC;;Vigente;Insensible;Manual;;;;;;;5677326;cheltin;4567041;No
5681507;cheltin IV;;Vigente;Sensible;Manual;;;;;;;5677326;cheltin;4567041;No
5894613;chirocaína;;Vigente;Insensible;Manual;;;;;;;7772344;chirocaína;4567041;No
7078508;chlorohex;;Vigente;Insensible;Manual;;;;;;;7772345;chlorohex;4567041;No
7073723;chlorohex tintura;;Vigente;Insensible;Manual;;;;;;;7772345;chlorohex;4567041;No
5681509;cialis;;Vigente;Sensible;Manual;;;;;;;5677329;cialis;4567041;No
6730742;cianocobalamina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5681515;ciblex;;Vigente;Sensible;Manual;;;;;;;5677330;ciblex;4567041;No
7234779;cicalfate;;Vigente;Insensible;Manual;;;;;;;7234778;cicalfate;4567041;No
7234782;cicaplast;;Vigente;Insensible;Manual;;;;;;;7234781;cicaplast;4567041;No
5681516;ciclamil;;Vigente;Sensible;Manual;;;;;;;5677331;ciclamil;4567041;No
6557463;ciclend;;Vigente;Insensible;Manual;;;;;;;7772346;ciclend;4567041;No
5681518;ciclidon;;Vigente;Sensible;Manual;;;;;;;5677334;ciclidon;4567041;No
5681522;ciclidon 20;;Vigente;Sensible;Manual;;;;;;;5677334;ciclidon;4567041;No
7608471;ciclidon 20 CD;;Vigente;Insensible;Manual;;;;;;;5677334;ciclidon;4567041;No
6500096;ciclobenzaprina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7224145;ciclofosfamida;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5681528;ciclomex;;Vigente;Sensible;Manual;;;;;;;5677338;ciclomex;4567041;No
5681539;ciclomex - 15;;Vigente;Sensible;Manual;;;;;;;5677338;ciclomex;4567041;No
5681540;ciclomex - 20;;Vigente;Sensible;Manual;;;;;;;5677338;ciclomex;4567041;No
6511870;ciclomex - 20 CD;;Vigente;Insensible;Manual;;;;;;;5677338;ciclomex;4567041;No
6512092;ciclomex CD;;Vigente;Insensible;Manual;;;;;;;5677338;ciclomex;4567041;No
5702931;cidimus;;Vigente;Sensible;Manual;;;;;;;5702812;cidimus;4567041;No
5681547;cidoten;;Vigente;Sensible;Manual;;;;;;;5677340;cidoten;4567041;No
5681548;cidoten rapi - lento;;Vigente;Sensible;Manual;;;;;;;5677340;cidoten;4567041;No
7729517;cidoten rapi - lento jeringa;;Vigente;Insensible;Manual;;;;;;;5677340;cidoten;4567041;No
5681553;Cifloxin;;Vigente;Sensible;Manual;;;;;;;5677695;Cifloxin;4567041;No
6569419;cilokare;;Vigente;Insensible;Manual;;;;;;;7307446;cilokare;4567041;No
6567181;cilostazol;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7183325;cilosvitae;;Vigente;Insensible;Manual;;;;;;;7772348;cilosvitae;4567041;No
5681559;cimal;;Vigente;Sensible;Manual;;;;;;;5677703;cimal;4567041;No
6725057;cimetidina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5681563;Cinabel;;Vigente;Sensible;Manual;;;;;;;5677707;Cinabel;4567041;No
7502742;cinactiv;;Vigente;Insensible;Manual;;;;;;;7772349;cinactiv;4567041;No
6627244;cinarizina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7424795;cinergil;;Vigente;Insensible;Manual;;;;;;;7496386;cinergil;4567041;No
7496390;cinergil forte;;Vigente;Insensible;Manual;;;;;;;7496386;cinergil;4567041;No
5681565;cipramil;;Vigente;Sensible;Manual;;;;;;;5677708;cipramil;4567041;No
5681567;ciprodex;;Vigente;Sensible;Manual;;;;;;;5677709;ciprodex;4567041;No
7579235;ciprofibrato;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6500247;ciprofloxacino;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5681575;ciproval;;Vigente;Sensible;Manual;;;;;;;5677717;ciproval;4567041;No
7114572;ciproval ótico;;Vigente;Insensible;Manual;;;;;;;5677717;ciproval;4567041;No
6636899;ciproxino;;Vigente;Sensible;Manual;;;;;;;7772352;ciproxino;4567041;No
6510103;circlet;;Vigente;Insensible;Manual;;;;;;;7772354;circlet;4567041;No
5681576;ciriax;;Vigente;Sensible;Manual;;;;;;;5677720;ciriax;4567041;No
7476993;ciruelax;;Vigente;Insensible;Manual;;;;;;;7476992;ciruelax;4567041;No
7477013;ciruelax forte;;Vigente;Insensible;Manual;;;;;;;7476992;ciruelax;4567041;No
7477021;ciruelax minitabs;;Vigente;Insensible;Manual;;;;;;;7476992;ciruelax;4567041;No
6639865;cisaprida;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
6662216;cisordinol;;Vigente;Sensible;Manual;;;;;;;5677722;cisordinol;4567041;No
5682344;cisordinol acutard;;Vigente;Sensible;Manual;;;;;;;5677722;cisordinol;4567041;No
5682345;cisordinol depot;;Vigente;Sensible;Manual;;;;;;;5677722;cisordinol;4567041;No
7289226;cisplatino;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6595913;citalopram;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7253778;citarabina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6414840;citoneuron;;Vigente;Insensible;Manual;;;;;;;7737811;citoneuron;4567041;No
7475653;citracal max D;;Vigente;Insensible;Manual;;;;;;;7772355;citracal max D;4567041;No
7153795;citta;;Vigente;Insensible;Manual;;;;;;;7772357;citta;4567041;No
6671523;claragine;;Vigente;Sensible;Manual;;;;;;;7310966;claragine;4567041;No
7739944;claragine miel - limón;;Vigente;Insensible;Manual;;;;;;;7310966;claragine;4567041;No
6593596;claribay;;Vigente;Sensible;Manual;;;;;;;7772360;claribay;4567041;No
5682349;clarimax;;Vigente;Sensible;Manual;;;;;;;5677723;clarimax;4567041;No
6525279;clarimir;;Vigente;Insensible;Manual;;;;;;;7422186;clarimir;4567041;No
7422188;clarimir F;;Vigente;Insensible;Manual;;;;;;;7422186;clarimir;4567041;No
5915323;clarinase;;Vigente;Insensible;Manual;;;;;;;7772363;clarinase;4567041;No
6500377;claritromicina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7147015;clarityne;;Vigente;Insensible;Manual;;;;;;;7772364;clarityne;4567041;No
5682350;clatic;;Vigente;Sensible;Manual;;;;;;;5677731;clatic;4567041;No
6567183;clauter;;Vigente;Insensible;Manual;;;;;;;7338843;clauter;4567041;No
6569553;clavam duo;;Vigente;Insensible;Manual;;;;;;;7165033;clavam duo;4567041;No
5682356;clavinex;;Vigente;Sensible;Manual;;;;;;;5677738;clavinex;4567041;No
5682358;clavinex duo;;Vigente;Sensible;Manual;;;;;;;5677738;clavinex;4567041;No
7334114;clavinex duo CD;;Vigente;Insensible;Manual;;;;;;;5677738;clavinex;4567041;No
7165132;clavinex duo forte;;Vigente;Insensible;Manual;;;;;;;5677738;clavinex;4567041;No
5915765;clavinex XR;;Vigente;Sensible;Manual;;;;;;;5677738;clavinex;4567041;No
5682364;clavoxilina bid;;Vigente;Sensible;Manual;;;;;;;5677740;clavoxilina bid;4567041;No
7658913;cleanance;;Vigente;Insensible;Manual;;;;;;;7664444;cleanance;4567041;No
7664447;cleanance expert;;Vigente;Insensible;Manual;;;;;;;7664444;cleanance;4567041;No
7664442;cleanance hydra;;Vigente;Insensible;Manual;;;;;;;7664444;cleanance;4567041;No
7658942;cleanance mat;;Vigente;Insensible;Manual;;;;;;;7664444;cleanance;4567041;No
7573934;clear eyes;;Vigente;Insensible;Manual;;;;;;;7772603;clear eyes;4567041;No
6500460;clentel;;Vigente;Insensible;Manual;;;;;;;7772604;clentel;4567041;No
5682373;clexane;;Vigente;Sensible;Manual;;;;;;;5677742;clexane;4567041;No
6671486;cliane;;Vigente;Sensible;Manual;;;;;;;7772612;cliane;4567041;No
7557332;clidan - B;;Vigente;Insensible;Manual;;;;;;;7772616;clidan - B;4567041;No
7469972;climafem;;Vigente;Insensible;Manual;;;;;;;7772621;climafem;4567041;No
7582234;climene;;Vigente;Insensible;Manual;;;;;;;7772623;climene;4567041;No
7540365;clindamicina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7152936;clinium;;Vigente;Insensible;Manual;;;;;;;7772624;clinium;4567041;No
6895146;clinomat;;Vigente;Insensible;Manual;;;;;;;7772626;clinomat;4567041;No
6414474;clob - X;;Vigente;Sensible;Manual;;;;;;;7772632;clob - X;4567041;No
7097280;clobetasol propionato;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5700195;clodavan;;Vigente;Sensible;Manual;;;;;;;5677764;clodavan;4567041;No
7272233;clofarabina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6562264;clofazic;;Vigente;Insensible;Manual;;;;;;;7250362;clofazic;4567041;No
5682394;clofexan;;Vigente;Sensible;Manual;;;;;;;5677746;clofexan;4567041;No
7272291;clolar;;Vigente;Insensible;Manual;;;;;;;7772637;clolar;4567041;No
5682399;clonalgin;;Vigente;Sensible;Manual;;;;;;;5677749;clonalgin;4567041;No
5700200;clonalgin compuesto;;Vigente;Sensible;Manual;;;;;;;5677749;clonalgin;4567041;No
5702947;clonapam;;Vigente;Sensible;Manual;;;;;;;5702826;clonapam;4567041;No
6357774;clonazepam;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5682400;clonex;;Vigente;Sensible;Manual;;;;;;;5677751;clonex;4567041;No
6500622;clonex CD;;Vigente;Sensible;Manual;;;;;;;5677751;clonex;4567041;No
6732284;clonixinato de lisina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6495435;clopidogrel;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7143719;clopivitae;;Vigente;Insensible;Manual;;;;;;;7772639;clopivitae;4567041;No
6654996;clorampast;;Vigente;Sensible;Manual;;;;;;;7772642;clorampast;4567041;No
6656206;cloranfenicol;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
6500812;clordiazepoxido;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5896023;clorfenamina maleato;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
6762813;clorhexidina gluconato;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6628997;clormezanona;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6640285;cloroquina difosfato;;Vigente;Insensible;Manual;;;;;;;7722886;cloroquina difosfato;4567041;No
5682403;clorprimeton;;Vigente;Sensible;Manual;;;;;;;5677755;clorprimeton;4567041;No
6500934;clorpromazina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7097712;clorpropamida;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7043465;cloruro de calcio;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7048519;cloruro de etilo;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5894460;cloruro de potasio;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
7740387;cloruro de potasio en cloruro de sodio;;Vigente;Insensible;Manual;;;;;;;7772645;cloruro de potasio en cloruro de sodio;4567041;No
6708487;cloruro de sodio;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7344522;clotinab;;Vigente;Insensible;Manual;;;;;;;7772649;clotinab;4567041;No
6766131;clotrimazol;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5682439;clotrimin;;Vigente;Sensible;Manual;;;;;;;5677758;clotrimin;4567041;No
5682449;clotrimin - B;;Vigente;Sensible;Manual;;;;;;;5677758;clotrimin;4567041;No
6567313;clotrombix;;Vigente;Insensible;Manual;;;;;;;7772651;clotrombix;4567041;No
5682450;cloval;;Vigente;Sensible;Manual;;;;;;;5677759;cloval;4567041;No
5700203;cloval compuesto;;Vigente;Sensible;Manual;;;;;;;5677759;cloval;4567041;No
7334261;cloval forte;;Vigente;Insensible;Manual;;;;;;;5677759;cloval;4567041;No
6640386;cloxacilina;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
7384003;cloxipol;;Vigente;Insensible;Manual;;;;;;;7772667;cloxipol;4567041;No
7277811;cloxyn;;Vigente;Insensible;Manual;;;;;;;7772668;cloxyn;4567041;No
6636450;clozanil;;Vigente;Insensible;Manual;;;;;;;7772669;clozanil;4567041;No
6500946;clozapina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5682453;cluvax;;Vigente;Sensible;Manual;;;;;;;5677762;cluvax;4567041;No
5682457;coaprovel;;Vigente;Sensible;Manual;;;;;;;5674174;aprovel;4567041;No
6637037;coarol;;Vigente;Insensible;Manual;;;;;;;7772672;coarol;4567041;No
5682466;cobefen;;Vigente;Sensible;Manual;;;;;;;5677763;cobefen;4567041;No
7451942;codeipar;;Vigente;Insensible;Manual;;;;;;;7772674;codeipar;4567041;No
7452069;codeisol;;Vigente;Insensible;Manual;;;;;;;7772675;codeisol;4567041;No
7576385;codelasa;;Vigente;Insensible;Manual;;;;;;;7772681;codelasa;4567041;No
7356543;codetol pm adulto;;Vigente;Insensible;Manual;;;;;;;7356535;codetol;4567041;No
7356536;codetol pm infantil;;Vigente;Insensible;Manual;;;;;;;7356535;codetol;4567041;No
7459616;codipzona;;Vigente;Insensible;Manual;;;;;;;7580757;codipzona;4567041;No
6629008;colchicina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7659017;cold cream;;Vigente;Insensible;Manual;;;;;;;7772682;cold cream;4567041;No
7488454;colicor;;Vigente;Insensible;Manual;;;;;;;7772683;colicor;4567041;No
6640972;coliper;;Vigente;Insensible;Manual;;;;;;;7299518;coliper;4567041;No
5682468;colmax;;Vigente;Sensible;Manual;;;;;;;5677772;colmax;4567041;No
7476523;colnatur;;Vigente;Insensible;Manual;;;;;;;7772686;colnatur;4567041;No
5682470;Colonaid;;Vigente;Sensible;Manual;;;;;;;5677773;Colonaid;4567041;No
6894306;colpotrophine;;Vigente;Insensible;Manual;;;;;;;7772690;colpotrophine;4567041;No
6501163;combigan;;Vigente;Insensible;Manual;;;;;;;7772692;combigan;4567041;No
6647182;combivir;;Vigente;Insensible;Manual;;;;;;;7772694;combivir;4567041;No
7380565;combodart;;Vigente;Insensible;Manual;;;;;;;7772696;combodart;4567041;No
7332770;complera;;Vigente;Insensible;Manual;;;;;;;7332768;complera;4567041;No
5682474;concerta;;Vigente;Sensible;Manual;;;;;;;5677774;concerta;4567041;No
5682475;concor;;Vigente;Sensible;Manual;;;;;;;5677775;concor;4567041;No
7476753;condroitina sulfato + glucosamina sulfato;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6329391;condrosulf;;Vigente;Insensible;Manual;;;;;;;7425861;condrosulf;4567041;No
7425852;condrosulf dúo forte;;Vigente;Insensible;Manual;;;;;;;7425861;condrosulf;4567041;No
7425899;condrosulf forte;;Vigente;Insensible;Manual;;;;;;;7425861;condrosulf;4567041;No
7594406;confer;;Vigente;Insensible;Manual;;;;;;;7772698;confer;4567041;No
7636855;congestex;;Vigente;Insensible;Manual;;;;;;;7772705;congestex;4567041;No
6640543;conpremin;;Vigente;Sensible;Manual;;;;;;;7772712;conpremin;4567041;No
7679940;conray 60;;Vigente;Insensible;Manual;;;;;;;7772743;conray 60;4567041;No
6509721;conti - marvelon 20;;Vigente;Insensible;Manual;;;;;;;5677034;marvelon;4567041;No
7350601;contralmor;;Vigente;Insensible;Manual;;;;;;;7772749;contralmor;4567041;No
6629870;coolips;;Vigente;Insensible;Manual;;;;;;;7301330;coolips;4567041;No
7403609;copaxone;;Vigente;Insensible;Manual;;;;;;;7772755;copaxone;4567041;No
6552488;copegus;;Vigente;Insensible;Manual;;;;;;;7772759;copegus;4567041;No
7452107;coplavix;;Vigente;Insensible;Manual;;;;;;;5678123;plavix;4567041;No
7312315;cor;;Vigente;Insensible;Manual;;;;;;;7312311;cor;4567041;No
6572422;corasol - D;;Vigente;Insensible;Manual;;;;;;;7772761;corasol - D;4567041;No
5682476;cordiax;;Vigente;Sensible;Manual;;;;;;;5677783;cordiax;4567041;No
6572305;cordiax AM;;Vigente;Insensible;Manual;;;;;;;5677783;cordiax;4567041;No
5682481;cordiax D;;Vigente;Sensible;Manual;;;;;;;5677783;cordiax;4567041;No
6572477;cordiax D forte;;Vigente;Insensible;Manual;;;;;;;5677783;cordiax;4567041;No
5682483;corentel;;Vigente;Sensible;Manual;;;;;;;5677784;corentel;4567041;No
5682489;corentel H;;Vigente;Sensible;Manual;;;;;;;5677784;corentel;4567041;No
6640667;coriodal;;Vigente;Sensible;Manual;;;;;;;7772764;coriodal;4567041;No
7012791;coritex;;Vigente;Insensible;Manual;;;;;;;7341344;coritex;4567041;No
5682490;corodin;;Vigente;Sensible;Manual;;;;;;;5677785;corodin;4567041;No
5682541;corodin D;;Vigente;Sensible;Manual;;;;;;;5677785;corodin;4567041;No
6905155;corodin D forte;;Vigente;Sensible;Manual;;;;;;;5677785;corodin;4567041;No
7579030;corotrope;;Vigente;Insensible;Manual;;;;;;;7772769;corotrope;4567041;No
7176187;corsalux;;Vigente;Insensible;Manual;;;;;;;7772770;corsalux;4567041;No
7616882;cortiment MXX;;Vigente;Insensible;Manual;;;;;;;7772774;cortiment MXX;4567041;No
