ConceptID;Term;RegNUM;RegAÑO
825171000167108;dazolin SR comprimido recubierto de liberación prolongada (Drugtech);F-19651;17
825181000167105;janumet 50 mg / 1000 mg comprimido recubierto (MSD);F-21604;14
825191000167107;lanzopral polvo con gránulos con recubrimiento entérico para suspensión oral (Pharma Investi);F-15768;16
825211000167106;prednisona 20 mg comprimido recubierto (Lab Chile);F-14411;14
825221000167101;lacryvisc gel oftálmico (Alcon);F-7955;16
825231000167104;sulpilan forte cápsula (ITF - Labomed);F-2197;14
825241000167107;timolol 0,5% solución oftálmica (Lab Chile);F-4027;15
825251000167105;flamesan 50 comprimido con recubrimiento entérico (Esan);F-9283;16
825301000167104;meropenem 1000 mg polvo para solución inyectable (Pharmatech);F-21965;15
825311000167102;sulfato ferroso 200 mg comprimido (Valma);F-6368;15
825321000167107;prednisona 20 mg comprimido (Pasteur);F-13016;18
825331000167109;sulfato ferroso 200 mg comprimido (Lab Chile);F-2280;14
825341000167101;timolol 0,5% solución oftálmica (OPKO);F-20039;18
825361000167100;ketoprofeno 50 mg cápsula (Andrómaco);F-14024;14
825371000167106;analgésico dental solución tópica (Hofmann);F-2461;14
825381000167108;kitadol pediátrico jarabe (Lab Chile);F-496;18
825391000167105;sinasmal SF aerosol para inhalación (Lab Chile);F-18106;15
825401000167108;stugeron comprimido (Janssen);F-2540;14
825411000167105;atracurio besilato 25 mg/2,5 mL solución inyectable (Sanderson);F-14992;15
825421000167100;meropenem 500 mg polvo para solución inyectable (Pharmatech);F-21964;15
825431000167103;sirotan 1 mg comprimido recubierto (Complex Therap);F-15720;16
825441000167106;mestinon comprimido (Roemmers);F-4164;15
825461000167107;stugeron forte comprimido (Janssen);F-5033;15
825481000167104;oramorph solución oral para gotas (Euromed);F-19518;17
825491000167102;clotrimazol 500 mg óvulo vaginal (Pasteur);F-11610;16
825501000167107;brondilat 4 mg comprimido masticable (Neumobiotics);F-13370;13
825511000167109;doloverina comprimido recubierto de liberación prolongada (Saval);F-7236;15
825521000167104;tiamina clorhidrato 30 mg/mL solución inyectable (Sanderson);F-3365;15
825531000167102;pregastar 75 mg cápsula (Novartis);F-19710;17
825541000167105;sifrol ER 0,375 mg comprimido de liberación prolongada (Boehringer I.);F-17962;15
825551000167108;ovidrel solución inyectable (Merck);B-2321;18
825561000167106;agua del carmen solución oral (Pasteur);F-1193;18
825571000167100;sifrol ER 1,5 mg comprimido de liberación prolongada (Boehringer I.);F-17968;15
825581000167103;ketoprofeno 50 mg cápsula (Mintlab);F-9897;16
825591000167101;cellcept 500 mg comprimido recubierto (Roche);F-357;18
825601000167106;novafem suspensión inyectable (Silesia);F-11537;16
825611000167108;eliquis 2,5 mg comprimido recubierto (Pfizer);F-20139;18
825621000167103;eliquis 5 mg comprimido recubierto (Pfizer);F-20140;18
825631000167101;dolcopin solución oral para gotas (Pasteur);F-11643;16
825641000167109;tavanic 750 mg comprimido recubierto (Sanofi Aventis);F-18020;15
825661000167105;neohysticlar comprimido recubierto (Mintlab);F-14378;14
825671000167104;fucidin ungüento dérmico (LEO);F-6651;15
825681000167102;lanzopral cápsula con microgránulos con recubrimiento entérico (Pharma Investi);F-9989;16
825691000167100;ácido acetilsalicílico 500 mg comprimido (Mintlab);F-6844;15
825701000167100;atropina sulfato 0,25 mg/mL solución inyectable (Sanderson);F-10853;16
825711000167103;colmax comprimido recubierto (Andrómaco);F-11243;16
825721000167108;nefersil gel tópico (Pharma Investi);F-7368;16
825741000167102;fluorencil pasta dental (Synthon);F-8565;16
825751000167104;icaps comprimido recubierto (Alcon);F-15739;16
825761000167101;acantex 1 g IV polvo para solución inyectable (Roche);F-5392;15
825771000167107;valaxam 10 / 320 comprimido recubierto (Saval);F-20230;13
825781000167109;estracyt cápsula (Pfizer);F-2801;14
825801000167105;atropina sulfato 0,5 mg/mL solución inyectable (Sanderson);F-19076;16
825811000167107;targretin cápsula blanda (Ferrer);F-13661;14
825821000167102;acus 1000 polvo para solución inyectable (Roemmers);F-15630;16
825831000167100;nefersil fast cápsula (Pharma Investi);F-12479;17
825841000167108;valaxam 5 / 80 comprimido recubierto (Saval);F-16855;18
825851000167106;acus 500 polvo para solución inyectable (Roemmers);F-15629;16
825861000167109;actron 400 mg cápsula blanda (Bayer);F-14035;14
825871000167103;codipzona 100 mg comprimido recubierto (Drugtech);F-15118;15
825881000167101;valaxam 5 / 320 comprimido recubierto (Saval);F-20231;13
825891000167104;fentanilo 0,5 mg/10 mL solución inyectable (Janssen);F-22699;16
825921000167106;prolopa 100 / 25 comprimido dispersable (Roche);F-8137;16
825931000167108;viadil gragea (Pharma Investi);F-5377;15
825941000167100;sophipren ofteno suspensión oftálmica (Sophia);F-16082;17
825951000167102;viadil forte solución inyectable (Pharma Investi);F-18957;16
825961000167104;izofran 4 mg comprimido recubierto (GSK);F-10669;16
825971000167105;kytril 1 mg comprimido recubierto (Roche);F-9561;16
825981000167107;infex 125 mg/5 mL polvo granular para suspensión oral con solvente (Neumobiotics);B-91;18
825991000167109;infex 250 mg/5 mL polvo granular para suspensión oral con solvente (Neumobiotics);B-385;14
826001000167108;niquetamida 250 mg/mL solución oral para gotas (Euromed);F-1019;14
826011000167105;samor 10 mg/mL solución oral (Grünenthal);F-19313;17
826021000167100;somno 10 mg comprimido recubierto (Saval);F-9806;16
826031000167103;valaxam 5 / 160 comprimido recubierto (Saval);F-16854;18
826041000167106;viadil forte comprimido recubierto (Pharma Investi);F-12180;17
826051000167109;samor 20 mg/mL solución oral (Grünenthal);F-19345;17
826071000167101;ritalin LA 10 mg cápsula con gránulos de liberación repetida (Novartis);F-17680;14
826091000167102;vertium comprimido (Saval);F-18712;16
826101000167109;metotrexato 50 mg/2 mL solución inyectable (Fresenius Kabi);F-19444;17
826111000167106;syndol 10 mg comprimido recubierto (Pharma Investi);F-9556;16
826121000167101;glicerina 1 g supositorio (Valma);F-2642;14
826131000167104;aspirina 100 comprimido (Bayer);F-1481;18
826141000167107;clormezanona 200 mg comprimido recubierto (Lab Chile);F-16041;17
826151000167105;fluoxetina 20 mg comprimido (Lab Chile);F-8411;16
826171000167102;sevoflurano líquido para inhalación (Baxter);F-14805;15
826181000167100;saxenda solución inyectable (Novo Nordisk);B-2626;16
826191000167103;victoza solución inyectable (Novo Nordisk);B-2249;17
826201000167101;metotrexato 50 mg/2 mL solución inyectable (Pfizer);F-10700;16
826211000167104;recaxin comprimido recubierto (Gynopharm);F-15642;16
826221000167109;meropenem 1000 mg polvo para solución inyectable (Labvitalis);F-16312;17
826231000167106;meropenem 500 mg polvo para solución inyectable (Labvitalis);F-16409;17
826241000167103;arnela 100 mg óvulo vaginal (Andrómaco);F-6590;15
826251000167100;metotrexato 500 mg/20 mL solución inyectable (Pfizer);F-10701;16
826261000167102;acantex 1 g intramuscular polvo para solución inyectable (Roche);F-5393;15
826271000167108;cor - 40 cápsula con microgránulos con recubrimiento entérico (Prater);F-17100;13
826281000167105;nexavar comprimido recubierto (Bayer);F-15545;16
826301000167106;mectinex 1 g polvo para solución inyectable (Lab Chile);F-17696;14
826311000167108;cerezyme polvo liofilizado para solución para infusión (Genzyme);B-2252;13
826331000167101;cefadroxilo 500 mg cápsula (Andrómaco);F-6518;15
826351000167107;tobrex ungüento oftálmico (Alcon);F-15089;15
826361000167105;lopid 300 mg cápsula (Pfizer);F-2018;14
826371000167104;ravotril solución inyectable (Roche);F-2586;14
826381000167102;sophixin ofteno solución oftálmica (Sophia);F-16044;17
826391000167100;mectinex 500 mg polvo para solución inyectable (Lab Chile);F-17534;14
826411000167100;sophixin DX ofteno solución oftálmica (Sophia);F-17893;14
826421000167105;lansoprazol cápsula con gránulos con recubrimiento entérico (OPKO);F-19234;17
826431000167107;neozentius 10 comprimido recubierto (Pharma Investi);F-15087;15
826451000167101;immunorho polvo liofilizado para solución inyectable con solvente (Gador);B-1955;16
826461000167103;glausolets 0,25% solución oftálmica (S.M.B Farma);F-10241;16
826471000167109;desoren 20 comprimido recubierto (Grünenthal);F-19825;18
826481000167106;penemcira 1000 mg polvo para solución inyectable (Hospira);F-20000;18
826491000167108;restol suspensión oral para gotas (Lab Chile);F-4019;15
826501000167103;lorazepam 2 mg comprimido (Andrómaco);F-13226;13
826511000167101;levoxin 750 mg comprimido recubierto (Euromed);F-22408;16
826521000167106;venlax 75 mg comprimido (Saval);F-216;17
826531000167108;uren comprimido (Lab Chile);F-4036;15
826541000167100;glausolets plus solución oftálmica (S.M.B. Farma);F-14275;14
826551000167102;prosina cápsula con microgránulos de liberación prolongada (Pharma Investi);F-21242;14
826561000167104;fucidin crema dérmica (LEO);F-6653;15
826571000167105;gynostat 20 comprimido recubierto (Lab Chile);F-14417;14
826581000167107;lasix comprimido (Sanofi Aventis);F-1332;13
826591000167109;levoxin 500 mg comprimido recubierto (Euromed);F-19998;13
826601000167104;papenzima comprimido (Pfizer);F-1125;13
826611000167102;simperten - D 100 / 25 comprimido recubierto (Lab Chile);F-12049;17
826621000167107;levofloxacino 500 mg comprimido recubierto (Euromed);F-21740;15
826631000167109;merpal micronizer 75 mg cápsula con gránulos recubiertos de liberación retardada (Prater);F-1881;14
826641000167101;simperten - D 50 / 12,5 comprimido recubierto (Lab Chile);F-3021;15
826651000167103;adreject JR solución inyectable (Merck);F-15961;17
826661000167100;meropenem 1000 mg polvo para solución inyectable (Fresenius Kabi);F-19341;17
826671000167106;atrovent HFA aerosol para inhalación (Boehringer I.);F-14229;14
826681000167108;midalet 20 comprimido recubierto (Silesia);F-3599;15
826691000167105;levucal comprimido masticable (Pasteur);F-11647;16
826701000167105;differin 0,3% gel dérmico (Galderma);F-17339;14
826711000167107;differin 0,1% gel dérmico (Galderma);F-8541;16
826721000167102;dormonid 15 mg comprimido recubierto (Roche);F-4158;15
826731000167100;ravotril 0,25 mg comprimido sublingual (Roche);F-2583;14
826741000167108;xinder crema dérmica (Fouchard);F-9404;16
826751000167106;aciclovir 200 mg comprimido (Lab Chile);F-8516;16
826771000167103;marvelon 20 comprimido (MSD);F-5340;15
826781000167101;furosemida 20 mg/mL solución inyectable (Sanderson);F-6156;15
826791000167104;pemar comprimido (Medipharm);F-7916;16
826801000167100;suxametonio cloruro 100 mg/5 mL solución inyectable (Sanderson);F-10914;16
826811000167103;cloruro de sodio 0,9% solución inyectable (Biosano);F-14346;14
826821000167108;holoxan 1 g polvo para solución inyectable (Baxter);F-2474;14
826831000167105;neolette comprimido recubierto (Silesia);F-14268;14
826841000167102;cloruro de sodio 0,9% solución inyectable (Baxter);F-14349;14
826851000167104;metotrexato 500 mg/20 mL solución inyectable (Fresenius Kabi);F-19445;17
826861000167101;fexionel comprimido recubierto (Pharma Investi);F-19090;16
826871000167107;meropenem 1000 mg polvo para solución inyectable (Biosano);F-17904;15
826881000167109;diazepam 5 mg comprimido (Lab Chile);F-2213;14
826891000167106;differin 0,1% crema dérmica (Galderma);F-925;13
826901000167107;atenolol 50 mg comprimido (Mintlab);F-9870;16
826911000167109;detrucalm comprimido recubierto (Pharma Investi);F-19428;17
826921000167104;conpremin 0,3 mg gragea (Wyeth);F-4660;15
826931000167102;fleet adulto enema (Synthon);F-2495;14
826951000167108;cor - 20 cápsula con microgránulos con recubrimiento entérico (Prater);F-17099;13
826961000167106;fentanilo 0,1 mg/2 mL solución inyectable (Biosano);F-7651;16
826971000167100;congestex suspensión oral (Neumobiotics);F-10976;16
826981000167103;rinofilax comprimido recubierto (Neumobiotics);F-12267;17
826991000167101;valvitae plus 160 / 12,5 comprimido recubierto (Galenicum);F-21717;15
827001000167106;norspan 10 mcg/hora sistema terapéutico transdérmico (Grünenthal);F-22125;15
827011000167108;igantet 500 UI/2 mL solución inyectable (Grifols);B-1749;18
827021000167103;valvitae plus 80 / 12,5 comprimido recubierto (Galenicum);F-21640;15
827031000167101;fleet fosfosoda solución oral (Synthon);F-3726;15
827051000167107;norspan 5 mcg/hora sistema terapéutico transdérmico (Grünenthal);F-22124;15
827061000167105;mintamox adulto jarabe (Mintlab);F-760;13
827071000167104;valvitae plus 160 / 25 comprimido recubierto (Galenicum);F-21641;15
827081000167102;mintamox infantil jarabe (Mintlab);F-759;13
827091000167100;meropenem 1000 mg polvo para solución inyectable (Euromed);F-19427;17
827101000167107;remitex solución oral para gotas (Bagó);F-9707;16
827111000167109;pregalex 75 mg comprimido (Andrómaco);FX-105;14
827131000167102;presyc crema (Pasteur);F-11652;16
827161000167106;exelon 4,5 mg cápsula (Novartis);F-21919;15
827171000167100;merpal solución dérmica spray (Prater);F-15577;16
827181000167103;xolof - D ungüento oftálmico (Nicolich);F-11925;17
827191000167101;congestex cápsula (Neumobiotics);F-10975;16
827201000167104;bupivacaína clorhidrato 50 mg/10 mL solución inyectable (Sanderson);F-3026;15
827211000167102;exelon 6 mg cápsula (Novartis);F-21920;15
827221000167107;diclofenaco sódico 25 mg comprimido con recubrimiento entérico (Mintlab);F-3624;15
827231000167109;bacterol forte suspensión oral (Neumobiotics);F-2737;14
827241000167101;hidroclorotiazida 50 mg comprimido (Maver);F-14622;15
827251000167103;fucidin - H crema tópica (LEO);B-796;15
827261000167100;ciclidon 20 CD comprimido recubierto (Gynopharm);F-18025;15
827271000167106;exelon 3 mg cápsula (Novartis);F-833;13
827281000167108;albúmina 5% solución inyectable (Grifols);B-1042;16
827291000167105;exelon 1,5 mg cápsula (Novartis);F-21918;15
827301000167109;remitex - D comprimido de liberación prolongada (Bagó);F-19490;17
827311000167106;glausolets 0,5% solución oftálmica (S.M.B. Farma);F-10242;16
827321000167101;piroxicam 20 mg comprimido (Mintlab);F-6925;15
827341000167107;glifortex - G 500 / 5 comprimido recubierto (Andrómaco);F-12968;18
827351000167105;cicalfate reparadora para pieles sensibles crema (Avène);462C-3;13
827361000167108;cluvax cápsula blanda vaginal (Gynopharm);F-12936;18
827371000167102;niofen cold hbp suspensión oral (Neumobiotics);F-19133;16
827381000167100;tinelle comprimido recubierto (Silesia);F-17673;14
827391000167103;findaler comprimido recubierto (Medipharm);F-1843;14
827401000167100;ampicilina 500 mg polvo para solución inyectable (Labvitalis);F-20096;18
827421000167108;gianda comprimido recubierto (Grünenthal);F-17545;14
827431000167105;salvara HCT 320 / 25 comprimido recubierto (Merck);F-22537;16
827441000167102;clexane 40 mg/0,4 mL solución inyectable (Sanofi Aventis);B-1349;16
827451000167104;meropenem 500 mg polvo para solución inyectable (Fresenius Kabi);F-19342;17
827461000167101;salvara HCT 320 / 12,5 comprimido recubierto (Merck);F-22536;16
827471000167107;merpal micronizer 100 mg cápsula con gránulos recubiertos de liberación retardada (Prater);F-4599;15
827491000167106;timoglobulina polvo liofilizado para solución inyectable (Genzyme);B-2454;15
827501000167101;pro merpal cápsula de liberación prolongada (Prater);F-18716;16
827511000167104;talflex 100 mg comprimido con recubrimiento entérico (Bagó);F-8371;16
827521000167109;glucovance 1000 / 5 comprimido recubierto (Merck);F-17838;14
827531000167106;coliper comprimido (Mintlab);F-843;13
827541000167103;altruline 50 mg comprimido recubierto (Roerig);F-10592;16
827551000167100;norah comprimido recubierto (Lab Chile);F-20978;14
827561000167102;talflex 50 mg comprimido con recubrimiento entérico (Bagó);F-8886;16
827591000167107;salvara HCT 160 / 12,5 comprimido recubierto (Merck);F-22509;16
827601000167102;vecuronio bromuro 10 mg/2,5 mL polvo liofilizado para solución inyectable (Labvitalis);F-16444;17
827611000167100;salvara HCT 80 / 12,5 comprimido recubierto (Merck);F-22508;16
827631000167107;florell comprimido recubierto (Andrómaco);F-20102;18
827641000167104;enalten 10 mg comprimido (Saval);F-5452;15
827651000167101;berodual HFA aerosol para inhalación (Boehringer I.);F-15122;15
827661000167103;amparax 1 mg comprimido sublingual (Wyeth);F-5985;15
827671000167109;congestex solución oral para gotas (Neumobiotics);F-16132;17
827691000167108;salvara HCT 160 / 25 comprimido recubierto (Merck);F-22510;16
827701000167108;norvasc 10 mg comprimido (Pfizer);F-10561;16
827731000167103;lopinavir 200 mg + ritonavir 50 mg comprimido recubierto (Seven Pharma);F-22199;15
827741000167106;sinus solución nasal (Pasteur);F-14126;14
827751000167109;ravotril 0,5 mg comprimido birranurado (Roche);F-2583;14
827761000167107;ácido valproico 375 mg/mL solución oral para gotas (Andrómaco);F-11377;16
827771000167101;tol 12 plus solución inyectable (Saval);F-13889;14
827781000167104;concor 2,5 mg comprimido recubierto (Merck);F-4290;15
827791000167102;zival forte jarabe (Saval);F-20595;13
827801000167103;nebulex suspensión para nebulización nasal (Lab Chile);F-15296;15
827811000167101;merpal solución inyectable (Prater);F-2292;14
827821000167106;concor 1,25 mg comprimido recubierto (Merck);F-4291;15
827831000167108;muxol comprimido (Saval);F-5468;15
827851000167102;miniestrel 20 comprimido recubierto (Andrómaco);F-8303;16
827861000167104;omnic ocas comprimido recubierto de liberación prolongada (Astellas);F-17122;13
827881000167107;dexagin óvulo vaginal (Farmo Química);F-6457;15
827901000167105;zidovudina 300 mg comprimido recubierto (Seven Pharma);F-22185;15
827911000167107;vinblastina sulfato 10 mg polvo liofilizado para solución inyectable (Fresenius Kabi);F-17917;15
827921000167102;aroxat CR 37,5 mg comprimido con recubrimiento entérico de liberación prolongada (GSK);F-20206;13
827931000167100;clorpromazina 25 mg/2 mL solución inyectable (Sanderson);F-6144;15
827941000167108;vinblastina sulfato 10 mg/10 mL solución inyectable (Lab Chile);F-18037;15
827961000167109;niofen cold hbp comprimido recubierto (Neumobiotics);F-16133;17
827971000167103;meropenem 1000 mg polvo para solución inyectable (Libra);F-14231;14
827981000167101;dahlia comprimido recubierto (ITF - labomed);F-20419;13
828011000167109;meropenem 500 mg polvo para solución inyectable (Libra);F-14230;14
828021000167104;elem 10 mg comprimido (Andrómaco);F-7543;16
828031000167102;abacten forte polvo para suspensión oral con solvente (Andrómaco);F-14751;15
828041000167105;tinelle 3 comprimido recubierto (Silesia);F-20105;18
828051000167108;hidroclorotiazida 12,5 mg + valsartán 80 mg comprimido recubierto (Euromed);F-22599;16
828061000167106;femelle comprimido recubierto (Gynopharm);F-13324;13
828071000167100;cefotaxima 1 g polvo para solución inyectable (Labvitalis);F-10171;16
828081000167103;valaplex - D 80 / 12,5 comprimido recubierto (Lab Chile);F-12865;18
828091000167101;femiplus CD comprimido recubierto (Silesia);F-15784;16
828101000167108;irinotecán 100 mg/5 mL solución inyectable (Complex Therap);F-18642;16
828111000167105;peroxiben 10% gel (ISDIN);F-703;13
828131000167103;synagis recombinante 100 mg/mL solución inyectable (Abbvie);B-2507;15
828141000167106;ribolac comprimido recubierto (Recalcine);F-20038;18
828151000167109;centella asiática 30 mg comprimido (Arama);F-2170;14
828161000167107;synagis 100 mg polvo liofilizado para solución inyectable con solvente (Abbvie);B-660;14
828171000167101;cefepima 1 g polvo para solución inyectable (Labvitalis);F-13818;14
828181000167104;gemitin ungüento dérmico (S.M.B. Farma);F-10239;16
828191000167102;peroxiben 5% gel (ISDIN);F-704;13
828201000167100;niofen neo forte suspensión oral (Neumobiotics);F-19110;16
828211000167103;curocef 250 mg/5 mL polvo granular para suspensión oral (GSK);F-10652;16
828221000167108;valaplex - D 160 / 25 comprimido recubierto (Lab Chile);F-15561;16
828231000167105;amobiotic bid polvo para suspensión oral con solvente (Lab Chile);F-14356;14
828241000167102;deucoval infantil comprimido recubierto (Medipharm);F-20945;14
828251000167104;dormonid 5 mg/mL solución inyectable (Roche);F-4156;15
828261000167101;flunarizina 5 mg comprimido (Pasteur);F-11623;16
828271000167107;idon suspensión oral (Saval);F-5466;15
828281000167109;circlet anillo vaginal (MSD);F-19937;18
828291000167106;maxalt RPD comprimido liofilizado de disolución oral instantánea (MSD);F-1790;14
828301000167105;anzap 5 mg comprimido recubierto (Ascend);F-20066;18
828311000167107;lavasept barra tópica (Farmo Química);701C-2;15
828321000167102;nuvaring anillo vaginal (MSD);F-13186;13
828331000167100;ketanor comprimido recubierto (ITF - Labomed);F-18133;15
828341000167108;anzap 10 mg comprimido recubierto (Ascend);F-20065;18
828351000167106;spiron solución oral para gotas (Andrómaco);F-7564;16
828361000167109;terloc 10 mg comprimido recubierto (Lab Chile);F-8502;16
828371000167103;daraprim comprimido (GSK);F-2449;14
828381000167101;condroitina sulfato 400 mg + glucosamina sulfato 500 mg comprimido (Arama);F-14970;15
828391000167104;dal comprimido recubierto (Gynopharm);F-17753;14
828401000167101;fleet para niños enema (Synthon);F-3725;15
828411000167104;trio val comprimido recubierto (Saval);F-5551;15
828421000167109;ketamina 500 mg/10 mL solución inyectable (Sanderson);F-12275;17
828431000167106;niofen neo comprimido recubierto (Neumobiotics);F-19074;16
828451000167100;heparina sódica 25.000 U.I./5 mL solución inyectable (Sanderson);B-1506;16
828461000167102;mesna 200 mg/2 mL solución inyectable (Complex Therap);F-19898;18
828471000167108;amikacina 500 mg/2 mL solución inyectable (Sanderson);F-10848;16
828481000167105;valax - D 160 / 25 comprimido recubierto (Saval);F-17384;14
828501000167102;amparax 2 mg comprimido sublingual (Wyeth);F-5986;15
828511000167100;cefotaxima 1 g polvo para solución inyectable (OPKO);F-14841;15
828521000167105;valax - D 160 / 12,5 comprimido recubierto (Saval);F-17383;14
828531000167107;olexar comprimido recubierto (Indopharma);F-21638;15
828551000167101;actron 200 mg cápsula blanda (Bayer);F-16002;17
828561000167103;finartrit comprimido (Garden House);F-13036;13
828581000167106;lamivudina 150 mg comprimido recubierto (Indopharma);F-21238;14
828591000167108;ácido valproico 250 mg comprimido con recubrimiento entérico (Andrómaco);F-11376;16
828601000167103;niofen neo suspensión oral (Neumobiotics);F-19109;16
828611000167101;valax - D 80 / 12,5 comprimido recubierto (Saval);F-17382;14
828621000167106;lamivudina 150 mg comprimido recubierto (Ascend);F-20667;13
828631000167108;moderiba comprimido recubierto (Abbott);F-21978;15
828651000167102;olanvitae 10 mg comprimido recubierto (Galenicum);F-21985;15
828661000167104;miafem comprimido recubierto (Andrómaco);F-16037;17
828671000167105;gelcain gel oral (Valma);F-14200;14
828681000167107;olanvitae 5 mg comprimido recubierto (Galenicum);F-21980;15
828691000167109;tildiem 90 mg comprimido (Chemopharma);F-3408;15
828701000167109;famotidina 20 mg/2 mL solución inyectable (Sanderson);F-10881;16
828711000167106;e - tec cápsula blanda (Tecnofarma);F-20947;14
828721000167101;bleomicina 15 UI polvo liofilizado para solución inyectable (Fresenius Kabi);B-2134;15
828731000167104;miafem 20 comprimido recubierto (Andrómaco);F-16038;17
828741000167107;neo - alertop solución oral (Lab Chile);F-15932;17
828751000167105;mucosolvan forte jarabe (Boheringer I.);F-21091;14
828761000167108;kaion retard cápsula con microgránulos de liberación prolongada (Andrómaco);F-6793;15
828771000167102;tapsin puro paracetamol comprimido (Maver);F-16129;17
828781000167100;femelle 20 fol comprimido recubierto (Gynopharm);F-19509;17
828791000167103;carbón activado 127 mg + sulfaguanidina 127 mg comprimido (Valma);F-13863;14
828801000167104;vinorelbina 50 mg/5 mL solución inyectable (Ebewe);F-15546;16
828811000167102;mizonase cápsula blanda vaginal (Gynopharm);F-5697;15
828821000167107;oftaler forte solución oftálmica (Nicolich);F-2555;14
828831000167109;sae adulto supositorio (Pasteur);F-11634;16
828841000167101;mizonase óvulo vaginal (Gynopharm);F-19365;17
828851000167103;femiplus 20 comprimido recubierto (Silesia);F-15783;16
828861000167100;frenotos jarabe (Neumobiotics);F-19195;17
828871000167106;bicarbonato de sodio 2/3 molar solución inyectable (Fresenius Kabi);F-6139;15
828891000167105;clarimax 500 mg comprimido recubierto (Andrómaco);F-14037;14
828901000167106;olivin 5 mg comprimido recubierto (Royal Pharma);F-21502;14
828911000167108;tacni 1 mg cápsula (Lab Chile);F-21737;15
828921000167103;axasol óvulo vaginal (Silesia);F-17930;15
828931000167101;tacni 0,5 mg cápsula (Lab Chile);F-21738;15
828941000167109;dahlia 20 comprimido recubierto (ITF - labomed);F-20253;13
828951000167107;oftaler solución oftálmica (Nicolich);F-14977;15
828961000167105;vimpat 100 mg comprimido recubierto (Andrómaco);F-18927;16
828971000167104;ciruelax minitabs comprimido recubierto (Garden House);N-484;15
828981000167102;femelle 20 comprimido recubierto (Gynopharm);F-15373;16
828991000167100;tacni 5 mg cápsula (Lab Chile);F-21736;15
829001000167100;t - inmun polvo para suspensión oral (Complex Therap);F-16742;18
829011000167103;versatis parche (Grünenthal);F-16134;17
829031000167105;kaletra comprimido recubierto (Abbot);F-15933;17
829041000167102;zap 10 mg comprimido recubierto (Euromed);F-20549;13
829051000167104;yasmin metafolin comprimido recubierto (Bayer);F-19804;18
829071000167107;tivicay comprimido recubierto (GSK);F-20463;13
829081000167109;fusimed B emulsión tópica (Cassará);F-17880;14
829091000167106;glicerina 3,5 g supositorio (Valma);F-6378;15
829101000167104;elitos ET forte jarabe (Andrómaco);F-13881;14
829131000167109;laxonarol cápsula blanda (Farmo Química);F-13916;14
829141000167101;fenburol 2 mg polvo liofilizado para solución inyectable (Alpes Chemie);F-22748;16
829151000167103;alcanfor pomada (Valma);F-11677;16
829161000167100;salicilato de metilo pomada (Valma);F-11678;16
829181000167108;lamivudina 50 mg/5 mL solución oral (Indopharma);F-21224;14
829191000167105;lipitor 40 mg comprimido recubierto (Pfizer);F-21003;14
829201000167107;octagam 5 g/100 mL solución inyectable (Bagó);B-612;14
829211000167109;fenburol 1 mg polvo liofilizado para solución inyectable (Alpes Chemie);F-22747;16
829221000167104;bleocris 15 polvo liofilizado para solución inyectable con solvente (LKM);B-2527;15
829241000167105;headol comprimido (MDK);F-15246;15
829251000167108;desdol comprimido recubierto (Medipharm);F-2238;14
829261000167106;myleran comprimido recubierto (GSK);F-1428;13
829271000167100;ibuprofeno 100 mg/5 mL suspensión oral (Lab Chile);F-17342;14
829281000167103;oftalirio solución oftálmica (Nicolich);F-5540;15
829291000167101;aerius solución oral (MSD);F-12476;17
829301000167102;ibuprofeno 100 mg/5 mL suspensión oral (Andrómaco);F-2874;14
829311000167100;epivir 3TC 10 mg/mL solución oral (GSK);F-10654;16
829321000167105;ciclofosfamida 1000 mg polvo liofilizado para solución inyectable (Fresenius Kabi);F-9521;16
829331000167107;yaz comprimido recubierto (Bayer);F-16217;17
829341000167104;fasarax jarabe (Prater);F-4193;15
829371000167109;yaz flex comprimido recubierto (Bayer);F-20293;13
829381000167106;psitab 10 mg comprimido recubierto (Synthon);F-18499;16
829391000167108;casodex 50 mg comprimido recubierto (Astrazeneca);F-10140;16
829411000167108;diacor suspensión oral (Pasteur);F-6420;15
829421000167103;psitab 5 mg comprimido recubierto (Synthon);F-18498;16
829441000167109;atusil supositorio (Recalcine);F-1617;13
829451000167107;agua oxigenada 10 volumenes solución tópica (Reccius);576C-11;13
829481000167102;mircera 100 mcg/0,3 mL solución inyectable (Roche);B-2035;18
829491000167100;mitoxgen solución inyectable (Bagó);F-15136;15
829501000167105;mircera 150 mcg/0,3 mL solución inyectable (Roche);B-2036;18
829511000167107;D - histaplus solución oral (Pasteur);F-16187;17
829521000167102;noxafil suspensión oral (MSD);F-16688;18
829531000167100;oralne 5 mg cápsula blanda (Deutsche Pharma);F-21607;14
829541000167108;xumadol comprimido (ITF - Labomed);F-17537;14
829561000167109;pradaxa 150 mg cápsula (Boehringer I.);F-18648;16
829571000167103;mircera 50 mcg/0,3 mL solución inyectable (Roche);B-2033;18
829591000167104;azufre crema (Valma);F-6376;15
829601000167109;mircera 75 mcg/0,3 mL solución inyectable (Roche);B-2034;18
829611000167106;triumeq comprimido recubierto (GSK);F-21479;14
829621000167101;citarabina 1000 mg/10 mL solución inyectable (Pfizer);F-2725;14
829631000167104;casodex 150 mg comprimido recubierto (Astrazeneca);F-7592;16
829641000167107;citarabina 100 mg/5 mL solución inyectable (Pfizer);F-2726;14
829651000167105;ceftazidima 1000 mg polvo para solución inyectable (Euromed);F-18497;16
829671000167102;ceftazidima 1000 mg polvo para solución inyectable (Labvitalis);F-11944;17
