FK_CCTNU_CONCEPTO_ID;CCTNU_CONCEPTO_ID;CCTVA_DESCRIPCION_USUARIO;CRTNU_ORDEN;ESTADO
5986493;4589364;oral;1;Vigente
5986502;4589364;oral;1;Vigente
5986590;4589364;oral;1;Vigente
5986616;4589360;intravenosa;1;Vigente
5986623;4589364;oral;1;Vigente
5986632;4589364;oral;1;Vigente
5986642;4589364;oral;1;Vigente
5986758;4589365;intramuscular;1;Vigente
5986760;4589364;oral;1;Vigente
5986772;4589364;oral;1;Vigente
5986782;4589377;tópica;1;Vigente
5986791;4589364;oral;1;Vigente
5986798;4589365;intramuscular;1;Vigente
5986799;4589360;intravenosa;1;Vigente
5986803;4589364;oral;1;Vigente
5986813;4589364;oral;1;Vigente
5986354;4589364;oral;1;Vigente
5986373;4589364;oral;1;Vigente
94993;4589360;intravenosa;1;Vigente
94993;4589365;intramuscular;1;Vigente
101223;4589360;intravenosa;1;Vigente
114611;4589364;oral;1;Vigente
54316;4589360;intravenosa;1;Vigente
54385;4589364;oral;1;Vigente
54579;4589364;oral;1;Vigente
54582;4589360;intravenosa;1;Vigente
54582;4589365;intramuscular;1;Vigente
54582;4589360;intravenosa;1;Vigente
54582;4589365;intramuscular;1;Vigente
70375;4589364;oral;1;Vigente
206;4589370;subcutánea;1;Vigente
135;4589364;oral;1;Vigente
70161;4589365;intramuscular;1;Vigente
70161;4589360;intravenosa;1;Vigente
72074;4589360;intravenosa;1;Vigente
72074;4589365;intramuscular;1;Vigente
73911;4589360;intravenosa;1;Vigente
84619;4589364;oral;1;Vigente
85021;4589364;oral;1;Vigente
126309;4589364;oral;1;Vigente
136279;4589420;inhalatoria oral;1;Vigente
156735;4589365;intramuscular;1;Vigente
156735;4589360;intravenosa;1;Vigente
173316;4589360;intravenosa;1;Vigente
179743;4589364;oral;1;Vigente
183607;4589360;intravenosa;1;Vigente
266907;4589392;ocular;1;Vigente
276118;4589364;oral;1;Vigente
404193;4589364;oral;1;Vigente
448312;4589420;inhalatoria oral;1;Vigente
499027;4589360;intravenosa;1;Vigente
596379;4589364;oral;1;Vigente
606028;4589364;oral;1;Vigente
698679;4589364;oral;1;Vigente
726861;4589364;oral;1;Vigente
741981;4589365;intramuscular;1;Vigente
837178;4589364;oral;1;Vigente
1164286;4589360;intravenosa;1;Vigente
1389542;4589364;oral;1;Vigente
1407711;4589364;oral;1;Vigente
1440473;4589360;intravenosa;1;Vigente
1760741;4589364;oral;1;Vigente
1772689;4589364;oral;1;Vigente
1785396;4589360;intravenosa;1;Vigente
2113495;4589360;intravenosa;1;Vigente
2183418;4589364;oral;1;Vigente
2870350;4589364;oral;1;Vigente
101994;4589364;oral;1;Vigente
103190;4589364;oral;1;Vigente
108546;4589364;oral;1;Vigente
114951;4589377;tópica;1;Vigente
115202;4589364;oral;1;Vigente
54380;4589364;oral;1;Vigente
70792;4589381;nebulización;1;Vigente
576;4589365;intramuscular;1;Vigente
576;4589360;intravenosa;1;Vigente
75676;4589377;tópica;1;Vigente
79600;4589360;intravenosa;1;Vigente
83404;4589364;oral;1;Vigente
100085;4589364;oral;1;Vigente
120159;4589364;oral;1;Vigente
133172;4589364;oral;1;Vigente
147327;4589392;ocular;1;Vigente
147877;4589365;intramuscular;1;Vigente
155231;4589364;oral;1;Vigente
163359;4589360;intravenosa;1;Vigente
163359;4589365;intramuscular;1;Vigente
163370;4589364;oral;1;Vigente
275730;4589365;intramuscular;1;Vigente
288648;4589377;tópica;1;Vigente
310334;4589364;oral;1;Vigente
333380;4589364;oral;1;Vigente
337605;4589364;oral;1;Vigente
499220;4589364;oral;1;Vigente
558929;4589365;intramuscular;1;Vigente
558929;4589360;intravenosa;1;Vigente
577618;4589377;tópica;1;Vigente
711856;4589364;oral;1;Vigente
720906;4589360;intravenosa;1;Vigente
1761683;4589364;oral;1;Vigente
33950;4589364;oral;1;Vigente
18672;4589364;oral;1;Vigente
591;4589364;oral;1;Vigente
850208;4589364;oral;1;Vigente
960353;4589377;tópica;1;Vigente
1094076;4589360;intravenosa;1;Vigente
1361544;4589377;tópica;1;Vigente
1597951;4589364;oral;1;Vigente
137;4589364;oral;1;Vigente
141419;4589364;oral;1;Vigente
163364;4589364;oral;1;Vigente
168329;4589364;oral;1;Vigente
265907;4589364;oral;1;Vigente
265924;4589364;oral;1;Vigente
303472;4589364;oral;1;Vigente
382334;4589364;oral;1;Vigente
429383;4589364;oral;1;Vigente
591419;4589364;oral;1;Vigente
607287;4589364;oral;1;Vigente
783124;4589364;oral;1;Vigente
848898;4589364;oral;1;Vigente
882130;4589364;oral;1;Vigente
1292904;4589364;oral;1;Vigente
2146203;4589364;oral;1;Vigente
2729530;4589392;ocular;1;Vigente
5987130;4589364;oral;1;Vigente
5987133;4589364;oral;1;Vigente
5987140;4589370;subcutánea;1;Vigente
5987159;4589364;oral;1;Vigente
5987163;4589364;oral;1;Vigente
5987168;4589364;oral;1;Vigente
5987172;4589364;oral;1;Vigente
5987184;4589364;oral;1;Vigente
5987196;4589364;oral;1;Vigente
5987218;4589360;intravenosa;1;Vigente
5987224;4589370;subcutánea;1;Vigente
5987224;4589365;intramuscular;1;Vigente
5987233;4589364;oral;1;Vigente
5987267;4589364;oral;1;Vigente
5987273;4589364;oral;1;Vigente
5987286;4589364;oral;1;Vigente
5987296;4589364;oral;1;Vigente
5987310;4589364;oral;1;Vigente
5987333;4589364;oral;1;Vigente
5987348;4589360;intravenosa;1;Vigente
5986820;4589364;oral;1;Vigente
5986825;4589370;subcutánea;1;Vigente
5987398;4589392;ocular;1;Vigente
5987402;4589360;intravenosa;1;Vigente
5987422;4589364;oral;1;Vigente
5987429;4589503;intraarticular;1;Vigente
5987444;4589364;oral;1;Vigente
5986832;4589377;tópica;1;Vigente
5986838;4589360;intravenosa;1;Vigente
5986865;4589364;oral;1;Vigente
5986873;4589360;intravenosa;1;Vigente
5987456;4589364;oral;1;Vigente
5987458;4589364;oral;1;Vigente
5987477;4589364;oral;1;Vigente
5987486;4589377;tópica;1;Vigente
5987502;4589364;oral;1;Vigente
5987514;4589364;oral;1;Vigente
5987518;4589364;oral;1;Vigente
5986905;4589364;oral;1;Vigente
5986921;4589377;tópica;1;Vigente
5986939;4589364;oral;1;Vigente
5986952;4589495;intradérmica;1;Vigente
5986952;4589365;intramuscular;1;Vigente
5987527;4589364;oral;1;Vigente
5987561;4589364;oral;1;Vigente
5987568;4589365;intramuscular;1;Vigente
5987568;4589360;intravenosa;1;Vigente
5987570;4589377;tópica;1;Vigente
5987581;4589364;oral;1;Vigente
5987583;4589370;subcutánea;1;Vigente
5987593;4589364;oral;1;Vigente
5987604;4589364;oral;1;Vigente
5987634;4589365;intramuscular;1;Vigente
5987634;4589360;intravenosa;1;Vigente
5987638;4589364;oral;1;Vigente
5986964;4589364;oral;1;Vigente
5986965;4589392;ocular;1;Vigente
5986979;4589365;intramuscular;1;Vigente
6003396;4589364;oral;1;Vigente
6354414;4589364;oral;1;Vigente
22041;4589364;oral;1;Vigente
54274;4589364;oral;1;Vigente
70782;4589360;intravenosa;1;Vigente
70782;4589365;intramuscular;1;Vigente
70537;4589364;oral;1;Vigente
620;4589360;intravenosa;1;Vigente
139;4589381;nebulización;1;Vigente
54201;4589364;oral;1;Vigente
83776;4589364;oral;1;Vigente
229338;4589364;oral;1;Vigente
327353;4589360;intravenosa;1;Vigente
5915444;4589431;ótica;1;Vigente
5987001;4589360;intravenosa;1;Vigente
5987008;4589365;intramuscular;1;Vigente
5987008;4589370;subcutánea;1;Vigente
5987016;4589364;oral;1;Vigente
5987019;4589420;inhalatoria oral;1;Vigente
5987022;4589364;oral;1;Vigente
5987038;4589364;oral;1;Vigente
5987042;4589360;intravenosa;1;Vigente
5987046;4589360;intravenosa;1;Vigente
5987051;4589364;oral;1;Vigente
5987070;4589364;oral;1;Vigente
5987091;4589364;oral;1;Vigente
5987098;4589364;oral;1;Vigente
5987107;4589360;intravenosa;1;Vigente
5987113;4589360;intravenosa;1;Vigente
6340989;4589364;oral;1;Vigente
6348534;4589392;ocular;1;Vigente
6176182;4589377;tópica;1;Vigente
1624939;4589364;oral;1;Vigente
1622986;4589364;oral;1;Vigente
1622986;4589420;inhalatoria oral;1;Vigente
5363722;4589364;oral;1;Vigente
1436268;4589420;inhalatoria oral;1;Vigente
5914997;4589364;oral;1;Vigente
6643384;4589364;oral;1;Vigente
6636316;4589364;oral;1;Vigente
6665437;4589364;oral;1;Vigente
6668900;4589364;oral;1;Vigente
7114534;4589377;tópica;1;Vigente
6417109;4589364;oral;1;Vigente
6725543;4589365;intramuscular;1;Vigente
7225222;4589364;oral;1;Vigente
7233026;4589360;intravenosa;1;Vigente
6613906;4589364;oral;1;Vigente
6424765;4589364;oral;1;Vigente
6424990;4589364;oral;1;Vigente
6410449;4589387;sublingual;1;Vigente
6414556;4589398;endonasal;1;Vigente
6417018;4589364;oral;1;Vigente
6649509;4589364;oral;1;Vigente
7074972;4589360;intravenosa;1;Vigente
7125861;4589377;tópica;1;Vigente
6668300;4589364;oral;1;Vigente
7287430;4589360;intravenosa;1;Vigente
7125234;4589360;intravenosa;1;Vigente
6671332;4589364;oral;1;Vigente
7146754;4589377;tópica;1;Vigente
7197661;4589364;oral;1;Vigente
7211278;4589364;oral;1;Vigente
6636657;4589364;oral;1;Vigente
6672552;4589364;oral;1;Vigente
6771180;4589360;intravenosa;1;Vigente
6894106;4589439;intravaginal;1;Vigente
6410875;4589364;oral;1;Vigente
6421927;4589364;oral;1;Vigente
6433398;4589364;oral;1;Vigente
6643405;4589364;oral;1;Vigente
6768139;4589360;intravenosa;1;Vigente
6474171;4589364;oral;1;Vigente
6654838;4589364;oral;1;Vigente
6716575;4589364;oral;1;Vigente
6434439;4589364;oral;1;Vigente
6472365;4589364;oral;1;Vigente
6619614;4589364;oral;1;Vigente
6623069;4589364;oral;1;Vigente
6631457;4589364;oral;1;Vigente
6643368;4589364;oral;1;Vigente
6434466;4589364;oral;1;Vigente
6472134;4589364;oral;1;Vigente
6477981;4589360;intravenosa;1;Vigente
6774282;4589386;rectal;1;Vigente
6802920;4589439;intravaginal;1;Vigente
6641985;4589364;oral;1;Vigente
6660168;4589364;oral;1;Vigente
6424982;4589364;oral;1;Vigente
6471927;4589370;subcutánea;1;Vigente
6652683;4589364;oral;1;Vigente
6420472;4589364;oral;1;Vigente
6429310;4589364;oral;1;Vigente
6649571;4589364;oral;1;Vigente
7228961;4589364;oral;1;Vigente
7246360;4589365;intramuscular;1;Vigente
7246360;4589503;intraarticular;1;Vigente
7199815;4589364;oral;1;Vigente
7103209;4589364;oral;1;Vigente
7182251;4589364;oral;1;Vigente
7198278;4589364;oral;1;Vigente
6437120;4589364;oral;1;Vigente
6627203;4589365;intramuscular;1;Vigente
6603256;4589364;oral;1;Vigente
6656331;4589364;oral;1;Vigente
6410847;4589364;oral;1;Vigente
6418634;4589364;oral;1;Vigente
6512819;4589392;ocular;1;Vigente
6654993;4589439;intravaginal;1;Vigente
7109539;4589364;oral;1;Vigente
7270580;4589370;subcutánea;1;Vigente
7270580;4589360;intravenosa;1;Vigente
7270580;4589365;intramuscular;1;Vigente
6652517;4589364;oral;1;Vigente
7273510;4589360;intravenosa;1;Vigente
6630473;4589439;intravaginal;1;Vigente
6450834;4589360;intravenosa;1;Vigente
6412153;4589364;oral;1;Vigente
6652337;4589364;oral;1;Vigente
6653157;4589364;oral;1;Vigente
6904793;4589370;subcutánea;1;Vigente
6420547;4589364;oral;1;Vigente
6448738;4589364;oral;1;Vigente
6470096;4589364;oral;1;Vigente
6504801;4589392;ocular;1;Vigente
6626937;4589364;oral;1;Vigente
7267135;4589364;oral;1;Vigente
6742805;4589360;intravenosa;1;Vigente
6633412;4589364;oral;1;Vigente
7090950;4589377;tópica;1;Vigente
6416725;4589364;oral;1;Vigente
6416728;4589364;oral;1;Vigente
6417048;4589364;oral;1;Vigente
6634633;4589364;oral;1;Vigente
6417038;4589364;oral;1;Vigente
6513094;4589392;ocular;1;Vigente
6591474;4589364;oral;1;Vigente
6652533;4589364;oral;1;Vigente
6654643;4589364;oral;1;Vigente
7540461;4589370;subcutánea;1;Vigente
7540461;4589365;intramuscular;1;Vigente
7569976;4589364;oral;1;Vigente
7579086;4589364;oral;1;Vigente
7541556;4589370;subcutánea;1;Vigente
7541556;4589360;intravenosa;1;Vigente
7541556;4589365;intramuscular;1;Vigente
7334012;4589364;oral;1;Vigente
7377369;4589377;tópica;1;Vigente
7459192;4589364;oral;1;Vigente
7572134;4589377;tópica;1;Vigente
7475899;4589364;oral;1;Vigente
7325336;4589364;oral;1;Vigente
7637601;4589364;oral;1;Vigente
7595267;7731248;intraarterial;1;Vigente
7595267;4589360;intravenosa;1;Vigente
7595278;4589360;intravenosa;1;Vigente
7595278;7731248;intraarterial;1;Vigente
7635386;4589377;tópica;1;Vigente
7669242;7488861;transdérmica;1;Vigente
7677229;7676896;hemodiálisis;1;Vigente
5987516;7676896;hemodiálisis;1;Vigente
5987056;7676896;hemodiálisis;1;Vigente
5986900;7488861;transdérmica;1;Vigente
7488732;7488861;transdérmica;1;Vigente
5987483;7488861;transdérmica;1;Vigente
6896701;7488861;transdérmica;1;Vigente
6627635;7488861;transdérmica;1;Vigente
6470272;6470289;intratraqueal;1;Vigente
7620778;4589360;intravenosa;1;Vigente
7379190;4589364;oral;1;Vigente
7719831;4589364;oral;1;Vigente
7722772;4589364;oral;1;Vigente
7421401;4589377;tópica;1;Vigente
7469790;4589364;oral;1;Vigente
7649293;4589364;oral;1;Vigente
7649293;4589471;sonda nasogástrica;1;Vigente
7456610;4589364;oral;1;Vigente
7494724;4589377;tópica;1;Vigente
7495544;4589364;oral;1;Vigente
7518102;4589364;oral;1;Vigente
7640716;4589364;oral;1;Vigente
7503808;4589392;ocular;1;Vigente
7418734;4589392;ocular;1;Vigente
7511946;4589364;oral;1;Vigente
7377327;4589364;oral;1;Vigente
7431140;4589377;tópica;1;Vigente
7469721;4589364;oral;1;Vigente
7496425;4589364;oral;1;Vigente
7470038;4589377;tópica;1;Vigente
7557204;4589360;intravenosa;1;Vigente
7557204;4589365;intramuscular;1;Vigente
7517929;4589364;oral;1;Vigente
7522484;4589364;oral;1;Vigente
7579852;4589364;oral;1;Vigente
7342701;4589364;oral;1;Vigente
7573516;4589365;intramuscular;1;Vigente
7579249;4589377;tópica;1;Vigente
7358202;4589370;subcutánea;1;Vigente
7591760;4589364;oral;1;Vigente
7431938;4589377;tópica;1;Vigente
7443461;4589364;oral;1;Vigente
7661407;4589471;sonda nasogástrica;1;Vigente
7661407;4589364;oral;1;Vigente
7488752;7488861;transdérmica;1;Vigente
7579324;4589360;intravenosa;1;Vigente
7526488;4589364;oral;1;Vigente
7535235;4589360;intravenosa;1;Vigente
7535235;4589365;intramuscular;1;Vigente
7640249;4589364;oral;1;Vigente
7439354;4589420;inhalatoria oral;1;Vigente
7461732;4589370;subcutánea;1;Vigente
7640898;4589364;oral;1;Vigente
7663639;4589377;tópica;1;Vigente
7419827;4589377;tópica;1;Vigente
7438736;4589364;oral;1;Vigente
7481318;4589360;intravenosa;1;Vigente
7664384;4589364;oral;1;Vigente
7445580;4589364;oral;1;Vigente
7744102;4589364;oral;1;Vigente
7737831;4589364;oral;1;Vigente
7738080;4589364;oral;1;Vigente
7734846;4589364;oral;1;Vigente
5986657;4589364;oral;1;Vigente
5986664;4589364;oral;1;Vigente
5986671;4589364;oral;1;Vigente
1432206;4589439;intravaginal;1;Vigente
1569807;4589364;oral;1;Vigente
1792926;4589364;oral;1;Vigente
1818177;4589364;oral;1;Vigente
1899444;4589364;oral;1;Vigente
1914999;4589377;tópica;1;Vigente
3183131;4589364;oral;1;Vigente
5027132;4589360;intravenosa;1;Vigente
5155690;4589364;oral;1;Vigente
5700211;4589364;oral;1;Vigente
5805494;4589364;oral;1;Vigente
5986392;4589364;oral;1;Vigente
5986412;4589360;intravenosa;1;Vigente
5986429;4589364;oral;1;Vigente
5986432;4589360;intravenosa;1;Vigente
5986432;7731248;intraarterial;1;Vigente
5986432;4589515;intratecal;1;Vigente
5986437;4589360;intravenosa;1;Vigente
5986440;4589364;oral;1;Vigente
5986542;4589392;ocular;1;Vigente
5986547;4589364;oral;1;Vigente
5986552;4589360;intravenosa;1;Vigente
5986561;4589364;oral;1;Vigente
5986563;4589439;intravaginal;1;Vigente
5986564;4589364;oral;1;Vigente
5986572;4589360;intravenosa;1;Vigente
5986698;4589365;intramuscular;1;Vigente
5986702;4589377;tópica;1;Vigente
5986738;4589360;intravenosa;1;Vigente
5986739;4589364;oral;1;Vigente
5986746;4589365;intramuscular;1;Vigente
5986681;4589364;oral;1;Vigente
5870159;4589360;intravenosa;1;Vigente
5986289;4589360;intravenosa;1;Vigente
5986329;4589364;oral;1;Vigente
5986456;4589364;oral;1;Vigente
5986468;4589364;oral;1;Vigente
5986471;4589360;intravenosa;1;Vigente
5986498;4589364;oral;1;Vigente
5986505;4589360;intravenosa;1;Vigente
5986582;4589360;intravenosa;1;Vigente
5986582;4589365;intramuscular;1;Vigente
5986589;7488861;transdérmica;1;Vigente
5986596;4589364;oral;1;Vigente
5986630;4589392;ocular;1;Vigente
5986755;4589364;oral;1;Vigente
5986767;4589364;oral;1;Vigente
5986775;4589364;oral;1;Vigente
5986781;4589364;oral;1;Vigente
5986783;4589370;subcutánea;1;Vigente
5986796;4589364;oral;1;Vigente
5986802;4589364;oral;1;Vigente
5986805;4589364;oral;1;Vigente
5986367;4589360;intravenosa;1;Vigente
5986370;4589364;oral;1;Vigente
5986381;4589364;oral;1;Vigente
5986383;4589370;subcutánea;1;Vigente
5915202;4589364;oral;1;Vigente
96341;4589364;oral;1;Vigente
97128;4589360;intravenosa;1;Vigente
99883;4589377;tópica;1;Vigente
101164;4589364;oral;1;Vigente
103722;4589370;subcutánea;1;Vigente
106895;4589365;intramuscular;1;Vigente
106895;4589360;intravenosa;1;Vigente
19147;4589360;intravenosa;1;Vigente
18656;4589364;oral;1;Vigente
70376;4589364;oral;1;Vigente
579;4589360;intravenosa;1;Vigente
72453;4589364;oral;1;Vigente
73502;4589364;oral;1;Vigente
74411;4589365;intramuscular;1;Vigente
77908;4589364;oral;1;Vigente
87183;4589364;oral;1;Vigente
87677;4589364;oral;1;Vigente
91410;4589364;oral;1;Vigente
92090;4589364;oral;1;Vigente
146061;4589364;oral;1;Vigente
151095;4589364;oral;1;Vigente
170822;4589360;intravenosa;1;Vigente
170822;4589365;intramuscular;1;Vigente
172527;4589365;intramuscular;1;Vigente
258670;4589364;oral;1;Vigente
293067;4589365;intramuscular;1;Vigente
301151;4589420;inhalatoria oral;1;Vigente
316939;4589377;tópica;1;Vigente
365186;4589364;oral;1;Vigente
427373;4589364;oral;1;Vigente
446566;4589364;oral;1;Vigente
652684;4589364;oral;1;Vigente
745059;4589365;intramuscular;1;Vigente
745059;4589360;intravenosa;1;Vigente
863204;4589360;intravenosa;1;Vigente
1188281;4589364;oral;1;Vigente
1280859;4589364;oral;1;Vigente
2031538;4589364;oral;1;Vigente
2077745;4589360;intravenosa;1;Vigente
2432211;4589365;intramuscular;1;Vigente
101568;4589386;rectal;1;Vigente
103264;4589365;intramuscular;1;Vigente
103264;4589360;intravenosa;1;Vigente
103362;4589364;oral;1;Vigente
104480;4589365;intramuscular;1;Vigente
104778;4589364;oral;1;Vigente
21989;4589364;oral;1;Vigente
54121;4589364;oral;1;Vigente
54388;4589364;oral;1;Vigente
70776;4589360;intravenosa;1;Vigente
72280;4589364;oral;1;Vigente
73135;4589364;oral;1;Vigente
73832;4589364;oral;1;Vigente
74271;4589364;oral;1;Vigente
76515;4589364;oral;1;Vigente
79762;4589392;ocular;1;Vigente
80073;4589364;oral;1;Vigente
81250;4589424;inhalatoria nasal;1;Vigente
98350;4589398;endonasal;1;Vigente
101011;4589365;intramuscular;1;Vigente
101011;4589370;subcutánea;1;Vigente
101011;4589360;intravenosa;1;Vigente
120510;4589364;oral;1;Vigente
124104;4589364;oral;1;Vigente
126044;4589364;oral;1;Vigente
164085;4589364;oral;1;Vigente
244729;4589360;intravenosa;1;Vigente
244729;4589365;intramuscular;1;Vigente
278488;4589364;oral;1;Vigente
336961;4589365;intramuscular;1;Vigente
336961;4589360;intravenosa;1;Vigente
380572;4589377;tópica;1;Vigente
391666;4589392;ocular;1;Vigente
425653;4589377;tópica;1;Vigente
489104;4589364;oral;1;Vigente
514509;4589392;ocular;1;Vigente
601500;4589392;ocular;1;Vigente
1863767;4589360;intravenosa;1;Vigente
1863767;4589365;intramuscular;1;Vigente
2149251;4589364;oral;1;Vigente
2192942;4589377;tópica;1;Vigente
4247672;4589507;intraperitoneal;1;Vigente
22019;4589364;oral;1;Vigente
54244;4589364;oral;1;Vigente
54348;4589364;oral;1;Vigente
862526;4589377;tópica;1;Vigente
869987;4589364;oral;1;Vigente
1006187;4589364;oral;1;Vigente
1295597;4589364;oral;1;Vigente
71840;4589364;oral;1;Vigente
84716;4589364;oral;1;Vigente
85336;4589392;ocular;1;Vigente
87719;4589364;oral;1;Vigente
169834;4589364;oral;1;Vigente
260213;4589364;oral;1;Vigente
292648;4589364;oral;1;Vigente
512863;4589364;oral;1;Vigente
607405;4589364;oral;1;Vigente
735881;4589364;oral;1;Vigente
825808;4589386;rectal;1;Vigente
1443160;4589364;oral;1;Vigente
1484127;4589364;oral;1;Vigente
1694980;4589364;oral;1;Vigente
1706667;4589364;oral;1;Vigente
1782273;4589364;oral;1;Vigente
1935465;4589364;oral;1;Vigente
5987132;4589364;oral;1;Vigente
5987139;4589364;oral;1;Vigente
5987148;4589364;oral;1;Vigente
5987166;4589360;intravenosa;1;Vigente
5987166;4589365;intramuscular;1;Vigente
5987171;4589364;oral;1;Vigente
5987183;4589364;oral;1;Vigente
5987194;4589364;oral;1;Vigente
5987199;4589364;oral;1;Vigente
5987202;4589360;intravenosa;1;Vigente
5987228;4589370;subcutánea;1;Vigente
5987229;4589364;oral;1;Vigente
5987239;4589364;oral;1;Vigente
5987246;4589360;intravenosa;1;Vigente
5987257;4589364;oral;1;Vigente
5987258;4589364;oral;1;Vigente
5987274;4589364;oral;1;Vigente
5987313;4589364;oral;1;Vigente
5987327;4589377;tópica;1;Vigente
5987339;4589364;oral;1;Vigente
5987346;4589364;oral;1;Vigente
5987347;4589364;oral;1;Vigente
5987358;4589364;oral;1;Vigente
5987395;4589360;intravenosa;1;Vigente
5987406;4589364;oral;1;Vigente
5987409;4589364;oral;1;Vigente
5987415;4589360;intravenosa;1;Vigente
5987426;4589377;tópica;1;Vigente
5986828;4589364;oral;1;Vigente
5986831;4589364;oral;1;Vigente
5986842;4589364;oral;1;Vigente
5986855;4589364;oral;1;Vigente
5986856;4589364;oral;1;Vigente
5986857;4589364;oral;1;Vigente
5986859;4589377;tópica;1;Vigente
5986868;4589360;intravenosa;1;Vigente
5986871;4589360;intravenosa;1;Vigente
5987462;4589360;intravenosa;1;Vigente
5987471;4589377;tópica;1;Vigente
5987473;4589364;oral;1;Vigente
5987479;4589364;oral;1;Vigente
5987493;4589377;tópica;1;Vigente
5987522;4589364;oral;1;Vigente
5986888;4589365;intramuscular;1;Vigente
5986888;4589360;intravenosa;1;Vigente
5986898;7676896;hemodiálisis;1;Vigente
5986914;4589364;oral;1;Vigente
5986932;4589370;subcutánea;1;Vigente
5986942;4589360;intravenosa;1;Vigente
5986949;4589364;oral;1;Vigente
5987529;4589370;subcutánea;1;Vigente
5987538;4589377;tópica;1;Vigente
5987544;4589364;oral;1;Vigente
5987560;4589364;oral;1;Vigente
5987577;4589364;oral;1;Vigente
5987603;4589360;intravenosa;1;Vigente
5987606;4589364;oral;1;Vigente
5987609;4589364;oral;1;Vigente
5987625;4589360;intravenosa;1;Vigente
5987636;4589364;oral;1;Vigente
5987651;4589364;oral;1;Vigente
5987653;4589377;tópica;1;Vigente
5987661;4589377;tópica;1;Vigente
5987663;4589364;oral;1;Vigente
5987666;4589364;oral;1;Vigente
5987671;4589364;oral;1;Vigente
5986971;4589392;ocular;1;Vigente
5986976;4589364;oral;1;Vigente
5986987;4589360;intravenosa;1;Vigente
6176190;4589377;tópica;1;Vigente
6346803;4589364;oral;1;Vigente
6348605;4589364;oral;1;Vigente
91;4589364;oral;1;Vigente
54367;4589360;intravenosa;1;Vigente
54367;4589365;intramuscular;1;Vigente
18802;4589364;oral;1;Vigente
78445;4589398;endonasal;1;Vigente
188124;4589365;intramuscular;1;Vigente
188124;4589360;intravenosa;1;Vigente
5987003;4589364;oral;1;Vigente
5987006;4589360;intravenosa;1;Vigente
5987021;4589370;subcutánea;1;Vigente
5987021;4589365;intramuscular;1;Vigente
5975303;4589364;oral;1;Vigente
5987023;4589364;oral;1;Vigente
5987063;4589364;oral;1;Vigente
5987071;4589364;oral;1;Vigente
5987075;4589360;intravenosa;1;Vigente
5987081;4589364;oral;1;Vigente
5987093;4589360;intravenosa;1;Vigente
5987094;4589360;intravenosa;1;Vigente
5987101;4589364;oral;1;Vigente
5987111;4589364;oral;1;Vigente
6390537;4589377;tópica;1;Vigente
6347378;4589392;ocular;1;Vigente
1522855;4589364;oral;1;Vigente
6348421;4589392;ocular;1;Vigente
6348421;4589392;ocular;1;Vigente
6504995;4589392;ocular;1;Vigente
6643719;4589364;oral;1;Vigente
6416576;4589364;oral;1;Vigente
6426156;4589364;oral;1;Vigente
6471693;4589360;intravenosa;1;Vigente
6472757;4589364;oral;1;Vigente
6412156;4589364;oral;1;Vigente
6434150;4589360;intravenosa;1;Vigente
6472156;4589364;oral;1;Vigente
7222270;4589360;intravenosa;1;Vigente
6437159;4589364;oral;1;Vigente
7278408;4589360;intravenosa;1;Vigente
7283289;4589364;oral;1;Vigente
6436525;4589364;oral;1;Vigente
7277064;4589360;intravenosa;1;Vigente
6434781;4589364;oral;1;Vigente
6514502;4589392;ocular;1;Vigente
6672677;4589364;oral;1;Vigente
6672865;4589360;intravenosa;1;Vigente
6672865;4589370;subcutánea;1;Vigente
6672865;4589365;intramuscular;1;Vigente
7274182;4589370;subcutánea;1;Vigente
6436577;4589364;oral;1;Vigente
6628083;4589364;oral;1;Vigente
6601274;4589364;oral;1;Vigente
7277218;4589360;intravenosa;1;Vigente
7299356;4589364;oral;1;Vigente
7289288;4589360;intravenosa;1;Vigente
7289577;4589360;intravenosa;1;Vigente
6771123;4589360;intravenosa;1;Vigente
6656221;4589392;ocular;1;Vigente
6671350;4589364;oral;1;Vigente
6416570;4589364;oral;1;Vigente
6424757;4589364;oral;1;Vigente
6659487;4589392;ocular;1;Vigente
6446822;4589364;oral;1;Vigente
6510505;7488861;transdérmica;1;Vigente
7297858;4589364;oral;1;Vigente
6442552;4589364;oral;1;Vigente
6442552;4589386;rectal;1;Vigente
6504663;4589392;ocular;1;Vigente
6633373;4589364;oral;1;Vigente
7087609;4589377;tópica;1;Vigente
7185399;4589439;intravaginal;1;Vigente
6667189;4589364;oral;1;Vigente
6455270;4589364;oral;1;Vigente
6472232;4589364;oral;1;Vigente
6714703;4589439;intravaginal;1;Vigente
6896606;4589377;tópica;1;Vigente
6651597;4589364;oral;1;Vigente
6668515;4589431;ótica;1;Vigente
6716409;4589364;oral;1;Vigente
6419432;4589364;oral;1;Vigente
6436728;4589364;oral;1;Vigente
6865772;4589360;intravenosa;1;Vigente
6734176;4589420;inhalatoria oral;1;Vigente
6614353;4589364;oral;1;Vigente
6413094;4589364;oral;1;Vigente
6422424;4589364;oral;1;Vigente
6413593;4589364;oral;1;Vigente
7188536;4589364;oral;1;Vigente
7084001;4589364;oral;1;Vigente
6802856;4589377;tópica;1;Vigente
7270772;4589370;subcutánea;1;Vigente
7270772;4589360;intravenosa;1;Vigente
7270772;4589365;intramuscular;1;Vigente
7241817;4589364;oral;1;Vigente
6420328;4589364;oral;1;Vigente
