CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;PRESC_FK;PRESC_DESC;MEDICAMENTO_BASICO_FK;MEDICAMENTO_BASICO_DESC;FRM_FARMA_AGRP_FK;FRM_FARMA_AGRP_DESC;CONDICION_VENTA_FK;CONDICION_VENTA_DESC;ESTADO_PRESCRIPCION_FK;ESTADO_PRESCRIPCION_DESC;TIPO_FORMA_AGRP_FK;TIPO_FORMA_AGRP_DESC;UNIDOSIS_LOGISTICA_CANT;UNIDOSIS_LOGISTICA_UNIDAD_FK;UNIDOSIS_LOGISTICA_UNIDAD_DESC;UNIDOSIS_ASISTENCIAL_CANT;UNI_ASISTENCIAL_UNIDAD_FK;UNI_ASISTENCIAL_UNIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_FK;VOLUMEN_TOTAL_UNIDAD_DESC;ATC_DESCRIPCION_FK;ATC_DESCRIPCION_DESC;URL_MEDLINE_PLUS;VIAS_ADMINISTRACION;MC_SUST;;;;;
7686374;armodafinilo 200 mg comprimido;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;6409764;armodafinilo;5714967;comprimido;4589046;receta médica retenida;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;;;;;• armodafinilo ¦ 200 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
6410362;armodafinilo 50 mg comprimido;;Vigente;Insensible;Manual;;;428084003;armodafinilo, 50 mg, comprimido;;;4589063;válido como MC prescribible;6409764;armodafinilo;5714967;comprimido;4589046;receta médica retenida;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;;;;;• armodafinilo ¦ 50 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
89014;árnica 10% (100 mg/g) gel;;Vigente;Sensible;Manual;Si;;;;;• 5924232 - ARSENAL;4589063;válido como MC prescribible;5503986;árnica;5715031;gel;4589043;directa;4589063;válido como MC prescribible;4567042;Discreta;1;5912594;pomo;1;5767715;aplicación;0;;;;;;;• árnica ¦ 100 mg ¦ 1 g ¦ 1 ¦ Vigente;;;;;
7470564;articaína 40 mg/1,8 mL (22,22 mg/mL)+ epinefrina 10 mg/1,8 mL (5,55 mg/mL) inyectable;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;7470555;articaína + epinefrina;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765870;miligramo;0;;;;;;;"• epinefrina ¦ 10 mg ¦ 1,8 mL ¦ 2 ¦ Vigente• articaína ¦ 40 mg ¦ 1,8 mL ¦ 1 ¦ Vigente";;;;;
6410435;asenapina 10 mg comprimido sublingual;;Vigente;Insensible;Manual;;;443376002;asenapina, 10 mg, comprimido sublingual;;;4589063;válido como MC prescribible;6410419;asenapina;5714973;comprimido sublingual;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4580190;N05AH05;;;• asenapina ¦ 10 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
6410449;asenapina 5 mg comprimido sublingual;;Vigente;Insensible;Manual;;;443268002;asenapina, 5 mg, comprimido sublingual;;;4589063;válido como MC prescribible;6410419;asenapina;5714973;comprimido sublingual;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4580190;N05AH05;;;• asenapina ¦ 5 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
96341;atapulgita activada 350 mg + nifuroxazida 200 mg comprimido;;Vigente;Sensible;Manual;;;;;;• 5924232 - ARSENAL;4589063;válido como MC prescribible;5504388;atapulgita activada + nifuroxazida;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5767855;comprimido;0;;;;;;;"• nifuroxazida ¦ 200 mg ¦ 0  ¦ 2 ¦ Vigente• atapulgita activada ¦ 350 mg ¦ 0  ¦ 1 ¦ Vigente";;;;;
7333916;atapulgita activada 500 mg/5 mL + nifuroxazida 200 mg/5 mL suspensión oral;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;5504388;atapulgita activada + nifuroxazida;5715371;suspensión oral;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767861;frasco;1;5765871;mililitro;0;;;;;;;"• nifuroxazida ¦ 200 mg ¦ 5 mL ¦ 2 ¦ Vigente• atapulgita activada ¦ 500 mg ¦ 5 mL ¦ 1 ¦ Vigente";;;;;
5987320;atazanavir 150 mg cápsula;;Vigente;Insensible;Manual;Si;;413594004;atazanavir, 150 mg, cápsula;;;4589063;válido como MC prescribible;5504396;atazanavir;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4579049;J05AE08;;;• atazanavir ¦ 150 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986960;atazanavir 200 mg cápsula;;Vigente;Insensible;Manual;Si;;413595003;atazanavir, 200 mg, cápsula;;;4589063;válido como MC prescribible;5504396;atazanavir;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4579049;J05AE08;;;• atazanavir ¦ 200 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986802;atazanavir 300 mg cápsula;;Vigente;Insensible;Manual;Si;;424264002;atazanavir, 300 mg, cápsula;;;4589063;válido como MC prescribible;5504396;atazanavir;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4579049;J05AE08;;;• atazanavir ¦ 300 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5987530;atenolol 100 mg comprimido;;Vigente;Insensible;Manual;Si;;318421004;atenolol, 100 mg, comprimido;;• 7066492 - Petitorio mínimo;4589063;válido como MC prescribible;5504403;atenolol;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4577530;C07AB03;;;• atenolol ¦ 100 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
54388;atenolol 50 mg comprimido;;Vigente;Insensible;Manual;Si;;318420003;atenolol, 50 mg, comprimido;;"• 5924232 - ARSENAL• 7066492 - Petitorio mínimo";4589063;válido como MC prescribible;5504403;atenolol;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4577530;C07AB03;;;• atenolol ¦ 50 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5987026;atomoxetina 10 mg cápsula;;Vigente;Insensible;Manual;Si;;407040005;atomoxetina, 10 mg, cápsula;;;4589063;válido como MC prescribible;5504424;atomoxetina;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4580411;N06BA09;;;• atomoxetina ¦ 10 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986414;atomoxetina 18 mg cápsula;;Vigente;Insensible;Manual;Si;;407041009;atomoxetina, 18 mg, cápsula;;;4589063;válido como MC prescribible;5504424;atomoxetina;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4580411;N06BA09;;;• atomoxetina ¦ 18 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986373;atomoxetina 25 mg cápsula;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;5504424;atomoxetina;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4580411;N06BA09;;;• atomoxetina ¦ 25 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986794;atomoxetina 40 mg cápsula;;Vigente;Insensible;Manual;Si;;407043007;atomoxetina, 40 mg, cápsula;;;4589063;válido como MC prescribible;5504424;atomoxetina;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4580411;N06BA09;;;• atomoxetina ¦ 40 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
6410608;atomoxetina 40 mg comprimido;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;5504424;atomoxetina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4580411;N06BA09;;;• atomoxetina ¦ 80 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986870;atomoxetina 60 mg cápsula;;Vigente;Insensible;Manual;Si;;407044001;atomoxetina, 60 mg, cápsula;;;4589063;válido como MC prescribible;5504424;atomoxetina;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4580411;N06BA09;;;• atomoxetina ¦ 60 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
7215936;atomoxetina 80 mg cápsula;;Vigente;Insensible;Manual;;;420189009;atomoxetina, 80 mg, cápsula;;;4589063;válido como MC prescribible;5504424;atomoxetina;5714915;cápsula;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767844;cápsula;1;5765870;miligramo;0;;;4580411;N06BA09;;;• atomoxetina ¦ 80 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
7187207;atomoxetina 80 mg comprimido;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;5504424;atomoxetina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4580411;N06BA09;;;• atomoxetina ¦ 80 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
120510;atorvastatina 10 mg comprimido;;Vigente;Insensible;Manual;Si;;320029006;atorvastatina, 10 mg, comprimido;;"• 5924232 - ARSENAL• 7066492 - Petitorio mínimo";4589063;válido como MC prescribible;5504432;atorvastatina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4577716;C10AA05;;;• atorvastatina ¦ 10 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
126044;atorvastatina 20 mg comprimido;;Vigente;Insensible;Manual;Si;;320030001;atorvastatina, 20 mg, comprimido;;"• 5924232 - ARSENAL• 7066492 - Petitorio mínimo";4589063;válido como MC prescribible;5504432;atorvastatina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4577716;C10AA05;;;• atorvastatina ¦ 20 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
124118;atorvastatina 40 mg comprimido;;Vigente;Insensible;Autogenerado;Si;;320031002;atorvastatina, 40 mg, comprimido;;• 5924232 - ARSENAL;4589063;válido como MC prescribible;5504432;atorvastatina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4577716;C10AA05;;;• atorvastatina ¦ 40 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
108941;atorvastatina 80 mg comprimido;;Vigente;Insensible;Manual;Si;;134489001;atorvastatina, 80 mg, comprimido;;"• 5924232 - ARSENAL• 7164019 - Dispensadores automático urgencia• 7164027 - Media";4589063;válido como MC prescribible;5504432;atorvastatina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4577716;C10AA05;;;• atorvastatina ¦ 80 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5987253;atosiban 37,5 mg/5 mL (7,5 mg/mL) inyectable;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;5504442;atosiban;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767894;vial;1;5765870;miligramo;0;;;4578338;G02CX01;;;• atosiban ¦ 7,5 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
5987603;atosiban 6,75 mg/0,9 mL (7,5 mg/mL) inyectable;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;5504442;atosiban;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767894;vial;1;5765870;miligramo;0;;;4578338;G02CX01;;;• atosiban ¦ 7,5 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
5987142;atovacuona 250 mg + proguanil 100 mg comprimido;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;5504451;atovacuona + proguanil;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5767855;comprimido;0;;;4580554;P01BB51;;;"• proguanil ¦ 100 mg ¦ 0  ¦ 2 ¦ Vigente• atovacuona ¦ 250 mg ¦ 0  ¦ 1 ¦ Vigente";;;;;
5987254;atracurio besilato 25 mg/2,5 mL (10 mg/mL) inyectable;;Vigente;Insensible;Manual;Si;;334034009;besilato de atracurio, 10 mg/ml, solución inyectable, ampolla de 2,5 ml;;"• 7164019 - Dispensadores automático urgencia• 5924232 - ARSENAL• 7164027 - Media";4589063;válido como MC prescribible;6434183;atracurio besilato;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765870;miligramo;2,5;7008554;mililitros;4579717;M03AC04;;;• atracurio besilato ¦ 25 mg ¦ 2,5 mL ¦ 1 ¦ Vigente;;;;;
5986631;atracurio besilato 50 mg/5 mL (10 mg/mL) inyectable;;Vigente;Insensible;Manual;Si;;334035005;besilato de atracurio, 50 mg/5 ml, inyectable;;;4589063;válido como MC prescribible;6434183;atracurio besilato;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765870;miligramo;5;5765871;mililitro;4579717;M03AC04;;;• atracurio besilato ¦ 50 mg ¦ 5 mL ¦ 1 ¦ Vigente;;;;;
7523002;atropa belladona extracto estandarizado 4 mg + codeína 3 mg + efedrina 7 mg comprimido;;Vigente;Insensible;Manual;;;;;;;4589064;nunca válido para prescribir como MC;7729778;atropa belladona extracto estandarizado + codeína + efedrina;5714967;comprimido;4589046;receta médica retenida;4589064;nunca válido para prescribir como MC;4567042;Discreta;1;5767855;comprimido;1;5767855;comprimido;0;;;;;;;"• efedrina ¦ 7 mg ¦ 0  ¦ 3 ¦ Vigente• codeína ¦ 3 mg ¦ 0  ¦ 2 ¦ Vigente• atropa belladona extracto estandarizado ¦ 4 mg ¦ 0  ¦ 1 ¦ Vigente";;;;;
7541537;atropina sulfato 0,25 mg/mL inyectable;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;5504489;atropina sulfato;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765870;miligramo;0;;;4576198;A03BA01;;;• atropina sulfato ¦ ,25 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
7297858;atropina sulfato 0,5 mg + papaverina 40 mg comprimido;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;7297844;atropina sulfato + papaverina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5767855;comprimido;0;;;4576173;A03AD;;;"• pargeverina ¦ 40 mg ¦ 0  ¦ 2 ¦ Vigente• atropina sulfato ¦ ,5 mg ¦ 0  ¦ 1 ¦ Vigente";;;;;
7541556;atropina sulfato 0,5 mg/mL inyectable;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;5504489;atropina sulfato;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765870;miligramo;0;;;4576198;A03BA01;;;• atropina sulfato ¦ ,5 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
85212;atropina sulfato 1 mg/mL inyectable;;Vigente;Insensible;Manual;Si;;318195006;sulfato de atropina, 1 mg/ml, inyectable;;"• 5924232 - ARSENAL• 7164019 - Dispensadores automático urgencia• 7164027 - Media";4589063;válido como MC prescribible;5504489;atropina sulfato;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765870;miligramo;1;5765871;mililitro;4576198;A03BA01;;;• atropina sulfato ¦ 1 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
910336;atropina sulfato 1% (10 mg/mL) colirio;;Vigente;Insensible;Manual;Si;;330548006;sulfato de atropina, 1%, colirio;;"• 7066492 - Petitorio mínimo• 5924226 - ARSENAL• 7164019 - Dispensadores automático urgencia• 7164027 - Media";4589063;válido como MC prescribible;5504489;atropina sulfato;5714960;colirio;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767861;frasco;1;5767862;gotas;0;;;4581265;S01FA01;;;• atropina sulfato ¦ 10 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
7225044;axitinib 1 mg comprimido;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;7224933;axitinib;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4579388;L01XE17;;;• axitinib ¦ 1 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
7224955;axitinib 5 mg comprimido;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;7224933;axitinib;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4579388;L01XE17;;;• axitinib ¦ 5 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986481;azacitidina 100 mg inyectable;;Vigente;Insensible;Manual;Si;;412332006;azacitidina, 100 mg, polvo para inyección, vial;;;4589063;válido como MC prescribible;5504503;azacitidina;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767894;vial;1;5765870;miligramo;0;;;4579297;L01BC07;;;• azacitidina ¦ 100 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986421;azatioprina 50 mg comprimido;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;5504507;azatioprina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4579555;L04AX01;;;• azatioprina ¦ 50 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5986535;azelastina 0,05% (500 mcg/mL) colirio;;Vigente;Insensible;Manual;Si;;330539001;clorhidrato de azelastina, 0,05%, solución oftálmica;;;4589063;válido como MC prescribible;5504534;azelastina;5714960;colirio;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767861;frasco;1;5767862;gotas;5;5765871;mililitro;4581297;S01GX07;;;• azelastina ¦ 500 mcg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
6652501;azitromicina 200 mg/5 mL polvo para preparado oral;;Vigente;Sensible;Manual;Si;;324253001;azitromicina, 200 mg/5 ml, suspensión oral;;"• 7066492 - Petitorio mínimo• 5924232 - ARSENAL";4589063;válido como MC prescribible;5504539;azitromicina;7335698;polvo para preparado oral;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767861;frasco;1;5765871;mililitro;0;5765871;mililitro;4578867;J01FA10;;;• azitromicina ¦ 200 mg ¦ 5 mL ¦ 1 ¦ Vigente;;;;;
229;azitromicina 400 mg/5 mL polvo para preparado oral;;Vigente;Insensible;Manual;Si;;;;;"• 5924226 - ARSENAL• 7164019 - Dispensadores automático urgencia• 7164027 - Media";4589063;válido como MC prescribible;5504539;azitromicina;7335698;polvo para preparado oral;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767861;frasco;1;5765871;mililitro;0;5765871;mililitro;4578867;J01FA10;;;• azitromicina ¦ 400 mg ¦ 5 mL ¦ 1 ¦ Vigente;;;;;
74259;azitromicina 500 mg comprimido;;Vigente;Insensible;Manual;Si;;324258005;azitromicina, 500 mg, comprimido;;• 7066492 - Petitorio mínimo;4589063;válido como MC prescribible;5504539;azitromicina;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4578867;J01FA10;;;• azitromicina ¦ 500 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5987373;aztreonam 1000 mg inyectable;;Vigente;Insensible;Manual;Si;Si;323961007;aztreonam, 1 g, polvo para solución inyectable, vial;;;4589063;válido como MC prescribible;5504544;aztreonam;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767894;vial;1;5765870;miligramo;0;;;4578805;J01DF01;;;• aztreonam ¦ 1000 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
5987078;azufre 6% (60 mg/g) crema;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;7591997;azufre;5714974;crema;4589043;directa;4589063;válido como MC prescribible;4567042;Discreta;1;7052409;pote;1;5767715;aplicación;0;;;4578157;D10AB02;;;• azufre ¦ 60 mg ¦ 1 g ¦ 1 ¦ Vigente;;;;;
5986925;azul de metileno 1% (10 mg/mL) inyectable;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;5504570;azul de metileno;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765871;mililitro;5;7008554;mililitros;;;;;• azul de metileno ¦ 10 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
5986339;azul de metileno 2% (20 mg/mL) inyectable;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;5504570;azul de metileno;5715210;inyectable;4589043;directa;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765871;mililitro;5;7008554;mililitros;;;;;• azul de metileno ¦ 20 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
5986926;azul patente 1% (10 mg/mL) inyectable;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;5504604;azul patente;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767802;ampolla;1;5765871;mililitro;5;7008554;mililitros;;;;;• azul patente ¦ 10 mg ¦ 1 mL ¦ 1 ¦ Vigente;;;;;
187004;bacitracina 400 UI/g + neomicina 3.500 mcg/g + polimixina B 6.000 UI/g ungüento oftálmico;;Vigente;Insensible;Manual;;;;;;;4589063;válido como MC prescribible;5504630;bacitracina + neomicina + polimixina B;5715415;ungüento oftálmico;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5912594;pomo;1;5767715;aplicación;0;;;;;;;"• polimixina B ¦ 6000 UI ¦ 1 g ¦ 3 ¦ Vigente• neomicina ¦ 3500 mcg ¦ 1 g ¦ 2 ¦ Vigente• bacitracina ¦ 400 UI ¦ 1 g ¦ 1 ¦ Vigente";;;;;
7114534;bacitracina 500 UI/g + neomicina 5 mg/g ungüento;;Vigente;Insensible;Manual;;;;;;• 7066492 - Petitorio mínimo;4589063;válido como MC prescribible;6455874;bacitracina + neomicina;5715413;ungüento;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5912594;pomo;1;5767715;aplicación;0;;;;;;;"• neomicina ¦ 5 mg ¦ 1 g ¦ 2 ¦ Vigente• bacitracina ¦ 500 UI ¦ 1 g ¦ 1 ¦ Vigente";;;;;
87367;bacitracina 500 UI/g + polimixina B 10.000 UI/g ungüento;;Vigente;Sensible;Manual;Si;;377223004;bacitracina de zinc + sulfato de polimixina B, 500 unidades/10.000 unidades, ungüento;;"• 5924232 - ARSENAL• 7066492 - Petitorio mínimo• 7164019 - Dispensadores automático urgencia• 7164027 - Media";4589063;válido como MC prescribible;5504647;bacitracina + polimixina B;5715413;ungüento;4589043;directa;4589063;válido como MC prescribible;4567042;Discreta;1;5912594;pomo;1;5767715;aplicación;0;;;;;;;"• polimixina B ¦ 10000 UI ¦ 1 g ¦ 2 ¦ Vigente• bacitracina ¦ 500 UI ¦ 1 g ¦ 1 ¦ Vigente• bacitracina zinc ¦ 500 UI ¦ 1 g ¦ 1 ¦ Vigente";;;;;
1353766;baclofeno 10 mg comprimido;;Vigente;Insensible;Manual;Si;;330116003;baclofeno, 10 mg, comprimido;;• 5924232 - ARSENAL;4589063;válido como MC prescribible;5504667;baclofeno;5714967;comprimido;4589044;receta médica;4589063;válido como MC prescribible;4567042;Discreta;1;5767855;comprimido;1;5765870;miligramo;0;;;4579751;M03BX01;;;• baclofeno ¦ 10 mg ¦ 0  ¦ 1 ¦ Vigente;;;;;
7635383;bálsamo labial;;Vigente;Insensible;Manual;;;;;;;4589064;nunca válido para prescribir como MC;7524182;medicamento básico especial;5714850;barra tópica;4589043;directa;4589064;nunca válido para prescribir como MC;4567042;Discreta;1;5767812;barra;1;5767715;aplicación;0;;;;;;;• sustancia especial ¦ 1 aplicación ¦ 0  ¦ 1 ¦ Vigente;;;;;
6387556;barra limpiadora;;Vigente;Insensible;Manual;;;;;;;4589064;nunca válido para prescribir como MC;7524182;medicamento básico especial;5714850;barra tópica;4589043;directa;4589064;nunca válido para prescribir como MC;4567043;Continua;1;7413605;jabón;1;5767715;aplicación;0;;;;;;;"• producto de limpieza cutánea ¦ 0 aplicación ¦ 0  ¦ 1 ¦ Vigente• sustancia especial ¦ 0 aplicación ¦ 0  ¦ 1 ¦ Vigente";;;;;
5986617;basiliximab 20 mg inyectable;;Vigente;Insensible;Manual;Si;;358599006;basiliximab, 20 mg, inyectable (polvo para reconstituir)+solvente;;;4589063;válido como MC prescribible;5504688;basiliximab;5715210;inyectable;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767894;vial;1;5765870;miligramo;0;;;4579541;L04AC02;;;• basiliximab ¦ 20 mg ¦   ¦ 1 ¦ Vigente;;;;;
7101728;beclometasona 250 mcg/dosis aerosol para inhalación;;Vigente;Insensible;Manual;Si;;;;;• 7066492 - Petitorio mínimo;4589063;válido como MC prescribible;5504732;beclometasona;7118879;aerosol para inhalación;4589044;receta médica;4589063;válido como MC prescribible;4567043;Continua;1;5767865;inhalador;1;5912599;puff;0;;;4580818;R03BA01;;;• beclometasona ¦ 250 mcg ¦ 1 puff ¦ 1 ¦ Vigente;;;;;
252227;beclometasona 50 mcg/dosis + salbutamol 100 mcg/dosis aerosol para inhalación;;Vigente;Insensible;Manual;Si;;;;;;4589063;válido como MC prescribible;6350206;beclometasona + salbutamol;7118879;aerosol para inhalación;4589046;receta médica retenida;4589063;válido como MC prescribible;4567043;Continua;1;5767865;inhalador;1;5912599;puff;0;;;4580812;R03AK04;;;"• salbutamol ¦ 100 mcg ¦ 1 dosis ¦ 2 ¦ Vigente• beclometasona ¦ 50 mcg ¦ 1 dosis ¦ 1 ¦ Vigente";;;;;
