CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;ESTADO;REVISADO;CONSULTAR;OBSERVACION;SINONIMO;SCT_ID;SCT_TERMINO;DCI_DID;DCI_TERMINO;GRUPOS_JERARQUICOS;RIESGO_TERATOGENICO
5163695;ciclobenzaprina;;Insensible;Manual;Vigente;;;ciclobenzaprina;;373779004;ciclobenzaprina;791;ciclobenzaprina;;B
5163713;ciclofosfamida;;Insensible;Manual;Vigente;;;ciclofosfamida;;387420009;ciclofosfamida;878;ciclofosfamida;;D
5163720;ciclopentolato;;Insensible;Manual;Vigente;;;ciclopentolato;;372869004;ciclopentolato;266;ciclopentolato;;C
5163722;ciclopirox;;Insensible;Manual;Vigente;Si;;ciclopirox;;372854000;ciclopirox;3101;ciclopirox;;
5163770;ciclosporina;;Insensible;Manual;Vigente;;;ciclosporina;;387467008;ciclosporina;5086;ciclosporina;;C
5163790;cilastatina;;Insensible;Manual;Vigente;;;cilastatina;;96058005;cilastatina;5457;cilastatina;;C
6398181;cilazapril;;Insensible;Manual;Vigente;Si;;cilazapril;;395947008;cilazapril;5675;cilazapril;;
5163906;cilostazol;;Insensible;Manual;Vigente;Si;;cilostazol;;116087001;cilostazol;5680;cilostazol;;
6398183;cimetidina;;Insensible;Manual;Vigente;Si;;cimetidina;;373541007;cimetidina;;;;
5163907;cinacalcet;;Insensible;Manual;Vigente;Si;;cinacalcet;;409392004;cinacalcet;8287;cinacalcet;;C
5163924;cinarizina;;Insensible;Manual;Vigente;;;cinarizina;;395955001;cinarizina;1021;cinarizina;;
5197883;ciprofibrato;;Insensible;Manual;Vigente;Si;;ciprofibrato;;395957009;ciprofibrato;4057;ciprofibrato;;
5197886;ciprofloxacino;;Insensible;Manual;Vigente;;;ciprofloxacino;• 6399714 - ciprofloxacina;372840008;ciprofloxacino;5446;ciprofloxacino;;C
5197926;ciproterona;;Insensible;Manual;Vigente;Si;;ciproterona;;126119006;ciproterona;2050;ciproterona;;
5197931;cisaprida;;Insensible;Manual;Vigente;;;cisaprida;• 6399718 - cisapride;387164008;cisaprida;5338;cisaprida;;C
6399882;cisatracurio besilato;;Insensible;Manual;Vigente;Si;;cisatracurio;;108453000;cisatracurio;7389;besilato de cisatracurio;;B
5198423;cisplatino;;Insensible;Manual;Vigente;;;cisplatino;;387318005;cisplatino;4426;cisplatino;;D
5198496;citalopram;;Insensible;Manual;Vigente;;;citalopram;;372596005;citalopram;4138;citalopram;;C
5198522;citarabina;;Insensible;Manual;Vigente;;;citarabina;;387511003;citarabina;1709;citarabina;;D
6398193;citidina 5 - monofosfato;;Insensible;Manual;Vigente;Si;;;• 6414824 - CMP;;;;;;
7118743;citrato;;Insensible;Manual;Vigente;Si;;;;;;;;;
5198685;citrato de calcio;;Insensible;Manual;Vigente;Si;;citrato de calcio;;52209008;citrato de calcio;;;;
5198690;citrato de potasio;;Insensible;Manual;Vigente;Si;;citrato de potasio;;387450001;citrato de potasio;;;;
5198687;citrato de sodio;;Insensible;Manual;Vigente;Si;;citrato de sodio;;412546005;citrato de sodio;;;;
5198705;cladribina;;Insensible;Manual;Vigente;Si;;cladribina (sustancia);;386916009;cladribina (sustancia);6997;cladribina;;D
5198721;claritromicina;;Insensible;Manual;Vigente;Si;;claritromicina;;387487009;claritromicina;6252;claritromicina;;C
5153955;clidinio bromuro;;Insensible;Manual;Vigente;;;bromuro de clidinio;;87283008;bromuro de clidinio;463;bromuro de clidinio;;C
5198768;clindamicina;;Insensible;Manual;Vigente;Si;;fosfato de clindamicina;;372786004;fosfato de clindamicina;2550;clindamicina;;B
5198778;clioquinol;;Insensible;Manual;Vigente;Si;;clioquinol;;387291001;clioquinol;2116;clioquinol;;
5198869;clobazam;;Insensible;Manual;Vigente;Si;;clobazam;;387572002;clobazam;3055;clobazam;;
5198884;clobetasol;;Insensible;Manual;Vigente;Si;;clobetasol;;419129004;clobetasol;3154;clobetasol;;C
5198949;clobutinol;;Insensible;Manual;Vigente;Si;;;;;;2462;clobutinol;;
5198957;clofarabina;;Insensible;Manual;Vigente;Si;;clofarabina;;413873006;clofarabina;8422;clofarabina;;D
6398200;clofedianol;;Insensible;Manual;Vigente;Si;;clofedianol;;61398007;clofedianol;;;;
5199019;clomifeno;;Insensible;Manual;Vigente;Si;;clomifeno;;387166005;clomifeno;1309;clomifeno;;X
5199068;clomipramina;;Insensible;Manual;Vigente;Si;;clomipramina;;372903001;clomipramina;2238;clomipramina;;C
5199149;clonazepam;;Insensible;Manual;Vigente;Si;;clonazepam;;387383007;clonazepam;2765;clonazepam;;D
5199174;clonidina;;Insensible;Manual;Vigente;Si;;clonidina;;372805007;clonidina;2624;clonidina;;C
5199306;clonixinato de lisina;;Insensible;Manual;Vigente;Si;;;;;;;;;
6398201;clopamida;;Insensible;Manual;Vigente;Si;;clopamida;;395940005;clopamida;;;;
5199327;clopidogrel;;Insensible;Manual;Vigente;Si;;clopidogrel;;386952008;clopidogrel;5908;clopidogrel;;B
5199348;clorambucilo;;Insensible;Manual;Vigente;Si;;clorambucilo;;387249003;clorambucilo;603;clorambucilo;;D
5199438;cloranfenicol;;Insensible;Manual;Vigente;Si;;cloranfenicol;;372777009;cloranfenicol;977;cloranfenicol;;C
6413192;clorazepato dipotásico;;Insensible;Manual;Vigente;Si;;;;39815009;clorazepato;2224;clorazepato de dipotasio;;
5199574;clordiazepóxido;;Insensible;Manual;Vigente;Si;;clordiazepóxido;;372866006;clordiazepóxido;1049;clordiazepóxido;;D
5199623;clorfenamina;;Insensible;Manual;Vigente;Si;;clorfeniramina;• 6469988 - clorfeniramina;372914003;clorfeniramina;104;clorfenamina;;B
5199631;clorhexidina;;Insensible;Manual;Vigente;;;clorhexidina;;373568007;clorhexidina;500;clorhexidina;;B
6398209;clormadinona;;Insensible;Manual;Vigente;;;;;;;1210;clormadinona;;
5199654;clormezanona;;Insensible;Manual;Vigente;;;clormezanona;;387400008;clormezanona;782;clormezanona;;
5199682;clorobutanol;;Insensible;Manual;Vigente;Si;;clorobutanol;;9234005;clorobutanol;440;clorobutanol;;
5199722;clorocarvacol;;Insensible;Manual;Vigente;Si;;;;;;;;;
7428262;clorocresol;;Insensible;Manual;Vigente;;;;;255884003;clorocresol;;;;
5199742;cloroquina;;Insensible;Manual;Vigente;Si;;cloroquina;;373468005;cloroquina;386;cloroquina;;C
5199768;clorpromazina;;Insensible;Manual;Vigente;;;clorpromazina;;387258005;clorpromazina;183;clorpromazina;;C
5199877;clorpropamida;;Insensible;Manual;Vigente;Si;;clorpropamida;;386991003;clorpropamida;790;clorpropamida;;C
5199986;clortalidona;;Insensible;Manual;Vigente;Si;;;;387324004;;1125;clortalidona;;
5926346;cloruro;;Insensible;Manual;Vigente;Si;;cloro (sustancia);;29276003;cloro (sustancia);;;;
5200587;cloruro de calcio;;Insensible;Manual;Vigente;Si;;cloruro de calcio;;387377009;cloruro de calcio;;;;
5200592;cloruro de cetilpiridinio;;Insensible;Manual;Vigente;Si;;cloruro de cetilpiridinio;;395927000;cloruro de cetilpiridinio;1298;cloruro de cetilpiridinio;;
6800392;cloruro de cobre;;Insensible;Manual;Vigente;;;;;;;;;;
6800384;cloruro de cromo;;Insensible;Manual;Vigente;Si;;;;;;;;;
5201517;cloruro de etilo;;Insensible;Manual;Vigente;Si;;;;;;;;;
6800386;cloruro de manganeso;;Insensible;Manual;Vigente;;;;;;;;;;
5201695;cloruro de potasio;;Insensible;Manual;Vigente;Si;;cloruro de potasio;;8631001;cloruro de potasio;;;;A
5201728;cloruro de sodio;;Insensible;Manual;Vigente;Si;;cloruro de sodio;;387390002;cloruro de sodio;;;;
5201787;cloruro de trospio;;Insensible;Manual;Vigente;Si;;cloruro de trospio;;326557004;cloruro de trospio;3001;cloruro de trospio;;
6800382;cloruro de zinc;;Insensible;Manual;Vigente;Si;;;;;;;;;
5201816;clorzoxazona;;Insensible;Manual;Vigente;Si;;clorzoxazona;;44908000;clorzoxazona;748;clorzoxazona;;C
7643499;clostridium botulinum toxina tipo A;;Insensible;Manual;Vigente;;;;;;;;;;
5200374;clotiazepam;;Insensible;Manual;Vigente;Si;;;;;;3496;clotiazepam;;
5200169;clotrimazol;;Insensible;Manual;Vigente;Si;;clotrimazol;;387325003;clotrimazol;2912;clotrimazol;;B
5200171;cloxacilina;;Insensible;Manual;Vigente;Si;;cloxacilina;;373276005;cloxacilina;1533;cloxacilina;;B
5200173;clozapina;;Insensible;Manual;Vigente;Si;;clozapina;;387568001;clozapina;2612;clozapina;;B
7332640;cobicistat;;Insensible;Manual;Vigente;;;;;;;9266;cobicistat;;
7666109;cobimetinib;;Insensible;Manual;Vigente;;;;;;;9645;cobimetinib;;
5200402;codeína;;Insensible;Manual;Vigente;Si;;codeína;;387494007;codeína;;;;C
7427022;colágeno hidrolizado;;Insensible;Manual;Vigente;;;;;;;;;;
5201975;colchicina;;Insensible;Manual;Vigente;Si;;colchicina;;387413002;colchicina;;;;C
5201981;colecalciferol;;Insensible;Manual;Vigente;Si;;colecalciferol;• 6412252 - vitamina D3;18414002;colecalciferol;1497;colecalciferol;;
5202082;condroitina;;Insensible;Manual;Vigente;Si;;;;;;;;;
7470411;corbadrina;;Insensible;Manual;Vigente;;;;;;;;;;
6398293;corifolitropina alfa;;Insensible;Manual;Vigente;Si;;;;703830001;;7738;corifolitropina alfa;;
6398295;coriogonadotropina alfa;;Insensible;Manual;Vigente;Si;;coriogonadotropina alfa;• 6425323 - coriogonadotrofina alfa;129494006;coriogonadotropina alfa;7473;coriogonadotropina alfa;;
5202126;corticotropina;;Insensible;Manual;Vigente;Si;;;;40789008;;1366;corticotropina;;C
6398324;crizotinib;;Insensible;Manual;Vigente;Si;;;;703637000;;;;;D
5202305;crotamitón;;Insensible;Manual;Vigente;Si;;crotamitón;;387515007;crotamitón;673;crotamitón;;C
5230758;dabigatrán etexilato;;Insensible;Manual;Vigente;Si;;dabigatrán etexilato;;700029008;dabigatrán etexilato;8028;dabigatrán etexilato;;C
6398359;dabrafenib;;Insensible;Manual;Vigente;Si;;dabrafenib;;703641001;dabrafenib;9458;dabrafenib;;
5230769;dacarbazina;;Insensible;Manual;Vigente;Si;;dacarbazina;;387441003;dacarbazina;3232;dacarbazina;;
5230811;dactinomicina;;Insensible;Manual;Vigente;Si;;;;387353003;;1155;dactinomicina;;C
5230815;dalteparina de sodio;;Insensible;Manual;Vigente;Si;;dalteparina sódica;;108987000;dalteparina sódica;5688;dalteparina de sodio;;B
5230863;dantroleno;;Insensible;Manual;Vigente;Si;;dantroleno;;372819007;dantroleno;2317;dantroleno;;C
6398365;dapagliflozina;;Insensible;Manual;Vigente;Si;;;;703674001;dapagliflozina (sustancia);8886;dapagliflozina;;C
5353742;dapsona;;Insensible;Manual;Vigente;Si;;;;387096002;;1676;dapsona;;
5353852;daptomicina;;Insensible;Manual;Vigente;Si;;daptomicina;;406439009;daptomicina;6127;daptomicina;;B
6398373;darifenacina;;Insensible;Manual;Vigente;Si;;darifenacina;;416140008;darifenacina;;;;
5353853;darunavir;;Insensible;Manual;Vigente;Si;;darunavir;;423888002;darunavir;8305;darunavir;;C
5353856;dasatinib;;Insensible;Manual;Vigente;Si;;dasatinib;;423658008;dasatinib;8712;dasatinib;;D
5356348;daunorubicina;;Insensible;Manual;Vigente;Si;;daunorubicina;• 7085897 - DAUNORRUBICINA;372715008;daunorubicina;2257;daunorubicina;;
5354018;decitabina;;Insensible;Manual;Vigente;Si;;decitabina;;420759005;decitabina;6374;decitabina;;
5354023;deferasirox;;Insensible;Manual;Vigente;Si;;deferasirox;;419985007;deferasirox;8193;deferasirox;;
5354056;deferoxamina;;Insensible;Manual;Vigente;Si;;;;372825006;;1682;deferoxamina;;C
5354068;deflazacort;;Insensible;Manual;Vigente;Si;;deflazacort;;396012006;deflazacort;4323;deflazacort;;
7620077;degarelix;;Insensible;Manual;Vigente;;;;;;;;;;
5354069;deltametrina;;Insensible;Manual;Vigente;Si;;;;90670002;;;;;
5354074;denosumab;;Insensible;Manual;Vigente;Si;;denosumab;;446321003;denosumab;8653;denosumab;;D
5354084;desflurano;;Insensible;Manual;Vigente;Si;;desflurano;;386841003;desflurano;6505;desflurano;;B
5354103;desipramina;;Insensible;Manual;Vigente;Si;;desipramina;;372705002;desipramina;1500;desipramina;;
5354104;desloratadina;;Insensible;Manual;Vigente;Si;;desloratadina;;396015008;desloratadina;7817;desloratadina;;C
5354107;desmopresina;;Insensible;Manual;Vigente;Si;;desmopresina;;126189002;desmopresina;3799;desmopresina;;B
5354134;desogestrel;;Insensible;Manual;Vigente;Si;;desogestrel;;126108008;desogestrel;4384;desogestrel;;X
5354146;desonida;;Insensible;Manual;Vigente;Si;;desonida;;412363005;desonida;2889;desonida;;C
6398392;desoxirribonucleasa;;Insensible;Manual;Vigente;Si;;desoxirribonucleasa;;416394007;desoxirribonucleasa;;;;
5354203;desvenlafaxina;;Insensible;Manual;Vigente;Si;;desvenlafaxina;;430267008;desvenlafaxina;8361;desvenlafaxina;;C
5354227;dexametasona;;Insensible;Manual;Vigente;Si;;dexametasona;;372584003;dexametasona;816;dexametasona;;C
5354243;dexclorfeniramina;;Insensible;Manual;Vigente;Si;;dexclorfeniramina;;372663001;dexclorfeniramina;;;;C
6398402;dexibuprofeno;;Insensible;Manual;Vigente;Si;;dexibuprofeno;;418868002;dexibuprofeno;6426;dexibuprofeno;;
5354336;dexmedetomidina;;Insensible;Manual;Vigente;Si;;Dexmedetomidina (sustancia);;437750002;Dexmedetomidina (sustancia);6277;dexmedetomidina;;C
6398404;dexmetilfenidato;;Insensible;Manual;Vigente;Si;;;;;;;;;
7503523;dexpantenol;;Insensible;Manual;Vigente;;;;;;;;;;
5354382;dexrazoxano;;Insensible;Manual;Vigente;Si;;dexrazoxano;;108825009;dexrazoxano;6544;dexrazoxano;;
6398406;dextrán;;Insensible;Manual;Vigente;Si;;dextran;;372650007;dextran;;;;
5354397;dextrometorfano;;Insensible;Manual;Vigente;Si;;dextrometorfano;;387114001;dextrometorfano;166;dextrometorfano;;C
5918298;dextrosa monohidrato;;Insensible;Manual;Vigente;Si;;dextrosa;;67079006;dextrosa;;;;
5354426;diacereína;;Insensible;Manual;Vigente;Si;;;;702835000;diacereína;5371;diacereína;;
6573100;diastasa;;Insensible;Manual;Vigente;Si;;;;;;;;;
5354451;diatrizoato sódico;;Insensible;Manual;Vigente;Si;;;;395875009;;;;;
5354463;diazepam;;Insensible;Manual;Vigente;Si;;diazepam;;387264003;diazepam;1295;diazepam;;D
7403065;dicicloverina;;Insensible;Manual;Vigente;;;clorhidrato de dicicloverina;;71043005;clorhidrato de dicicloverina;619;dicicloverina;;
7669179;diclofenaco;;Insensible;Manual;Vigente;;;;;;;3270;diclofenaco;;C
6398424;diclofenaco colestiramina;;Insensible;Manual;Vigente;Si;;;;;;;;;
6398425;diclofenaco dietilamina;;Insensible;Manual;Vigente;Si;;;;;;;;;
7260718;diclofenaco epolamina;;Insensible;Manual;Vigente;;;;;;;;;;
5679147;diclofenaco potásico;;Insensible;Manual;Vigente;Si;;diclofenaco potásico;;108515008;diclofenaco potásico;;;;
6398428;diclofenaco sódico;;Insensible;Manual;Vigente;Si;;diclofenaco sódico;;62039007;diclofenaco sódico;;;;D
5354517;didanosina;;Insensible;Manual;Vigente;Si;;didanosina;;387105006;didanosina;6664;didanosina;;B
5354518;didrogesterona;;Insensible;Manual;Vigente;Si;;didrogesterona;;126093005;didrogesterona;970;didrogesterona;;
5354520;dienogest;;Insensible;Manual;Vigente;Si;;;;;;5286;dienogest;;X
6398446;dietiltoluamida;;Insensible;Manual;Vigente;Si;;dietiltoluamida;;16968005;dietiltoluamida;6685;dietiltoluamida;;
6398452;difenhidramina;;Insensible;Manual;Vigente;Si;;difenhidramina;;372682005;difenhidramina;;;;
4822177;difenidol;;Insensible;Manual;Vigente;Si;;difenidol;;63779001;difenidol;1433;difenidol;;
4829021;digoxina;;Insensible;Manual;Vigente;Si;;digoxina;;387461009;digoxina;389;digoxina;;C
4823595;dihexazin;;Insensible;Manual;Vigente;Si;;;;;;;;;
4849324;dihidroergotamina;;Insensible;Manual;Vigente;Si;;dihidroergotamina;;387267005;dihidroergotamina;2022;dihidroergotamina;;X
7473395;diiodohidroxiquinoleína;;Insensible;Manual;Vigente;;;;;;;;;;
4829072;diltiazem;;Insensible;Manual;Vigente;Si;;diltiazem;;372793000;diltiazem;3433;diltiazem;;C
6398464;dimenhidrinato;;Insensible;Manual;Vigente;Si;;dimenhidrinato;;387469006;dimenhidrinato;;;;
4824071;dimeticona;;Insensible;Manual;Vigente;Si;;dimeticona;;396031000;dimeticona;2898;dimeticona;;
7403453;dimetil sulfóxido;;Insensible;Manual;Vigente;;;dimetilsulfóxido;;115535002;dimetilsulfóxido;2023;dimetil sulfóxido;;
7620147;dinoprostona;;Insensible;Manual;Vigente;;;;;;;;;;
4824114;diosmina;;Insensible;Manual;Vigente;Si;;diosmina;;8143001;diosmina;4370;diosmina;;
4828155;dipiridamol;;Insensible;Manual;Vigente;Si;;dipiridamol;;387371005;dipiridamol;1545;dipiridamol;;B
4842839;disulfiram;;Insensible;Manual;Vigente;Si;;disulfiram;;387212009;disulfiram;1781;disulfiram;;D
4824215;dobesilato de calcio;;Insensible;Manual;Vigente;Si;;dobesilato de calcio;;83438009;dobesilato de calcio;2617;dobesilato de calcio;;
4824276;dobutamina;;Insensible;Manual;Vigente;Si;;dobutamina;;387145002;dobutamina;3340;dobutamina;;
4824366;docetaxel;;Insensible;Manual;Vigente;Si;;docetaxel;;386918005;docetaxel;6621;docetaxel;;D
7034499;dolutegravir;;Insensible;Manual;Vigente;Si;;;;;;9261;dolutegravir;;B
4828210;domperidona;;Insensible;Manual;Vigente;Si;;domperidona;;387181004;domperidona;4110;domperidona;;B
4824690;donepezilo;;Insensible;Manual;Vigente;Si;;donepezilo;• 6399727 - donepecilo;386855006;donepezilo;7517;donepezilo;;C
4828274;dopamina;;Insensible;Manual;Vigente;Si;;dopamina;;412383006;dopamina;2417;dopamina;;B
4824955;dorzolamida;;Insensible;Manual;Vigente;Si;;dorzolamida;;373447009;dorzolamida;6960;dorzolamida;;
4829162;doxazosina;;Insensible;Manual;Vigente;Si;;doxazosina;• 6399728 - doxazosín;372508002;doxazosina;5143;doxazosina;;C
4842911;doxiciclina;;Insensible;Manual;Vigente;Si;;doxiciclina;;372478003;doxiciclina;2125;doxiciclina;;D
4825030;doxilamina;;Insensible;Manual;Vigente;Si;;doxilamina;;44068004;doxilamina;1782;doxilamina;;
4843018;doxorubicina;;Insensible;Manual;Vigente;Si;;doxorubicina;;372817009;doxorubicina;3005;doxorubicina;;D
7289410;doxorubicina liposomal pegilada;;Insensible;Manual;Vigente;;;;;;;;;;D
4843399;droperidol;;Insensible;Manual;Vigente;Si;;droperidol;;387146001;droperidol;1609;droperidol;;D
4849335;drospirenona;;Insensible;Manual;Vigente;Si;;drospirenona;;410919000;drospirenona;6519;drospirenona;;
4829186;duloxetina;;Insensible;Manual;Vigente;Si;;duloxetina;;407032004;duloxetina;7012;duloxetina;;C
4825088;dutasterida;;Insensible;Manual;Vigente;Si;;dutasterida;;385572003;dutasterida;7586;dutasterida;;X
5163609;ebucrilato;;Insensible;Manual;Vigente;Si;;;;;;;;;
4829239;econazol;;Insensible;Manual;Vigente;Si;;econazol;;373471002;econazol;3189;econazol;;C
4825089;efavirenz;;Insensible;Manual;Vigente;Si;;efavirenz;;387001004;efavirenz;7718;efavirenz;;
4849970;efedrina;;Insensible;Manual;Vigente;Si;;efedrina;;387358007;efedrina;;;;X
4825149;eletriptán;;Insensible;Manual;Vigente;Si;;eletriptán;;410843003;eletriptán;7426;eletriptán;;
7332650;elvitegravir;;Insensible;Manual;Vigente;;;;;;;8871;elvitegravir;;B
4825243;emtricitabina;;Insensible;Manual;Vigente;Si;;emtricitabina;;404856006;emtricitabina;7822;emtricitabina;;B
4842079;enalapril;;Insensible;Manual;Vigente;Si;;enalapril;;372658000;enalapril;5117;enalapril;;D
4825248;enbucrilato;;Insensible;Manual;Vigente;Si;;enbucrilato;;409102000;enbucrilato;3796;enbucrilato;;
6398504;enfuvirtida;;Insensible;Manual;Vigente;Si;;enfuvirtida;;409127007;enfuvirtida;8063;enfuvirtida;;B
5677389;enoxaparina de sodio;;Insensible;Manual;Vigente;Si;;enoxaparina sódica;;108983001;enoxaparina sódica;5452;enoxaparina de sodio;;
4825447;entacapona;;Insensible;Manual;Vigente;Si;;entacapona;;387018000;entacapona;6812;entacapona;;
4825486;entecavir;;Insensible;Manual;Vigente;Si;;entecavir;;416644000;entecavir;7904;entecavir;;C
6398510;enzalutamida;;Insensible;Manual;Vigente;Si;;;;703125003;;;;;X
4825545;epinastina;;Insensible;Manual;Vigente;Si;;epinastina;;407068009;epinastina;5953;epinastina;;C
6000288;epinefrina;;Insensible;Manual;Vigente;Si;;epinefrina;• 6391813 - adrenalina;387362001;epinefrina;2142;epinefrina;;C
4825558;epirubicina;;Insensible;Manual;Vigente;Si;;epirubicina;• 6399738 - epirrubicina;417916005;epirubicina;5171;epirubicina;;D
7630779;eplerenona;;Insensible;Manual;Vigente;;;;;;;;;;B
6738116;epoetina alfa;;Insensible;Manual;Vigente;Si;;epoetina alfa;;386947003;epoetina alfa;6384;epoetina alfa;;C
7361174;epoetina beta;;Insensible;Manual;Vigente;;;epoetina beta;;396043004;epoetina beta;6566;epoetina beta;;C
6398513;eptacog alfa (activado);;Insensible;Manual;Vigente;Si;;Eptacog alfa activated;;116066006;Eptacog alfa activated;6931;eptacog alfa (activado);;C
4829881;ergocalciferol;;Insensible;Manual;Vigente;Si;;ergocalciferol;• 6391464 - vitamina D2;23433006;ergocalciferol;382;ergocalciferol;;C
4825579;ergometrina;;Insensible;Manual;Vigente;Si;;;;;;390;ergometrina;;
4850744;ergotamina;;Insensible;Manual;Vigente;Si;;ergotamina;;395975005;ergotamina;391;ergotamina;;X
4828526;eritromicina;;Insensible;Manual;Vigente;Si;;eritromicina;;372694001;eritromicina;39;eritromicina;;B
4826595;erlotinib;;Insensible;Manual;Vigente;Si;;erlotinib;;414123001;erlotinib;8133;erlotinib;;D
4826639;ertapenem;;Insensible;Manual;Vigente;Si;;ertapenem;;396346003;ertapenem;8049;ertapenem;;B
4840982;escitalopram;;Insensible;Manual;Vigente;Si;;escitalopram;;400447003;escitalopram;7953;escitalopram;;C
4828570;esomeprazol;;Insensible;Manual;Vigente;Si;;esomeprazol;;396047003;esomeprazol;7766;esomeprazol;;C
4841241;espironolactona;;Insensible;Manual;Vigente;Si;;espironolactona;;387078006;espironolactona;987;espironolactona;;C
4850784;estradiol;;Insensible;Manual;Vigente;;;estradiol;;126172005;estradiol;406;estradiol;;X
5205716;estradiol valerato;;Insensible;Manual;Vigente;;;;;96350008;;3921;valerato de estradiol;;X
4827022;estramustina;;Insensible;Manual;Vigente;Si;;estramustina;;386909008;estramustina;2877;estramustina;;
4849205;estreptomicina;;Insensible;Manual;Vigente;;;estreptomicina;;387223008;estreptomicina;3685;estreptomicina;;D
4841337;estreptoquinasa;;Insensible;Manual;Vigente;;;estreptoquinasa;;395889004;estreptoquinasa;623;estreptoquinasa;;C
6398552;estriol;;Insensible;Manual;Vigente;Si;;estriol;;73723004;estriol;;;;
4851335;estrógenos conjugados;;Insensible;Manual;Vigente;;;estrógeno conjugado;;126098001;estrógeno conjugado;;;;X
4827042;eszopiclona;;Insensible;Manual;Vigente;Si;;eszopiclona;;409420000;eszopiclona;8258;eszopiclona;;C
4828589;etambutol;;Insensible;Manual;Vigente;;;etambutol;;387129004;etambutol;1074;etambutol;;C
4827083;etamsilato;;Insensible;Manual;Vigente;Si;;etamsilato;;396048008;etamsilato;1903;etamsilato;;
4827172;etanercept;;Insensible;Manual;Vigente;Si;;etanercept;;387045004;etanercept;7783;etanercept;;B
4856239;etanol;;Insensible;Manual;Vigente;Si;;etanol;;419442005;etanol;;;;
4827199;etifoxina;;Insensible;Manual;Vigente;Si;;;;;;2846;etifoxina;;
4827236;etilmorfina;;Insensible;Manual;Vigente;Si;;etil morfina;;74905005;etil morfina;;;;
4851391;etinilestradiol;;Insensible;Manual;Vigente;;;etinilestradiol;;126097006;etinilestradiol;437;etinilestradiol;;X
4827265;etofenamato;;Insensible;Manual;Vigente;Si;;;;;;3359;etofenamato;;
4827292;etomidato;;Insensible;Manual;Vigente;Si;;etomidato;;387218008;etomidato;1926;etomidato;;
4827308;etonogestrel;;Insensible;Manual;Vigente;Si;;etonogestrel;;396050000;etonogestrel;6832;etonogestrel;;
4849251;etopósido;;Insensible;Manual;Vigente;Si;;etopósido;;387316009;etopósido;3835;etopósido;;D
4827341;etoricoxib;;Insensible;Manual;Vigente;Si;;etoricoxib;;409134009;etoricoxib;8082;etoricoxib;;
4827490;etravirina;;Insensible;Manual;Vigente;Si;;etravirina;;432121008;etravirina;8303;etravirina;;B
6399378;eucaliptol;;Insensible;Manual;Vigente;;;eucaliptol;• 6425300 - cineola;259119007;eucaliptol;;;;
6399381;eugenol;;Insensible;Manual;Vigente;Si;;eugenol;;255924000;eugenol;;;;
4827501;everolimus;;Insensible;Manual;Vigente;Si;;everolimus;;428698007;everolimus;7863;everolimus;;D
4827510;exemestano;;Insensible;Manual;Vigente;Si;;exemestano;;387017005;exemestano;6770;exemestano;;X
4841707;exenatida;;Insensible;Manual;Vigente;Si;;exenatida;;416859008;exenatida;8219;exenatida;;C
4827676;ezetimiba;;Insensible;Manual;Vigente;Si;;ezetimibe;• 6390485 - ezetimibe;409149001;ezetimibe;8010;ezetimiba;;C
5917737;factor II de la coagulación humana;;Sensible;Manual;Vigente;Si;;factor II de la coagulación;• 6395586 - protrombina;7348004;factor II de la coagulación;;;;
4853538;factor IX de la coagulación humana;;Sensible;Manual;Vigente;Si;;factor IX de la coagulación;;54378000;factor IX de la coagulación;;;;
4854378;factor VII de la coagulación humana;;Sensible;Manual;Vigente;Si;;factor VII;;30804005;factor VII;;;;
4854443;factor VIII de la coagulación humana;;Sensible;Manual;Vigente;Si;;factor VIII;;278910002;factor VIII;;;;
5917788;factor X de la coagulación humana;;Sensible;Manual;Vigente;Si;;factor X de la coagulación;;81444003;factor X de la coagulación;;;;
4854779;factor XIII de la coagulación humana;;Sensible;Manual;Vigente;Si;;factor XIII de la coagulación;;51161000;factor XIII de la coagulación;;;;
4828624;famotidina;;Insensible;Manual;Vigente;Si;;famotidina;;387211002;famotidina;5217;famotidina;;B
4827786;febuxostat;;Insensible;Manual;Vigente;Si;;febuxostat;;441743008;febuxostat;8140;febuxostat;;C
4827804;felodipino;;Insensible;Manual;Vigente;Si;;felodipino;;386863007;felodipino;4877;felodipino;;C
7298643;fenazona;;Insensible;Manual;Vigente;;;antipirina;;55486005;antipirina;413;fenazona;;
4827884;fenazopiridina;;Insensible;Manual;Vigente;Si;;fenazopiridina;;15785009;fenazopiridina;357;fenazopiridina;;
4849269;fenilbutazona;;Insensible;Manual;Vigente;;;fenilbutazona;;273951003;fenilbutazona;4;fenilbutazona;;D
4931375;fenilefrina;;Insensible;Manual;Vigente;Si;;fenilefrina;;372771005;fenilefrina;4174;fenilefrina;;C
7473222;fenilpropanolamina;;Insensible;Manual;Vigente;;;;;;;;;;
7473210;feniltoxolamina;;Insensible;Manual;Vigente;;;;;387215006;feniltoloxamina;;;;
4931400;feniramina;;Insensible;Manual;Vigente;Si;;feniramina;;373500002;feniramina;105;feniramina;;C
4932592;fenitoína;;Insensible;Manual;Vigente;Si;;fenitoína;;387220006;fenitoína;416;fenitoína;;D
4932638;fenobarbital;;Insensible;Manual;Vigente;Si;;fenobarbital;;373505007;fenobarbital;414;fenobarbital;;D
