CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT ID;SCT TERMINO;DCI DID;DCI TERMINO;SINONIMO;GRUPOS_JERARQUICOS;SUSTANCIAS
5535308;carbonato de calcio + colecalciferol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5201981 ¦ colecalciferol ¦ 2 ¦ Vigente
• 5154289 ¦ carbonato de calcio ¦ 1 ¦ Vigente"
7458667;carbonato de calcio + colecalciferol + óxido de zinc;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5154289 ¦ carbonato de calcio ¦ 1 ¦ Vigente
• 5201981 ¦ colecalciferol ¦ 2 ¦ Vigente
• 6398192 ¦ óxido de zinc ¦ 3 ¦ Vigente"
7458603;carbonato de calcio + colecalciferol + sulfato de zinc;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5154289 ¦ carbonato de calcio ¦ 1 ¦ Vigente
• 5201981 ¦ colecalciferol ¦ 2 ¦ Vigente
• 6455690 ¦ sulfato de zinc ¦ 3 ¦ Vigente"
6669297;carbonato de calcio + hidróxido de aluminio + hidróxido de magnesio;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5679155 ¦ hidróxido de magnesio ¦ 3 ¦ Vigente
• 5679151 ¦ hidróxido de aluminio ¦ 2 ¦ Vigente
• 5154289 ¦ carbonato de calcio ¦ 1 ¦ Vigente"
5536024;carbonato de litio;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5154294 ¦ carbonato de litio ¦ 1 ¦ Vigente
5536031;carboplatino;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5154300 ¦ carboplatino ¦ 1 ¦ Vigente
6572179;carboximaltosa férrica;;Vigente;Insensible;Autogenerado;Si;;430819007;carboximaltosa férrica;;;;;• 6572177 ¦ carboximaltosa férrica ¦ 1 ¦ Vigente
6348407;carboximetilcelulosa + glicerol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4930434 ¦ glicerol ¦ 2 ¦ Vigente
• 5154303 ¦ carboximetilcelulosa ¦ 1 ¦ Vigente"
6504725;carboximetilcelulosa + glicerol + polisorbato;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 6402026 ¦ polisorbato ¦ 3 ¦ Vigente
• 5154303 ¦ carboximetilcelulosa ¦ 1 ¦ Vigente
• 4930434 ¦ glicerol ¦ 2 ¦ Vigente"
6504776;carboximetilcelulosa + purite;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 6504775 ¦ purite ¦ 2 ¦ Vigente
• 5154303 ¦ carboximetilcelulosa ¦ 1 ¦ Vigente"
5536608;carvedilol;;Vigente;Insensible;Autogenerado;Si;;108551001;carvedilol;;;;• 7552959 - Observatorio de precios;• 5154332 ¦ carvedilol ¦ 1 ¦ Vigente
5536644;caspofungina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5154350 ¦ caspofungina ¦ 1 ¦ Vigente
7472566;cassia angustifolia extracto estandarizado;;Vigente;Insensible;Autogenerado;;;;;;;;;• 5154354 ¦ cassia angustifolia extracto estandarizado ¦ 1 ¦ Vigente
7475606;cassia angustifolia extracto estandarizado + plantago ovata extracto;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5154354 ¦ cassia angustifolia extracto estandarizado ¦ 1 ¦ Vigente
• 6402008 ¦ plantago ovata extracto ¦ 2 ¦ Vigente"
7678997;cassia angustifolia extracto estandarizado + sen de alejandría extracto estandarizado;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5154354 ¦ cassia angustifolia extracto estandarizado ¦ 1 ¦ Vigente
• 5208385 ¦ sen de alejandría extracto estandarizado ¦ 2 ¦ Vigente"
5537113;cefadroxilo;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7436222 - Antibiótico;• 5154370 ¦ cefadroxilo ¦ 1 ¦ Vigente
5537120;cefalexina;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7436222 - Antibiótico;• 5154376 ¦ cefalexina ¦ 1 ¦ Vigente
5537165;cefazolina;;Vigente;Insensible;Autogenerado;Si;;81088002;cefazolina;;;;• 7436222 - Antibiótico;• 5154386 ¦ cefazolina ¦ 1 ¦ Vigente
5669840;cefepima;;Vigente;Insensible;Autogenerado;Si;;370371004;cefepima;;;;• 7436222 - Antibiótico;• 5154392 ¦ cefepima ¦ 1 ¦ Vigente
5537236;cefixima;;Vigente;Insensible;Autogenerado;Si;;96052006;cefixima;;;;• 7436222 - Antibiótico;• 5154428 ¦ cefixima ¦ 1 ¦ Vigente
5537242;cefoperazona - sulbactam;;Vigente;Insensible;Manual;Si;;443044002;cefoperazona + sulbactam;;;;• 7436222 - Antibiótico;"• 5170727 ¦ sulbactam ¦ 2 ¦ Vigente
• 5154442 ¦ cefoperazona ¦ 1 ¦ Vigente"
5537253;cefotaxima;;Vigente;Insensible;Autogenerado;Si;;3334000;cefotaxima;;;;• 7436222 - Antibiótico;• 5163094 ¦ cefotaxima ¦ 1 ¦ Vigente
5537268;cefpodoxima;;Vigente;Insensible;Autogenerado;Si;;96049003;cefpodoxima;;;;• 7436222 - Antibiótico;• 5163130 ¦ cefpodoxima ¦ 1 ¦ Vigente
5537278;cefradina;;Vigente;Insensible;Autogenerado;Si;;16791000;cefradina;;;;• 7436222 - Antibiótico;• 5163141 ¦ cefradina ¦ 1 ¦ Vigente
5537279;ceftazidima;;Vigente;Insensible;Autogenerado;Si;;36893000;ceftazidima;;;;• 7436222 - Antibiótico;• 5163151 ¦ ceftazidima ¦ 1 ¦ Vigente
5537282;ceftriaxona;;Vigente;Insensible;Autogenerado;Si;;19841008;ceftriaxona;;;;• 7436222 - Antibiótico;• 6398127 ¦ ceftriaxona ¦ 1 ¦ Vigente
7010104;ceftriaxona + lidocaína;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 6401715 ¦ lidocaína ¦ 2 ¦ Vigente
• 6398127 ¦ ceftriaxona ¦ 1 ¦ Vigente"
5537287;cefuroxima;;Vigente;Insensible;Autogenerado;Si;;73986003;cefuroxima;;;;• 7436222 - Antibiótico;• 5163157 ¦ cefuroxima ¦ 1 ¦ Vigente
5537300;celecoxib;;Vigente;Insensible;Autogenerado;Si;;370187009;celecoxib;;;;• 7552959 - Observatorio de precios;• 5163177 ¦ celecoxib ¦ 1 ¦ Vigente
5537318;centella asiática;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5163196 ¦ centella asiática ¦ 1 ¦ Vigente
7403955;centella asiática + neomicina;;Vigente;Insensible;Autogenerado;;;;;;;;• 7436222 - Antibiótico;"• 5163196 ¦ centella asiática ¦ 1 ¦ Vigente
• 5153794 ¦ neomicina ¦ 2 ¦ Vigente"
6470473;cerebrolysin;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 6398265 ¦ cerebrolysin ¦ 1 ¦ Vigente
7221940;ceritinib;;Vigente;Insensible;Autogenerado;;;;;;;;;• 7221937 ¦ ceritinib ¦ 1 ¦ Vigente
5537820;cetirizina;;Vigente;Insensible;Autogenerado;Si;;108655000;cetirizina;;;;;• 5163331 ¦ cetirizina ¦ 1 ¦ Vigente
5537891;cetirizina + pseudoefedrina clorhidrato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5975242 ¦ pseudoefedrina clorhidrato ¦ 2 ¦ Vigente
• 5163331 ¦ cetirizina ¦ 1 ¦ Vigente"
6002915;cetirizina + pseudoefedrina sulfato;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5167561 ¦ pseudoefedrina sulfato ¦ 2 ¦ Vigente
• 5163331 ¦ cetirizina ¦ 1 ¦ Vigente"
5537912;cetrorelix;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5163357 ¦ cetrorelix ¦ 1 ¦ Vigente
5537921;cetuximab;;Vigente;Insensible;Autogenerado;Si;;409401002;cetuximab;;;;;• 5163407 ¦ cetuximab ¦ 1 ¦ Vigente
5537933;cianocobalamina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5198521 ¦ cianocobalamina ¦ 1 ¦ Vigente
5537947;cianocobalamina + clonixinato de lisina + piridoxina + tiamina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5205114 ¦ tiamina ¦ 4 ¦ Vigente
• 5166963 ¦ piridoxina ¦ 3 ¦ Vigente
• 5199306 ¦ clonixinato de lisina ¦ 2 ¦ Vigente
• 5198521 ¦ cianocobalamina ¦ 1 ¦ Vigente"
6259603;cianocobalamina + diclofenaco sódico + tiamina + piridoxina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5198521 ¦ cianocobalamina ¦ 1 ¦ Vigente
• 5166963 ¦ piridoxina ¦ 4 ¦ Vigente
• 6398428 ¦ diclofenaco sódico ¦ 2 ¦ Vigente
• 5205114 ¦ tiamina ¦ 3 ¦ Vigente"
7394532;cianocobalamina + lidocaína + piridoxina + tiamina;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5198521 ¦ cianocobalamina ¦ 1 ¦ Vigente
• 6401715 ¦ lidocaína ¦ 2 ¦ Vigente
• 5166963 ¦ piridoxina ¦ 3 ¦ Vigente
• 5205114 ¦ tiamina ¦ 4 ¦ Vigente"
5537994;cianocobalamina + piridoxina + tiamina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5205114 ¦ tiamina ¦ 3 ¦ Vigente
• 5166963 ¦ piridoxina ¦ 2 ¦ Vigente
• 5198521 ¦ cianocobalamina ¦ 1 ¦ Vigente"
7489809;cianocobalamina y piridoxina + tiamina;;Vigente;Insensible;Manual;;;;;;;;;"• 5205114 ¦ tiamina ¦ 3 ¦ Vigente
• 5166963 ¦ piridoxina ¦ 2 ¦ Vigente
• 5198521 ¦ cianocobalamina ¦ 1 ¦ Vigente"
5538071;ciclesonida;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5163672 ¦ ciclesonida ¦ 1 ¦ Vigente
5538074;ciclobenzaprina;;Vigente;Insensible;Autogenerado;Si;;80802008;ciclobenzaprina;;;;;• 5163695 ¦ ciclobenzaprina ¦ 1 ¦ Vigente
5538075;ciclofosfamida;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5163713 ¦ ciclofosfamida ¦ 1 ¦ Vigente
5538088;ciclopentolato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5163720 ¦ ciclopentolato ¦ 1 ¦ Vigente
5538119;ciclopirox;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5163722 ¦ ciclopirox ¦ 1 ¦ Vigente
5538122;ciclosporina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5163770 ¦ ciclosporina ¦ 1 ¦ Vigente
6412407;cilazapril;;Vigente;Insensible;Autogenerado;Si;;318913001;cilazapril;;;;;• 6398181 ¦ cilazapril ¦ 1 ¦ Vigente
7352137;cilazapril + hidroclorotiazida;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5531867 ¦ hidroclorotiazida ¦ 2 ¦ Vigente
• 6398181 ¦ cilazapril ¦ 1 ¦ Vigente"
5538160;cilostazol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5163906 ¦ cilostazol ¦ 1 ¦ Vigente
6455670;cimetidina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 6398183 ¦ cimetidina ¦ 1 ¦ Vigente
5538187;cinacalcet;;Vigente;Insensible;Autogenerado;Si;;409391006;cinacalcet;;;;;• 5163907 ¦ cinacalcet ¦ 1 ¦ Vigente
5541131;cinarizina;;Vigente;Insensible;Autogenerado;Si;;349958007;cinarizina;;;;;• 5163924 ¦ cinarizina ¦ 1 ¦ Vigente
5541168;ciprofibrato;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7552959 - Observatorio de precios;• 5197883 ¦ ciprofibrato ¦ 1 ¦ Vigente
5667980;ciprofloxacino;;Vigente;Insensible;Autogenerado;Si;;7577004;ciprofloxacino;;;;• 7436222 - Antibiótico;• 5197886 ¦ ciprofloxacino ¦ 1 ¦ Vigente
5667981;ciprofloxacino + dexametasona;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7436222 - Antibiótico;"• 5354227 ¦ dexametasona ¦ 2 ¦ Vigente
• 5197886 ¦ ciprofloxacino ¦ 1 ¦ Vigente"
5667987;ciprofloxacino + hidrocortisona;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7436222 - Antibiótico;"• 7246470 ¦ hidrocortisona ¦ 2 ¦ Vigente
• 5197886 ¦ ciprofloxacino ¦ 1 ¦ Vigente"
7582210;ciproterona + estradiol valerato y estradiol valerato;;Vigente;Insensible;Manual;;;;;;;;;"• 5197926 ¦ ciproterona ¦ 1 ¦ Vigente
• 5205716 ¦ estradiol valerato ¦ 2 ¦ Vigente"
5667995;ciproterona + etinilestradiol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4851391 ¦ etinilestradiol ¦ 2 ¦ Vigente
• 5197926 ¦ ciproterona ¦ 1 ¦ Vigente"
5667997;cisaprida;;Vigente;Insensible;Autogenerado;Si;;30317002;cisaprida;;;;;• 5197931 ¦ cisaprida ¦ 1 ¦ Vigente
6455739;cisatracurio besilato;;Vigente;Insensible;Autogenerado;Si;;108452005;cisatracurio;;;;;• 6399882 ¦ cisatracurio besilato ¦ 1 ¦ Vigente
5667999;cisplatino;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5198423 ¦ cisplatino ¦ 1 ¦ Vigente
5668000;citalopram;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5198496 ¦ citalopram ¦ 1 ¦ Vigente
5668001;citarabina;;Vigente;Insensible;Autogenerado;Si;;89265009;citarabina;;;;;• 5198522 ¦ citarabina ¦ 1 ¦ Vigente
6414790;citidina 5 - monofosfato + hidroxocobalamina + uridina 5 - trifosfato;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 6403023 ¦ uridina 5 - trifosfato ¦ 3 ¦ Vigente
• 6398193 ¦ citidina 5 - monofosfato ¦ 1 ¦ Vigente
• 6399580 ¦ hidroxocobalamina ¦ 2 ¦ Vigente"
7718751;citrato + cloruro + glucosa + potasio + sodio;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5170603 ¦ sodio ¦ 5 ¦ Vigente
• 5166673 ¦ potasio ¦ 4 ¦ Vigente
• 4930767 ¦ glucosa ¦ 3 ¦ Vigente
• 5926346 ¦ cloruro ¦ 2 ¦ Vigente
• 7118743 ¦ citrato ¦ 1 ¦ Vigente"
5668013;citrato de calcio;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5198685 ¦ citrato de calcio ¦ 1 ¦ Vigente
6455880;citrato de calcio + colecalciferol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5198685 ¦ citrato de calcio ¦ 1 ¦ Vigente
• 5201981 ¦ colecalciferol ¦ 2 ¦ Vigente"
5668053;citrato de potasio + citrato de sodio + cloruro de sodio + glucosa;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4930767 ¦ glucosa ¦ 4 ¦ Vigente
• 5201728 ¦ cloruro de sodio ¦ 3 ¦ Vigente
• 5198687 ¦ citrato de sodio ¦ 2 ¦ Vigente
• 5198690 ¦ citrato de potasio ¦ 1 ¦ Vigente"
5668056;cladribina;;Vigente;Insensible;Autogenerado;Si;;108800000;cladribina;;;;;• 5198705 ¦ cladribina ¦ 1 ¦ Vigente
5668065;claritromicina;;Vigente;Insensible;Autogenerado;Si;;83999008;claritromicina;;;;• 7436222 - Antibiótico;• 5198721 ¦ claritromicina ¦ 1 ¦ Vigente
5668206;clidinio bromuro + clordiazepóxido;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5153955 ¦ clidinio bromuro ¦ 1 ¦ Vigente
• 5199574 ¦ clordiazepóxido ¦ 2 ¦ Vigente"
5668068;clindamicina;;Vigente;Insensible;Autogenerado;Si;;58883005;clindamicina;;;;• 7436222 - Antibiótico;• 5198768 ¦ clindamicina ¦ 1 ¦ Vigente
6390512;clindamicina + peróxido de benzoílo;;Vigente;Insensible;Autogenerado;;;421613006;peróxido de benzoilo + clindamicina;;;;• 7436222 - Antibiótico;"• 5167437 ¦ peróxido de benzoílo ¦ 2 ¦ Vigente
• 5198768 ¦ clindamicina ¦ 1 ¦ Vigente"
5668107;clobazam;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5198869 ¦ clobazam ¦ 1 ¦ Vigente
5668131;clobetasol;;Vigente;Insensible;Autogenerado;Si;;48614001;clobetasol;;;;;• 5198884 ¦ clobetasol ¦ 1 ¦ Vigente
5668137;clobutinol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5198949 ¦ clobutinol ¦ 1 ¦ Vigente
5668142;clobutinol + orciprenalina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5113104 ¦ orciprenalina ¦ 2 ¦ Vigente
• 5198949 ¦ clobutinol ¦ 1 ¦ Vigente"
5668143;clofarabina;;Vigente;Insensible;Autogenerado;Si;;417601005;clofarabina;;;;;• 5198957 ¦ clofarabina ¦ 1 ¦ Vigente
7640872;clofedianol + clorfenamina + fenilefrina;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 6398200 ¦ clofedianol ¦ 1 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 2 ¦ Vigente
• 4931375 ¦ fenilefrina ¦ 3 ¦ Vigente"
5668152;clomifeno;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199019 ¦ clomifeno ¦ 1 ¦ Vigente
5668153;clomipramina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199068 ¦ clomipramina ¦ 1 ¦ Vigente
5668155;clonazepam;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7552959 - Observatorio de precios;• 5199149 ¦ clonazepam ¦ 1 ¦ Vigente
5668158;clonidina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199174 ¦ clonidina ¦ 1 ¦ Vigente
5668159;clonixinato de lisina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199306 ¦ clonixinato de lisina ¦ 1 ¦ Vigente
5668163;clonixinato de lisina + ergotamina;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 4850744 ¦ ergotamina ¦ 2 ¦ Vigente
• 5199306 ¦ clonixinato de lisina ¦ 1 ¦ Vigente"
6669633;clopamida + pindolol;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 6398201 ¦ clopamida ¦ 1 ¦ Vigente
• 6401979 ¦ pindolol ¦ 2 ¦ Vigente"
5668164;clopidogrel;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7552959 - Observatorio de precios;• 5199327 ¦ clopidogrel ¦ 1 ¦ Vigente
5668167;clorambucilo;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199348 ¦ clorambucilo ¦ 1 ¦ Vigente
5668173;cloranfenicol;;Vigente;Insensible;Autogenerado;Si;;57191001;cloranfenicol;;;;• 7436222 - Antibiótico;• 5199438 ¦ cloranfenicol ¦ 1 ¦ Vigente
6512140;cloranfenicol + prednisolona acetato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5199438 ¦ cloranfenicol ¦ 1 ¦ Vigente
• 5166752 ¦ prednisolona acetato ¦ 2 ¦ Vigente"
5668182;clorazepato dipotásico;;Vigente;Insensible;Autogenerado;Si;;79157008;clorazepato dipotásico;;;;;• 6413192 ¦ clorazepato dipotásico ¦ 1 ¦ Vigente
5668199;clordiazepóxido;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199574 ¦ clordiazepóxido ¦ 1 ¦ Vigente
7403067;clordiazepóxido + dicicloverina;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5199574 ¦ clordiazepóxido ¦ 1 ¦ Vigente
• 7403065 ¦ dicicloverina ¦ 2 ¦ Vigente"
5668220;clordiazepóxido + metoclopramida + simeticona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5170584 ¦ simeticona ¦ 3 ¦ Vigente
• 5199432 ¦ metoclopramida ¦ 2 ¦ Vigente
• 5199574 ¦ clordiazepóxido ¦ 1 ¦ Vigente"
5668222;clorfenamina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente
7259652;clorfenamina + codeína + pseudoefedrina clorhidrato;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente
• 5200402 ¦ codeína ¦ 2 ¦ Vigente
• 5975242 ¦ pseudoefedrina clorhidrato ¦ 3 ¦ Vigente"
5668229;clorfenamina + codeína + pseudoefedrina clorhidrato + tolú extracto;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5975242 ¦ pseudoefedrina clorhidrato ¦ 3 ¦ Vigente
• 4827654 ¦ tolú extracto ¦ 4 ¦ Vigente
• 5200402 ¦ codeína ¦ 2 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente"
7428410;clorfenamina + fenilefrina + paracetamol;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente
• 4931375 ¦ fenilefrina ¦ 2 ¦ Vigente
• 5166991 ¦ paracetamol ¦ 3 ¦ Vigente"
7637625;clorfenamina + ibuprofeno;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5354319 ¦ ibuprofeno ¦ 2 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente"
7336401;clorfenamina + ibuprofeno + pseudoefedrina clorhidrato;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente
• 5354319 ¦ ibuprofeno ¦ 2 ¦ Vigente
• 5975242 ¦ pseudoefedrina clorhidrato ¦ 3 ¦ Vigente"
6655474;clorfenamina + metamizol sódico;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5199305 ¦ metamizol sódico ¦ 2 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente"
5668237;clorfenamina + paracetamol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5166991 ¦ paracetamol ¦ 2 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente"
5668246;clorfenamina + paracetamol + pseudoefedrina clorhidrato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5975242 ¦ pseudoefedrina clorhidrato ¦ 3 ¦ Vigente
• 5166991 ¦ paracetamol ¦ 2 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente"
7719784;clorfenamina + paracetamol + pseudoefedrina sulfato;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5167561 ¦ pseudoefedrina sulfato ¦ 3 ¦ Vigente
• 5166991 ¦ paracetamol ¦ 2 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente"
7734735;clorfenamina + pseudoefedrina clorhidrato;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5975242 ¦ pseudoefedrina clorhidrato ¦ 2 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente"
5668247;clorfenamina + pseudoefedrina sulfato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5167561 ¦ pseudoefedrina sulfato ¦ 2 ¦ Vigente
• 5199623 ¦ clorfenamina ¦ 1 ¦ Vigente"
5668419;clorhexidina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199631 ¦ clorhexidina ¦ 1 ¦ Vigente
5668425;clorhexidina + cloruro de cetilpiridinio;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5200592 ¦ cloruro de cetilpiridinio ¦ 2 ¦ Vigente
• 5199631 ¦ clorhexidina ¦ 1 ¦ Vigente"
7146689;clorhexidina + cloruro de cetilpiridinio + lactato de zinc;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 7146685 ¦ lactato de zinc ¦ 3 ¦ Vigente
• 5200592 ¦ cloruro de cetilpiridinio ¦ 2 ¦ Vigente
• 5199631 ¦ clorhexidina ¦ 1 ¦ Vigente"
7049330;clorhexidina + etanol;;Vigente;Insensible;Autogenerado;Si;;409103005;clorhexidina+alcohol etílico;;;;;"• 4856239 ¦ etanol ¦ 2 ¦ Vigente
• 5199631 ¦ clorhexidina ¦ 1 ¦ Vigente"
5672478;clorhexidina + fluoruro sódico;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4928847 ¦ fluoruro sódico ¦ 2 ¦ Vigente
• 5199631 ¦ clorhexidina ¦ 1 ¦ Vigente"
5668426;clorhexidina + lidocaína;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 6401715 ¦ lidocaína ¦ 2 ¦ Vigente
• 5199631 ¦ clorhexidina ¦ 1 ¦ Vigente"
5672475;clorhexidina + noscapina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5112882 ¦ noscapina ¦ 2 ¦ Vigente
• 5199631 ¦ clorhexidina ¦ 1 ¦ Vigente"
6455905;clormadinona + etinilestradiol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 6398209 ¦ clormadinona ¦ 1 ¦ Vigente
• 4851391 ¦ etinilestradiol ¦ 2 ¦ Vigente"
5672479;clormezanona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199654 ¦ clormezanona ¦ 1 ¦ Vigente
5672483;clormezanona + diazepam;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5354463 ¦ diazepam ¦ 2 ¦ Vigente
• 5199654 ¦ clormezanona ¦ 1 ¦ Vigente"
7353465;clormezanona + ibuprofeno + metamizol sódico;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5199654 ¦ clormezanona ¦ 1 ¦ Vigente
• 5354319 ¦ ibuprofeno ¦ 2 ¦ Vigente
• 5199305 ¦ metamizol sódico ¦ 3 ¦ Vigente"
6669223;clormezanona + paracetamol;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5199654 ¦ clormezanona ¦ 1 ¦ Vigente
• 5166991 ¦ paracetamol ¦ 2 ¦ Vigente"
5408869;clorobutanol + lanolina + petrolato blanco + vaselina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5159242 ¦ petrolato blanco ¦ 3 ¦ Vigente
• 5199946 ¦ lanolina ¦ 2 ¦ Vigente
• 5199682 ¦ clorobutanol ¦ 1 ¦ Vigente
• 5202944 ¦ vaselina ¦ 4 ¦ Vigente"
5677473;cloroquina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199742 ¦ cloroquina ¦ 1 ¦ Vigente
5672487;clorpromazina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199768 ¦ clorpromazina ¦ 1 ¦ Vigente
5672488;clorpropamida;;Vigente;Insensible;Autogenerado;Si;;111154004;clorpropamida;;;;;• 5199877 ¦ clorpropamida ¦ 1 ¦ Vigente
5672496;clortalidona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5199986 ¦ clortalidona ¦ 1 ¦ Vigente
5926267;cloruro + dextrosa monohidrato + potasio + sodio + zinc;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 6398187 ¦ zinc ¦ 6 ¦ Vigente
• 5166673 ¦ potasio ¦ 3 ¦ Vigente
• 5926346 ¦ cloruro ¦ 1 ¦ Vigente
• 5918298 ¦ dextrosa monohidrato ¦ 2 ¦ Vigente
• 5170603 ¦ sodio ¦ 4 ¦ Vigente"
5672503;cloruro de calcio;;Vigente;Insensible;Autogenerado;Si;;68395000;cloruro de calcio;;;;;• 5200587 ¦ cloruro de calcio ¦ 1 ¦ Vigente
