CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO_FK;MEDICAMENTO_CLINICO_DESC;TIPO_FK;TIPO_DESC;CANTIDAD;UNIDAD_MEDIDA_CANTIDAD_FK;UNIDAD_MEDIDA_CANTIDAD_DESC;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_FK;PACK_MULTI_UNIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_FK;VOLUMEN_TOTAL_UNIDAD_DESC
7293396;ambroxol 15 mg/5 mL solución oral 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;1578971;ambroxol 15 mg/5 mL solución oral;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
7259550;ambroxol 15 mg/5 mL solución oral 1 frasco 120 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;1578971;ambroxol 15 mg/5 mL solución oral;4589162;venta público;1;5767861;frasco;;;;120;7008554;mililitros
7293457;ambroxol 30 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;447878;ambroxol 30 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7293398;ambroxol 30 mg/5 mL solución oral 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;82068;ambroxol 30 mg/5 mL solución oral;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
7259517;ambroxol 30 mg/5 mL solución oral 1 frasco 120 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;82068;ambroxol 30 mg/5 mL solución oral;4589162;venta público;1;5767861;frasco;;;;120;7008554;mililitros
7634762;ambroxol 7,5 mg/mL gotas orales 1 frasco 30 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7634745;ambroxol 7,5 mg/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;30;7008554;mililitros
7506589;amikacina 100 mg/2 mL (50 mg/mL) inyectable 10 viales 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;499027;amikacina 100 mg/2 mL (50 mg/mL) inyectable;4589162;venta público;10;7218083;viales;;;;2;7008554;mililitros
7543407;amikacina 100 mg/2 mL (50 mg/mL) inyectable 100 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;499027;amikacina 100 mg/2 mL (50 mg/mL) inyectable;4589152;envase clínico;100;6802291;ampollas;;;;2;7008554;mililitros
7217893;amikacina 500 mg/2 mL (250 mg/mL) inyectable 10 viales 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;136853;amikacina 500 mg/2 mL (250 mg/mL) inyectable;4589162;venta público;10;7218083;viales;;;;2;7008554;mililitros
7217898;amikacina 500 mg/2 mL (250 mg/mL) inyectable 100 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;136853;amikacina 500 mg/2 mL (250 mg/mL) inyectable;4589152;envase clínico;100;6802291;ampollas;;;;2;7008554;mililitros
7321014;amilorida 5 mg + furosemida 40 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;2183418;amilorida 5 mg + furosemida 40 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7496443;aminoácido + sales minerales cápsula 60 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7496425;aminoácido + sales minerales cápsula;4589162;venta público;60;6764541;cápsulas;;;;;;
7687229;aminofilina 100 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986528;aminofilina 100 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7686133;aminofilina 200 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987480;aminofilina 200 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
6727976;aminofilina 250 mg/10 mL (25 mg/mL) inyectable 100 ampollas 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987491;aminofilina 250 mg/10 mL (25 mg/mL) inyectable;4589152;envase clínico;100;6802291;ampollas;;;;10;7008554;mililitros
7430845;aminolevulinato de metilo 1,6% (16 mg/g) crema 1 pomo 2 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7057343;aminolevulinato de metilo 1,6% (16 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;2;7100992;gramos
6741604;amiodarona 150 mg/3 mL (50 mg/mL) inyectable 100 ampollas 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;70109;amiodarona 150 mg/3 mL (50 mg/mL) inyectable;4589152;envase clínico;100;6802291;ampollas;;;;3;7008554;mililitros
6741599;amiodarona 150 mg/3 mL (50 mg/mL) inyectable 20 ampollas 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;70109;amiodarona 150 mg/3 mL (50 mg/mL) inyectable;4589152;envase clínico;20;6802291;ampollas;;;;3;7008554;mililitros
7218035;amiodarona 150 mg/3 mL (50 mg/mL) inyectable 50 ampollas 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;70109;amiodarona 150 mg/3 mL (50 mg/mL) inyectable;4589152;envase clínico;50;6802291;ampollas;;;;3;7008554;mililitros
7100563;amiodarona 200 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1804048;amiodarona 200 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7095960;amiodarona 200 mg comprimido 50 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1804048;amiodarona 200 mg comprimido;4589162;venta público;50;6802296;comprimidos;;;;;;
7448616;amisulprida 50 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987522;amisulprida 50 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7268866;amitriptilina 12,5 mg + clordiazepóxido 5 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;126309;amitriptilina 12,5 mg + clordiazepóxido 5 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7317008;amitriptilina 25 mg + clordiazepóxido 10 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1091224;amitriptilina 25 mg + clordiazepóxido 10 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7098783;amitriptilina 25 mg comprimido 100 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;137;amitriptilina 25 mg comprimido;4589162;venta público;100;6802296;comprimidos;;;;;;
7098764;amitriptilina 25 mg comprimido 24 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;137;amitriptilina 25 mg comprimido;4589162;venta público;24;6802296;comprimidos;;;;;;
7402163;amlodipino 10 mg + atorvastatina 10 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986966;amlodipino 10 mg + atorvastatina 10 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7402164;amlodipino 10 mg + atorvastatina 20 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986991;amlodipino 10 mg + atorvastatina 20 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7579796;amlodipino 10 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7579794;amlodipino 10 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7543759;amlodipino 10 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7445348;amlodipino 10 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7445330;amlodipino 10 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7445348;amlodipino 10 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7579661;amlodipino 10 mg + hidroclorotiazida 25 mg + olmesartán 40 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6573381;amlodipino 10 mg + hidroclorotiazida 25 mg + olmesartán 40 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7445838;amlodipino 10 mg + hidroclorotiazida 25 mg + valsartán 160 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7445521;amlodipino 10 mg + hidroclorotiazida 25 mg + valsartán 160 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7543779;amlodipino 10 mg + hidroclorotiazida 25 mg + valsartán 320 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986850;amlodipino 10 mg + hidroclorotiazida 25 mg + valsartán 320 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7445499;amlodipino 10 mg + hidroclorotiazida 25 mg + valsartán 320 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986850;amlodipino 10 mg + hidroclorotiazida 25 mg + valsartán 320 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7490069;amlodipino 10 mg + olmesartán 20 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6473815;amlodipino 10 mg + olmesartán 20 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7579746;amlodipino 10 mg + olmesartán 40 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6473884;amlodipino 10 mg + olmesartán 40 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7490065;amlodipino 10 mg + olmesartán 40 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6473884;amlodipino 10 mg + olmesartán 40 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7441929;amlodipino 10 mg + telmisartán 40 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6569727;amlodipino 10 mg + telmisartán 40 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7441934;amlodipino 10 mg + telmisartán 80 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987172;amlodipino 10 mg + telmisartán 80 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7536995;amlodipino 10 mg + telmisartán 80 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987172;amlodipino 10 mg + telmisartán 80 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7727344;amlodipino 10 mg + valsartán 160 mg cápsula 35 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;1429836;amlodipino 10 mg + valsartán 160 mg cápsula;4589162;venta público;35;6764541;cápsulas;;;;;;
7543728;amlodipino 10 mg + valsartán 160 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454573;amlodipino 10 mg + valsartán 160 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7348945;amlodipino 10 mg + valsartán 160 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454573;amlodipino 10 mg + valsartán 160 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7328609;amlodipino 10 mg + valsartán 160 mg comprimido 35 comprimido;;Vigente;Insensible;Autogenerado;;;;;;;6454573;amlodipino 10 mg + valsartán 160 mg comprimido;4589162;venta público;35;5767855;comprimido;;;;;;
7543732;amlodipino 10 mg + valsartán 160 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454573;amlodipino 10 mg + valsartán 160 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7543727;amlodipino 10 mg + valsartán 320 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986341;amlodipino 10 mg + valsartán 320 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7538444;amlodipino 10 mg + valsartán 320 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986341;amlodipino 10 mg + valsartán 320 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7328611;amlodipino 10 mg + valsartán 320 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986341;amlodipino 10 mg + valsartán 320 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7303060;amlodipino 10 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;120159;amlodipino 10 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7180821;amlodipino 10 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;120159;amlodipino 10 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7301742;amlodipino 10 mg comprimido 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;120159;amlodipino 10 mg comprimido;4589162;venta público;60;6802296;comprimidos;;;;;;
7402160;amlodipino 5 mg + atorvastatina 10 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986525;amlodipino 5 mg + atorvastatina 10 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7402161;amlodipino 5 mg + atorvastatina 20 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986865;amlodipino 5 mg + atorvastatina 20 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7579795;amlodipino 5 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7579787;amlodipino 5 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7543754;amlodipino 5 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986584;amlodipino 5 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7445374;amlodipino 5 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986584;amlodipino 5 mg + hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7445811;amlodipino 5 mg + hidroclorotiazida 25 mg + valsartán 160 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7445792;amlodipino 5 mg + hidroclorotiazida 25 mg + valsartán 160 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7579122;amlodipino 5 mg + irbesartán 150 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7579117;amlodipino 5 mg + irbesartán 150 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7579126;amlodipino 5 mg + irbesartán 300 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7579119;amlodipino 5 mg + irbesartán 300 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7579744;amlodipino 5 mg + olmesartán 20 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6473074;amlodipino 5 mg + olmesartán 20 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7579630;amlodipino 5 mg + olmesartán 20 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6473074;amlodipino 5 mg + olmesartán 20 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7579745;amlodipino 5 mg + olmesartán 40 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6473712;amlodipino 5 mg + olmesartán 40 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7490067;amlodipino 5 mg + olmesartán 40 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6473712;amlodipino 5 mg + olmesartán 40 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7441940;amlodipino 5 mg + telmisartán 40 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6448738;amlodipino 5 mg + telmisartán 40 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7536989;amlodipino 5 mg + telmisartán 40 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6448738;amlodipino 5 mg + telmisartán 40 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7441941;amlodipino 5 mg + telmisartán 80 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987101;amlodipino 5 mg + telmisartán 80 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7536993;amlodipino 5 mg + telmisartán 80 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987101;amlodipino 5 mg + telmisartán 80 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7727338;amlodipino 5 mg + valsartán 160 mg cápsula 35 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;5987199;amlodipino 5 mg + valsartán 160 mg cápsula;4589162;venta público;35;6764541;cápsulas;;;;;;
7543716;amlodipino 5 mg + valsartán 160 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454567;amlodipino 5 mg + valsartán 160 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7348908;amlodipino 5 mg + valsartán 160 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454567;amlodipino 5 mg + valsartán 160 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7328615;amlodipino 5 mg + valsartán 160 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454567;amlodipino 5 mg + valsartán 160 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7543718;amlodipino 5 mg + valsartán 160 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454567;amlodipino 5 mg + valsartán 160 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7543722;amlodipino 5 mg + valsartán 320 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987141;amlodipino 5 mg + valsartán 320 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7538368;amlodipino 5 mg + valsartán 320 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987141;amlodipino 5 mg + valsartán 320 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7328647;amlodipino 5 mg + valsartán 320 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987141;amlodipino 5 mg + valsartán 320 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7543724;amlodipino 5 mg + valsartán 320 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987141;amlodipino 5 mg + valsartán 320 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7727333;amlodipino 5 mg + valsartán 80 mg cápsula 35 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;5987607;amlodipino 5 mg + valsartán 80 mg cápsula;4589162;venta público;35;6764541;cápsulas;;;;;;
7543710;amlodipino 5 mg + valsartán 80 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454523;amlodipino 5 mg + valsartán 80 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7348917;amlodipino 5 mg + valsartán 80 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454523;amlodipino 5 mg + valsartán 80 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7328617;amlodipino 5 mg + valsartán 80 mg comprimido 35 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454523;amlodipino 5 mg + valsartán 80 mg comprimido;4589162;venta público;35;6802296;comprimidos;;;;;;
7543711;amlodipino 5 mg + valsartán 80 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6454523;amlodipino 5 mg + valsartán 80 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7180815;amlodipino 5 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;139594;amlodipino 5 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7180818;amlodipino 5 mg comprimido 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;139594;amlodipino 5 mg comprimido;4589162;venta público;60;6802296;comprimidos;;;;;;
7430132;amorolfina 5% (50 mg/mL) barniz de uñas 1 frasco 2,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987572;amorolfina 5% (50 mg/mL) barniz de uñas;4589162;venta público;1;5767861;frasco;;;;2,5;7008554;mililitros
7597771;amoxicilina 1000 mg - ácido clavulánico 125 mg polvo para preparado oral 21 sobres;;Vigente;Insensible;Autogenerado;;;;;;;7597766;amoxicilina 1000 mg - ácido clavulánico 125 mg polvo para preparado oral;4589162;venta público;21;6802308;sobres;;;;;;
7021671;amoxicilina 1000 mg - ácido clavulánico 200 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;124764;amoxicilina 1000 mg - ácido clavulánico 200 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7428779;amoxicilina 1000 mg - ácido clavulánico 200 mg inyectable 10 viales;;Vigente;Insensible;Autogenerado;;;;;;;124764;amoxicilina 1000 mg - ácido clavulánico 200 mg inyectable;4589162;venta público;10;7218083;viales;;;;;;
7333786;amoxicilina 1000 mg - ácido clavulánico 62 mg comprimido liberación modificada 40 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5915726;amoxicilina 1000 mg - ácido clavulánico 62 mg comprimido liberación modificada;4589162;venta público;40;6802296;comprimidos;;;;;;
7345407;amoxicilina 1000 mg - sulbactam 500 mg inyectable 1 kit;;Vigente;Insensible;Autogenerado;;;;;;;6434150;amoxicilina 1000 mg - sulbactam 500 mg inyectable;4589162;venta público;1;5767867;kit;;;;;;
7316833;amoxicilina 1000 mg comprimido 14 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;596;amoxicilina 1000 mg comprimido;4589162;venta público;14;6802296;comprimidos;;;;;;
7316836;amoxicilina 1000 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;596;amoxicilina 1000 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7474276;amoxicilina 1000 mg comprimido 28 comprimidos y claritromicina 500 mg comprimido 28 comprimidos y esomeprazol 20 mg cápsula 28 cápsulas 1 kit;;Vigente;Insensible;Manual;;;;;;;6425135;amoxicilina 1000 mg comprimido y claritromicina 500 mg comprimido y esomeprazol 20 mg cápsula;4589162;venta público;1;5767867;kit;;;;;;
7734433;amoxicilina 1000 mg/5 mL polvo para preparado oral 1 frasco 50 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;72663;amoxicilina 1000 mg/5 mL polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;50;7008554;mililitros
7017968;amoxicilina 1000 mg/5 mL polvo para preparado oral 1 frasco 90 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;72663;amoxicilina 1000 mg/5 mL polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;90;7008554;mililitros
7332878;amoxicilina 250 mg/5 mL - ácido clavulánico 62,5 mg/5 mL polvo para preparado oral 1 frasco 60 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;6654638;amoxicilina 250 mg/5 mL - ácido clavulánico 62,5 mg/5 mL polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;60;7008554;mililitros
7103464;amoxicilina 250 mg/5 mL polvo para preparado oral 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;101167;amoxicilina 250 mg/5 mL polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
7345793;amoxicilina 250 mg/5 mL polvo para preparado oral 1 frasco 120 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;101167;amoxicilina 250 mg/5 mL polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;120;7008554;mililitros
7103416;amoxicilina 250 mg/5 mL polvo para preparado oral 1 frasco 60 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;101167;amoxicilina 250 mg/5 mL polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;60;7008554;mililitros
7430909;amoxicilina 400 mg - ácido clavulánico 57 mg polvo para preparado oral 20 sobres;;Vigente;Insensible;Manual;;;;;;;54273;amoxicilina 400 mg - ácido clavulánico 57 mg polvo para preparado oral;4589162;venta público;20;6802308;sobres;;;;;;
7165333;amoxicilina 400 mg/5 mL - ácido clavulánico 57 mg/5 mL polvo para preparado oral 1 frasco 35 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;136493;amoxicilina 400 mg/5 mL - ácido clavulánico 57 mg/5 mL polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;35;7008554;mililitros
7165076;amoxicilina 400 mg/5 mL - ácido clavulánico 57 mg/5 mL polvo para preparado oral 1 frasco 70 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;136493;amoxicilina 400 mg/5 mL - ácido clavulánico 57 mg/5 mL polvo para preparado oral;4589162;venta público;1;5767861;frasco;;;;70;7008554;mililitros
7018750;amoxicilina 400 mg/5 mL polvo para preaprado oral 1 frasco 70 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;76191;amoxicilina 400 mg/5 mL polvo para preaprado oral;4589162;venta público;1;5767861;frasco;;;;70;7008554;mililitros
7097886;amoxicilina 500 mg - ácido clavulánico 125 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;439446;amoxicilina 500 mg - ácido clavulánico 125 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7333730;amoxicilina 500 mg - ácido clavulánico 125 mg comprimido 21 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;439446;amoxicilina 500 mg - ácido clavulánico 125 mg comprimido;4589162;venta público;21;6802296;comprimidos;;;;;;
7103530;amoxicilina 500 mg cápsula 21 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6656413;amoxicilina 500 mg cápsula;4589162;venta público;21;6764541;cápsulas;;;;;;
7103906;amoxicilina 500 mg cápsula 500 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6656413;amoxicilina 500 mg cápsula;4589152;envase clínico;500;6764541;cápsulas;;;;;;
7104238;amoxicilina 500 mg cápsula 6 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6656413;amoxicilina 500 mg cápsula;4589162;venta público;6;6764541;cápsulas;;;;;;
7104750;amoxicilina 500 mg cápsula 600 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6656413;amoxicilina 500 mg cápsula;4589152;envase clínico;600;6764541;cápsulas;;;;;;
7442694;amoxicilina 500 mg comprimido 21 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;18657;amoxicilina 500 mg comprimido;4589162;venta público;21;6802296;comprimidos;;;;;;
7473892;amoxicilina 500 mg comprimido 500 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;18657;amoxicilina 500 mg comprimido;4589152;envase clínico;500;6802296;comprimidos;;;;;;
7103526;amoxicilina 500 mg comprimido 6 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;18657;amoxicilina 500 mg comprimido;4589162;venta público;6;6802296;comprimidos;;;;;;
