CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO;LABORATORIO_FK;LABORATORIO_DESC;FORM_FARM_EXT_FK;FORM_FARM_EXT_DESC;SABOR_FK;SABOR_DESC;FAMILIA_PRODUCTO_FK;FAMILIA_PRODUCTO_DESC;COMERCIALIZADO_CHILE_FK;COMERCIALIZADO_CHILE_DESC;PRODUCTO_ISP;BIOEQUIVALENTES
78106;ambilan bid comprimido dispersable (Lab Chile);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• amoxicilina 875 mg - ácido clavulánico 125 mg comprimido;5879043;Laboratorio Chile S.A.;5723458;comprimido dispersable;;;5678369;ambilan bid;4567040;Si;• F-17072/13 - AMBILAN BID 875/125 COMPRIMIDOS DISPERSABLES;
136492;ambilan bid 400 / 57 polvo para suspensión oral (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 400 mg/5 mL - ácido clavulánico 57 mg/5 mL polvo para preparado oral;5879043;Laboratorio Chile S.A.;5733666;polvo para suspensión oral;;;5678369;ambilan bid;4567040;Si;• F-14358/14 - AMBILAN BID 400/57 POLVO PARA SUSPENSIÓN ORAL;
7345699;ambilan comprimido recubierto (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 500 mg - ácido clavulánico 125 mg comprimido;5879043;Laboratorio Chile S.A.;5733746;comprimido recubierto;;;6654647;ambilan;4567040;Si;• F-8315/11 - AMBILAN 500/125 COMPRIMIDOS RECUBIERTOS;
6654660;ambilan 250 / 62,5 polvo para suspensión oral (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 250 mg/5 mL - ácido clavulánico 62,5 mg/5 mL polvo para preparado oral;5879043;Laboratorio Chile S.A.;5733666;polvo para suspensión oral;;;6654647;ambilan;4567040;Si;;
6433534;ambisome polvo liofilizado para solución para infusión intravenosa con solvente (Gador);;Vigente;Sensible;Manual;;;;;;;• anfotericina B liposomal 50 mg inyectable;5772342;Gador Ltda.;7228809;polvo liofilizado para solución para infusión intravenosa con solvente;;;6433530;ambisome;4567040;Si;• B-2299/13 - AMBISOME LIOFILIZADO PARA SOLUCIÓN PARA INFUSIÓN 50 mg, CON SOLVENTE;
5988250;ambroxol clorhidrato infantil 15 mg/5 mL jarabe (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• ambroxol 15 mg/5 mL solución oral;5766512;Laboratorios Andrómaco S.A.;5731375;jarabe;;;6651104;ambroxol clorhidrato infantil;4567040;Si;• F-6509/15 - AMBROXOL CLORHIDRATO INFANTIL JARABE 15 mg/5 mL;
7391889;ambroxol clorhidrato infantil 15 mg/5 mL jarabe (Chemopharma);;Vigente;Sensible;Manual;;;;;;;• ambroxol 15 mg/5 mL solución oral;5767942;Laboratorio Chemopharma S.A.;5731375;jarabe;;;6651104;ambroxol clorhidrato infantil;4567040;Si;• F-3216/15 - AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL;
5988339;ambroxol clorhidrato infantil 15 mg/5 mL jarabe (Genfar);;Vigente;Sensible;Manual;;;;;;;• ambroxol 15 mg/5 mL solución oral;5772376;Genfar S.A. División (Sanofi Aventis);5731375;jarabe;;;6651104;ambroxol clorhidrato infantil;4567040;Si;• F-12387/12 - AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL;
6651137;ambroxol clorhidrato infantil 15 mg/5 mL jarabe (Mintlab);;Vigente;Sensible;Manual;;;;;;;• ambroxol 15 mg/5 mL solución oral;5781942;Mintlab Co. S.A.;5731375;jarabe;;;6651104;ambroxol clorhidrato infantil;4567040;Si;"• F-15177/10 - AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL• F-15177/15 - AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL";
7573863;ambroxol clorhidrato infantil 15 mg/5 mL jarabe (OPKO);;Vigente;Sensible;Manual;;;;;;;• ambroxol 15 mg/5 mL solución oral;5782005;OPKO CHILE S.A.;5731375;jarabe;;;6651104;ambroxol clorhidrato infantil;4567040;Si;• F-16719/13 - AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL;
82067;ambroxol clorhidrato 30 mg/5 mL jarabe (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• ambroxol 30 mg/5 mL solución oral;5766512;Laboratorios Andrómaco S.A.;5731375;jarabe;;;7391890;ambroxol clorhidrato;4567040;Si;• F-6510/15 - AMBROXOL CLORHIDRATO ADULTO JARABE 30 mg/5 mL;
7391901;ambroxol clorhidrato 30 mg/5 mL jarabe (Chemopharma);;Vigente;Sensible;Manual;;;;;;;• ambroxol 30 mg/5 mL solución oral;5767942;Laboratorio Chemopharma S.A.;5731375;jarabe;;;7391890;ambroxol clorhidrato;4567040;Si;• F-8714/16 - AMBROXOL CLORHIDRATO JARABE 30 mg/5 mL;
6651125;ambroxol clorhidrato 30 mg/5 mL jarabe (Mintlab);;Vigente;Sensible;Manual;;;;;;;• ambroxol 30 mg/5 mL solución oral;5781942;Mintlab Co. S.A.;5731375;jarabe;;;7391890;ambroxol clorhidrato;4567040;Si;"• F-15178/10 - AMBROXOL CLORHIDRATO JARABE 30 mg/5 mL• F-15178/15 - AMBROXOL CLORHIDRATO JARABE 30 mg/5 mL";
7573847;ambroxol clorhidrato 30 mg/5 mL jarabe (OPKO);;Vigente;Sensible;Manual;;;;;;;• ambroxol 30 mg/5 mL solución oral;5782005;OPKO CHILE S.A.;5731375;jarabe;;;7391890;ambroxol clorhidrato;4567040;Si;• F-16720/13 - AMBROXOL CLORHIDRATO JARABE 30 mg/5 mL;
5988839;amdipin 10 mg comprimido (ITF - Labomed);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5781778;ITF - Labomed Farmacéutica Ltda.;5723406;comprimido;;;6905128;amdipin;4567040;Si;• F-10770/11 - AMDIPIN COMPRIMIDOS 10 mg;
5988171;amdipin 5 mg comprimido (ITF - Labomed);;Vigente;Sensible;Manual;;;;;;;• amlodipino 5 mg comprimido;5781778;ITF - Labomed Farmacéutica Ltda.;5723406;comprimido;;;6905128;amdipin;4567040;Si;• F-10771/11 - AMDIPIN COMPRIMIDOS 5 mg;
499026;amikacina 100 mg/2 mL solución inyectable (Biosano);;Vigente;Sensible;Manual;;;;;;;• amikacina 100 mg/2 mL (50 mg/mL) inyectable;5767929;Laboratorios Biosano S.A.;5766174;solución inyectable;;;7017843;amikacina;4567040;Si;• F-7616/16 - AMIKACINA SOLUCIÓN INYECTABLE 100 mg/2 mL;
5859999;amikacina 100 mg/2 mL solución inyectable (Sanderson);;Vigente;Sensible;Manual;;;;;;;• amikacina 100 mg/2 mL (50 mg/mL) inyectable;5790384;Laboratorio Sanderson S.A.;5766174;solución inyectable;;;7017843;amikacina;4567040;Si;• B-141/13 - AMIKACINA SOLUCIÓN INYECTABLE 100 mg/2 mL;
2137650;amikacina 500 mg/2 mL solución inyectable (Biosano);;Vigente;Sensible;Manual;;;;;;;• amikacina 500 mg/2 mL (250 mg/mL) inyectable;5767929;Laboratorios Biosano S.A.;5766174;solución inyectable;;;7017843;amikacina;4567040;Si;• F-7617/11 - AMIKACINA SOLUCIÓN INYECTABLE 500 mg/2 mL;
269949;amikacina 500 mg/2 mL solución inyectable (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amikacina 500 mg/2 mL (250 mg/mL) inyectable;5879043;Laboratorio Chile S.A.;5766174;solución inyectable;;;7017843;amikacina;4567040;Si;;
7559876;amikacina 500 mg/2 mL solución inyectable (Labvitalis);;Vigente;Sensible;Manual;;;;;;;• amikacina 500 mg/2 mL (250 mg/mL) inyectable;7062230;Labvitalis S. A.;5766174;solución inyectable;;;7017843;amikacina;4567040;Si;• F-13486/14 - AMIKACINA SOLUCIÓN INYECTABLE 500 mg/2 mL;
136852;amikacina 500 mg/2 mL solución inyectable (Sanderson);;Vigente;Sensible;Manual;;;;;;"• 7164023 - Dispensadores automático urgencia• 5924232 - ARSENAL• 7267684 - Media";• amikacina 500 mg/2 mL (250 mg/mL) inyectable;5790384;Laboratorio Sanderson S.A.;5766174;solución inyectable;;;7017843;amikacina;4567040;Si;• F-10848/11 - AMIKACINA SOLUCIÓN INYECTABLE 500 mg/2 mL;
6636524;aminofilina 200 mg comprimido (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• aminofilina 200 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5723406;comprimido;;;6633037;aminofilina;4567040;Si;• F-11188/11 - AMINOFILINA COMPRIMIDOS 200 mg;
5988217;aminofilina 200 mg comprimido (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• aminofilina 200 mg comprimido;5879043;Laboratorio Chile S.A.;5723406;comprimido;;;6633037;aminofilina;4567040;Si;• F-3870/10 - AMINOFILINA COMPRIMIDOS 200 mg;
6644221;aminofilina 200 mg comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• aminofilina 200 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6633037;aminofilina;4567040;Si;• F-6853/05 - AMINOFILINA COMPRIMIDOS 200 mg;
5988642;aminofilina 250 mg/10 mL solución inyectable (Biosano);;Vigente;Sensible;Manual;;;;;;"• 5924226 - ARSENAL• 7164023 - Dispensadores automático urgencia• 7267684 - Media";• aminofilina 250 mg/10 mL (25 mg/mL) inyectable;5767929;Laboratorios Biosano S.A.;5766174;solución inyectable;;;6633037;aminofilina;4567040;Si;• F-3343/15 - AMINOFILINA SOLUCIÓN INYECTABLE I.V. 250 mg/10 mL;
5988705;aminofilina 250 mg/10 mL solución inyectable (Sanderson);;Vigente;Sensible;Manual;;;;;;;• aminofilina 250 mg/10 mL (25 mg/mL) inyectable;5790384;Laboratorio Sanderson S.A.;5766174;solución inyectable;;;6633037;aminofilina;4567040;Si;• F-6136/15 - AMINOFILINA SOLUCIÓN INYECTABLE 2,5 %;
5988928;aminoven infant solución inyectable para infusión intravenosa (Fresenius Kabi);;Vigente;Sensible;Manual;;;;;;;• nutrición parenteral suplemento animoácidos inyectable;5772316;Lab. Fresenius Kabi Chile Ltda.;5766187;solución inyectable para infusión intravenosa;;;7675005;aminoven infant;4567040;Si;• B-123/13 - AMINOVEN INFANT SOLUCIÓN PARA INFUSIÓN INTRAVENOSA 10%;
5987745;aminoven 10% solución inyectable para infusión intravenosa (Fresenius Kabi);;Vigente;Sensible;Manual;;;;;;;• nutrición parenteral suplemento animoácidos inyectable;5772316;Lab. Fresenius Kabi Chile Ltda.;5766187;solución inyectable para infusión intravenosa;;;7675003;aminoven;4567040;Si;• F-12112/13 - AMINOVEN SOLUCIÓN INYECTABLE 10%;
7630798;amiocar 50 mg comprimido recubierto (Cardiopharm);;Vigente;Sensible;Manual;;;;;;;• eplerenona 50 mg comprimido;5891916;Cardiopharm División (Recalcine);5733746;comprimido recubierto;;;7630791;amiocar;4567040;Si;• F-15647/16 - AMIOCAR COMPRIMIDOS RECUBIERTOS 50 mg.;
6741615;amiodarona clorhidrato 150 mg/3 mL solución inyectable (Biosano);;Vigente;Sensible;Manual;;;;;;;• amiodarona 150 mg/3 mL (50 mg/mL) inyectable;5767929;Laboratorios Biosano S.A.;5766174;solución inyectable;;;6628941;amiodarona clorhidrato;4567040;Si;"• F-7618/11 - AMIODARONA CLORHIDRATO SOLUCIÓN INYECTABLE 150 mg/3 mL• F-7618/16 - AMIODARONA CLORHIDRATO SOLUCIÓN INYECTABLE 150 mg/3 mL";
5988293;amiodarona clorhidrato 200 mg comprimido (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• amiodarona 200 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5723406;comprimido;;;6628941;amiodarona clorhidrato;4567040;Si;• F-11190/11 - AMIODARONA CLORHIDRATO COMPRIMIDOS 200 mg;
5988788;amiodarona clorhidrato 200 mg comprimido (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amiodarona 200 mg comprimido;5879043;Laboratorio Chile S.A.;5723406;comprimido;;;6628941;amiodarona clorhidrato;4567040;Si;• F-3871/10 - AMIODARONA CLORHIDRATO COMPRIMIDOS 200 mg;
1828275;amiodarona clorhidrato 200 mg comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• amiodarona 200 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6628941;amiodarona clorhidrato;4567040;Si;• F-6854/15 - AMIODARONA CLORHIDRATO COMPRIMIDOS 200 mg;
5987847;amirel comprimido recubierto (Medipharm);;Vigente;Sensible;Manual;;;;;;;• mirtazapina 30 mg comprimido;5781906;Productos Farmacéuticos Medipharm Ltda.;5733746;comprimido recubierto;;;6623236;amirel;4567040;Si;• F-13018/13 - AMIREL COMPRIMIDOS RECUBIERTOS 30 mg;
6633416;amitriptilina 25 mg comprimido recubierto (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• amitriptilina 25 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5733746;comprimido recubierto;;;6633392;amitriptilina;4567040;Si;"• F-6511/10 - AMITRIPTILINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 25 mg• F-6511/15 - AMITRIPTILINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 25 mg";
136;amitriptilina 25 mg comprimido recubierto (Lab Chile);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• amitriptilina 25 mg comprimido;5879043;Laboratorio Chile S.A.;5733746;comprimido recubierto;;;6633392;amitriptilina;4567040;Si;• F-1347/13 - AMITRIPTILINA CLORHIDRATO COMPRIMIDOS  RECUBIERTOS 25 mg;
6644204;amitriptilina 25 mg comprimido recubierto (Mintlab);;Vigente;Sensible;Manual;;;;;;;• amitriptilina 25 mg comprimido;5781942;Mintlab Co. S.A.;5733746;comprimido recubierto;;;6633392;amitriptilina;4567040;Si;"• F-15167/10 - AMITRIPTILINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 25 mg• F-6855/00 - AMITRIPTILINA COMPRIMIDOS RECUBIERTOS 25 mg";
6633470;amloc 10 mg comprimido (Bagó);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5771942;Laboratorios Bagó S.A.;5723406;comprimido;;;6633451;amloc;4567040;Si;• F-10945/11 - AMLOC COMPRIMIDOS 10 mg;
5988155;amloc 5 mg comprimido (Bagó);;Vigente;Sensible;Manual;;;;;;;• amlodipino 5 mg comprimido;5771942;Laboratorios Bagó S.A.;5723406;comprimido;;;6633451;amloc;4567040;Si;• F-10946/11 - AMLOC COMPRIMIDOS 5 mg;
5988070;amlodipino 10 mg comprimido (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-16479/12 - AMLODIPINO COMPRIMIDOS 10 mg;
6569700;amlodipino 10 mg comprimido (Ascend);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;6405952;Ascend Laboratories SpA;5723406;comprimido;;;6495814;amlodipino;4567040;Si;"• F-21804/15 - AMLODIPINO COMPRIMIDOS 10 mg• F-19665/12 - AMLODIPINO COMPRIMIDOS 10 mg";
6569079;amlodipino 10 mg comprimido (Biosano);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5767929;Laboratorios Biosano S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-18227/10 - AMLODIPINO COMPRIMIDOS 10 mg;
1190159;amlodipino 10 mg comprimido (Chemopharma);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5767942;Laboratorio Chemopharma S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-8712/11 - AMLODIPINO COMPRIMIDOS 10 mg;
5988235;amlodipino 10 mg comprimido (Genfar);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5772376;Genfar S.A. División (Sanofi Aventis);5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-14386/14 - AMLODIPINO COMPRIMIDOS 10 mg;
5988481;amlodipino 10 mg comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-15691/11 - AMLODIPINO COMPRIMIDOS 10 mg;
5987743;amlodipino 10 mg comprimido (OPKO);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5782005;OPKO CHILE S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;"• F-18456/10 - AMLODIPINO COMPRIMIDOS 10 mg• F-18456/15 - AMLODIPINO COMPRIMIDOS 10 mg• F-16965/13 - AMLODIPINO COMPRIMIDOS 10 mg";
5988559;amlodipino 10 mg comprimido (Pasteur);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5768935;Laboratorios Pasteur Ltda.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-12353/12 - AMLODIPINO COMPRIMIDOS 10 mg.;
6495972;amlodipino 10 mg comprimido recubierto (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amlodipino 10 mg comprimido;5879043;Laboratorio Chile S.A.;5733746;comprimido recubierto;;;6495814;amlodipino;4567040;Si;• F-14338/14 - AMLODIPINO COMPRIMIDOS RECUBIERTOS 10 mg;
6569075;amlodipino 5 mg comprimido (Biosano);;Vigente;Sensible;Manual;;;;;;;• amlodipino 5 mg comprimido;5767929;Laboratorios Biosano S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-18228/10 - AMLODIPINO COMPRIMIDOS 5 mg;
139593;amlodipino 5 mg comprimido (Chemopharma);;Vigente;Sensible;Manual;;;;;;;• amlodipino 5 mg comprimido;5767942;Laboratorio Chemopharma S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-8713/11 - AMLODIPINO COMPRIMIDOS 5 mg;
5987813;amlodipino 5 mg comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• amlodipino 5 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-15692/11 - AMLODIPINO COMPRIMIDOS 5 mg;
5988175;amlodipino 5 mg comprimido (OPKO);;Vigente;Sensible;Manual;;;;;;;• amlodipino 5 mg comprimido;5782005;OPKO CHILE S.A.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;"• F-18396/10 - AMLODIPINO COMPRIMIDOS 5 mg• F-18396/15 - AMLODIPINO COMPRIMIDOS 5 mg• F-17235/13 - AMLODIPINO COMPRIMIDOS 5 mg";
1981243;amlodipino 5 mg comprimido (Pasteur);;Vigente;Sensible;Manual;;;;;;;• amlodipino 5 mg comprimido;5768935;Laboratorios Pasteur Ltda.;5723406;comprimido;;;6495814;amlodipino;4567040;Si;• F-12352/12 - AMLODIPINO COMPRIMIDOS 5 mg;
5987770;amlodipino 5 mg comprimido recubierto (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amlodipino 5 mg comprimido;5879043;Laboratorio Chile S.A.;5733746;comprimido recubierto;;;6495814;amlodipino;4567040;Si;• F-13870/14 - AMLODIPINO COMPRIMIDOS RECUBIERTOS 5 mg;
7345737;amobiotic bid polvo para suspensión oral con solvente (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 1000 mg/5 mL polvo para preparado oral;5879043;Laboratorio Chile S.A.;5768703;polvo para suspensión oral con solvente;;;7345780;amobiotic bid;4567040;Si;• F-14356/14 - AMOBIOTIC BID 1000 POLVO PARA SUSPENSIÓN ORAL 1000 mg/5 mL CON SOLVENTE;
3558603;amobiotic comprimido dispersable (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 1000 mg comprimido;5879043;Laboratorio Chile S.A.;5723458;comprimido dispersable;;;5678370;amobiotic;4567040;Si;"• F-7126/10 - AMOBIOTIC COMPRIMIDOS DISPERSABLES 1 g• F-7126/15 - AMOBIOTIC COMPRIMIDOS DISPERSABLES 1 g";
5988029;amobiotic 250 mg/5 mL polvo para suspensión oral con solvente (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 250 mg/5 mL polvo para preparado oral;5879043;Laboratorio Chile S.A.;5768703;polvo para suspensión oral con solvente;;;5678370;amobiotic;4567040;Si;"• F-16065/12 - AMOBIOTIC POLVO PARA SUSPENSIÓN ORAL 250 mg/5 mL• F-8321/11 - AMOBIOTIC POLVO PARA SUSPENSIÓN ORAL 250 mg/5 mL";
5988059;amobiotic 500 mg/5 mL polvo para suspensión oral con solvente (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 500 mg/5 mL polvo para preparado oral;5879043;Laboratorio Chile S.A.;5768703;polvo para suspensión oral con solvente;;;5678370;amobiotic;4567040;Si;• F-8323/11 - AMOBIOTIC POLVO PARA SUSPENSIÓN ORAL 500 mg/5 mL CON SOLVENTE;
459555;amolex duo forte polvo para suspensión oral con solvente (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 800 mg/5 mL - ácido clavulánico 57 mg/5 mL polvo para preparado oral;5766512;Laboratorios Andrómaco S.A.;5768703;polvo para suspensión oral con solvente;;;5678376;amolex duo forte;4567040;Si;"• F-20522/13 - AMOLEX DUO FORTE 800/57 POLVO PARA SUSPENSION ORAL CON SOLVENTE• F-9934/11 - AMOLEX DUO FORTE 800/57 POLVO PARA SUSPENSIÓN ORAL CON SOLVENTE";
7447837;amolex duo polvo para suspensión oral con solvente (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 400 mg - ácido clavulánico 57 mg polvo para preparado oral;5766512;Laboratorios Andrómaco S.A.;5768703;polvo para suspensión oral con solvente;;;5678374;amolex duo;4567040;Si;"• F-20520/13 - AMOLEX DUO 400/57 POLVO PARA SUSPENSIÓN ORAL CON SOLVENTE• B-182/13 - AMOLEX DUO 400/57 POLVO PARA SUSPENSIÓN ORAL CON SOLVENTE";
150513;amolex duo 875 / 125 comprimido recubierto (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 875 mg - ácido clavulánico 125 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5733746;comprimido recubierto;;;5678374;amolex duo;4567040;Si;"• B-195/13 - AMOLEX DUO 875/125 COMPRIMIDOS RECUBIERTOS• F-19777/13 - AMOLEX DUO 875/125 COMPRIMIDOS RECUBIERTOS";
7447950;amolex 250 / 62,5 polvo para suspensión oral (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 250 mg/5 mL - ácido clavulánico 62,5 mg/5 mL polvo para preparado oral;5766512;Laboratorios Andrómaco S.A.;5733666;polvo para suspensión oral;;;5678377;amolex;4567040;Si;• F-6585/15 - AMOLEX 250/62,5 POLVO PARA SUSPENSIÓN ORAL;
72662;amoval duo 1000 polvo para suspensión oral con solvente (Saval);;Vigente;Sensible;Manual;;;;;;"• 5924226 - ARSENAL• 7164023 - Dispensadores automático urgencia• 7267684 - Media";• amoxicilina 1000 mg/5 mL polvo para preparado oral;5790427;Laboratorio Saval S.A.;5768703;polvo para suspensión oral con solvente;;;5678384;amoval duo;4567040;Si;• F-15424/16 - AMOVAL DUO 1000 POLVO PARA SUSPENSIÓN ORAL 1000 mg/5 mL CON SOLVENTE;
76190;amoval duo 400 polvo para suspensión oral con solvente (Saval);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 400 mg/5 mL polvo para preaprado oral;5790427;Laboratorio Saval S.A.;5768703;polvo para suspensión oral con solvente;;;5678384;amoval duo;4567040;Si;• F-3594/15 - AMOVAL DUO 400 POLVO PARA SUSPENSIÓN ORAL 400 mg/5 mL CON SOLVENTE;
88399;amoval duo 800 polvo para suspensión oral con solvente (Saval);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 800 mg/5 mL polvo para preparado oral;5790427;Laboratorio Saval S.A.;5768703;polvo para suspensión oral con solvente;;;5678384;amoval duo;4567040;Si;• F-10226/11 - AMOVAL DÚO 800 POLVO PARA SUSPENSIÓN ORAL 800 mg/5 mL CON SOLVENTE;
595;amoval 1 g comprimido dispersable (Saval);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• amoxicilina 1000 mg comprimido;5790427;Laboratorio Saval S.A.;5723458;comprimido dispersable;;;5678381;amoval;4567040;Si;• F-5515/15 - AMOVAL COMPRIMIDOS DISPERSABLES 1 g;
101166;amoval 250 mg/5 mL polvo para suspensión oral con solvente (Saval);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• amoxicilina 250 mg/5 mL polvo para preparado oral;5790427;Laboratorio Saval S.A.;5768703;polvo para suspensión oral con solvente;;;5678381;amoval;4567040;Si;• F-5516/15 - AMOVAL POLVO PARA SUSPENSIÓN ORAL 250 mg/5 mL CON SOLVENTE;
278;amoval 500 mg comprimido recubierto (Saval);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• amoxicilina 500 mg comprimido;5790427;Laboratorio Saval S.A.;5733746;comprimido recubierto;;;5678381;amoval;4567040;Si;• F-5513/15 - AMOVAL COMPRIMIDOS RECUBIERTOS 500 mg;
83007;amoval 500 mg/5 mL polvo para suspensión oral con solvente (Saval);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• amoxicilina 500 mg/5 mL polvo para preparado oral;5790427;Laboratorio Saval S.A.;5768703;polvo para suspensión oral con solvente;;;5678381;amoval;4567040;Si;• F-5517/15 - AMOVAL POLVO PARA SUSPENSIÓN ORAL 500 mg/5 mL CON SOLVENTE;
79699;amoval 750 mg comprimido recubierto (Saval);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• amoxicilina 750 mg comprimido;5790427;Laboratorio Saval S.A.;5733746;comprimido recubierto;;;5678381;amoval;4567040;Si;• F-5514/15 - AMOVAL COMPRIMIDOS RECUBIERTOS 750 mg;
7114594;amoxicilina 1000 mg - ácido clavulánico 200 mg polvo para solución inyectable (Ascend);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 1000 mg - ácido clavulánico 200 mg inyectable;6405952;Ascend Laboratories SpA;5733595;polvo para solución inyectable;;;6496116;amoxicilina - ácido clavulánico;4567040;Si;• F-20413/13 - AMOXICILINA/ÁCIDO CLAVULÁNICO 1000/200 POLVO PARA SOLUCIÓN INYECTABLE;
7114575;amoxicilina 1000 mg - ácido clavulánico 200 mg polvo para solución inyectable (Medipharm);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 1000 mg - ácido clavulánico 200 mg inyectable;5781906;Productos Farmacéuticos Medipharm Ltda.;5733595;polvo para solución inyectable;;;6496116;amoxicilina - ácido clavulánico;4567040;Si;• F-19870/13 - AMOXICILINA/ÁCIDO CLAVULÁNICO 1000/200 POLVO PARA SOLUCIÓN INYECTABLE;
902007;amoxicilina 250 mg/5 mL polvo para suspensión oral (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 250 mg/5 mL polvo para preparado oral;5766512;Laboratorios Andrómaco S.A.;5733666;polvo para suspensión oral;;;6633714;amoxicilina;4567040;Si;"• F-20067/13 - AMOXICILINA POLVO PARA SUSPENSIÓN ORAL 250 mg/5mL• F-15009/15 - AMOXICILINA POLVO PARA SUSPENSIÓN ORAL 250 mg/5 mL";
5987821;amoxicilina 250 mg/5 mL polvo para suspensión oral (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• amoxicilina 250 mg/5 mL polvo para preparado oral;5879043;Laboratorio Chile S.A.;5733666;polvo para suspensión oral;;;6633714;amoxicilina;4567040;Si;• F-13149/13 - AMOXICILINA POLVO PARA SUSPENSIÓN ORAL 250 mg/5 mL;
