CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_FK;PACK_MULTI_UNIDAD_DESC;MED_CLINICO_CON_ENVASE_FK;MED_CLINICO_CON_ENVASE_DESC;PRODUCTO_COMERCIAL_FK;PRODUCTO_COMERCIAL_DESC;EXISTE_EN_GS1_FK;EXISTE_EN_GS1_DESC;GTIN_GS1
7412071;clorprimeton 10 mg/mL solución inyectable (Bayer) 3 ampollas 1 mililitro;;Vigente;Sensible;Autogenerado;;;;;;;;;;7412066;clorfenamina 10 mg/mL inyectable 3 ampollas 1 mililitro;133458;clorprimeton 10 mg/mL solución inyectable (Bayer);4567041;No;
7146741;clorprimeton 4 mg comprimido (Bayer) 20 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7060847;clorfenamina 4 mg comprimido 20 comprimidos;133793;clorprimeton comprimido (Bayer);4567041;No;
7476931;clorpromazina 25 mg comprimido (Andrómaco) 1000 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7476926;clorpromazina 25 mg comprimido 1000 comprimidos;6500941;clorpromazina 25 mg comprimido (Andrómaco);4567041;No;
7097857;clorpromazina 25 mg comprimido (Andrómaco) 50 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7097853;clorpromazina 25 mg comprimido 50 comprimidos;6500941;clorpromazina 25 mg comprimido (Andrómaco);4567041;No;
7100705;clorpromazina 25 mg comprimido recubierto (Lab Chile) 50 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7097853;clorpromazina 25 mg comprimido 50 comprimidos;7100703;clorpromazina 25 mg comprimido recubierto (Lab Chile);4567041;No;
6727831;clorpromazina 25 mg/2 mL solución inyectable (Biosano)  100 ampollas 2 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6725625;clorpromazina 25 mg/2 mL (12,5 mg/mL) inyectable 100 ampollas 2 mililitros;5987838;clorpromazina 25 mg/2 mL solución inyectable (Biosano);4567041;No;
7070051;clorpromazina 25 mg/2 mL solución inyectable (Sanderson) 100 ampollas 2 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6725625;clorpromazina 25 mg/2 mL (12,5 mg/mL) inyectable 100 ampollas 2 mililitros;103862;clorpromazina 25 mg/2 mL solución inyectable (Sanderson);4567041;No;
7100846;clorpropamida 250 mg comprimido (Andrómaco) 30 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7097703;clorpropamida 250 mg comprimido 30 comprimidos;7100835;clorpropamida 250 mg comprimido (Andrómaco);4567041;No;
7100866;clorpropamida 250 mg comprimido (Lab Chile) 30 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7097703;clorpropamida 250 mg comprimido 30 comprimidos;7100829;clorpropamida 250 mg comprimido (Lab Chile);4567041;No;
7097732;clorpropamida 250 mg comprimido (Sanitas) 30 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7097703;clorpropamida 250 mg comprimido 30 comprimidos;7097724;clorpropamida 250 mg comprimido (Sanitas);4567041;No;
7544764;cloruro de calcio 10% solución inyectable (Sanderson) 100 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7544757;cloruro de calcio 10% (100 mg/mL) inyectable 100 ampollas 10 mililitros;3374155;cloruro de calcio 10% solución inyectable (Sanderson);4567041;No;
7048539;cloruro de etilo aerosol (Hofmann) 1 frasco 100 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7048502;cloruro de etilo 88 g/100 mL (880 mg/mL) aerosol 1 frasco 100 mililitros;7048525;cloruro de etilo aerosol (Hofmann);4567041;No;
6799710;cloruro de potasio 10% solución inyectable (Biosano) 100 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6799669;cloruro de potasio 10% (100 mg/mL) inyectable 100 ampollas 10 mililitros;94883;cloruro de potasio 10% solución inyectable (Biosano);4567041;No;
7348868;cloruro de potasio 10% solución inyectable (Biosano) 50 viales 50 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6799671;cloruro de potasio 10% (100 mg/mL) inyectable 50 viales 50 mililitros;94883;cloruro de potasio 10% solución inyectable (Biosano);4567041;No;
6799716;cloruro de potasio 10% solución inyectable (Sanderson) 100 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6799669;cloruro de potasio 10% (100 mg/mL) inyectable 100 ampollas 10 mililitros;1771369;cloruro de potasio 10% solución inyectable (Sanderson);4567041;No;
7547795;cloruro de potasio 14,9% solución inyectable (Sanderson) 100 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547793;cloruro de potasio 14,9% (149 mg/mL) inyectable 100 ampollas 10 mililitros;5988903;cloruro de potasio 14,9% solución inyectable (Sanderson);4567041;No;
7547799;cloruro de potasio 14,9% solución inyectable (Sanderson) 100 ampollas 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547798;cloruro de potasio 14,9% (149 mg/mL) inyectable 100 ampollas 20 mililitros;5988903;cloruro de potasio 14,9% solución inyectable (Sanderson);4567041;No;
7547790;cloruro de potasio 14,9% solución inyectable (Sanderson) 100 ampollas 5 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547787;cloruro de potasio 14,9% (149 mg/mL) inyectable 100 ampollas 5 mililitros;5988903;cloruro de potasio 14,9% solución inyectable (Sanderson);4567041;No;
7628347;cloruro de potasio 20 mEq/L en cloruro de sodio 0,9% solución inyectable (Baxter) 14 bolsas 1000 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7628346;cloruro de potasio 0,15% (1,5 mg/mL) + cloruro de sodio 0,9% (9 mg/mL) inyectable 14 bolsas 1000 mililitros;106515;cloruro de potasio 20 mEq/L en cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7630411;cloruro de potasio 20 mEq/L en dextrosa monohidrato 5% y cloruro de sodio 0,45% solución inyectable (Baxter) 24 bolsas 500 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7630399;cloruro de potasio 0,15% (1,5 mg/mL) + cloruro de sodio 0,45% (4,5 mg/mL) + dextrosa monohidrato 5% (50 mg/mL) inyectable 24 bolsas 500 mililitros;7630391;cloruro de potasio 20 mEq/L en dextrosa monohidrato 5% y cloruro de sodio 0,45% solución inyectable (Baxter);4567041;No;
7547869;cloruro de potasio 20% solución inyectable (Sanderson) 10 matraces 100 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547860;cloruro de potasio 20% (200 mg/mL) inyectable 10 matraces 100 mililitros;7547819;cloruro de potasio 20% solución inyectable (Sanderson);4567041;No;
7547871;cloruro de potasio 20% solución inyectable (Sanderson) 10 matraces 500 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547863;cloruro de potasio 20% (200 mg/mL) inyectable 10 matraces 500 mililitros;7547819;cloruro de potasio 20% solución inyectable (Sanderson);4567041;No;
7547846;cloruro de potasio 20% solución inyectable (Sanderson) 100 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547835;cloruro de potasio 20% (200 mg/mL) inyectable 100 ampollas 10 mililitros;7547819;cloruro de potasio 20% solución inyectable (Sanderson);4567041;No;
7547847;cloruro de potasio 20% solución inyectable (Sanderson) 100 ampollas 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547842;cloruro de potasio 20% (200 mg/mL) inyectable 100 ampollas 20 mililitros;7547819;cloruro de potasio 20% solución inyectable (Sanderson);4567041;No;
7547845;cloruro de potasio 20% solución inyectable (Sanderson) 100 ampollas 5 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547830;cloruro de potasio 20% (200 mg/mL) inyectable 100 ampollas 5 mililitros;7547819;cloruro de potasio 20% solución inyectable (Sanderson);4567041;No;
7630304;cloruro de potasio 30 mEq/L en dextrosa monohidrato 5% y cloruro de sodio 0,45% solución inyectable (Baxter) 14 bolsas 1000 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7630300;cloruro de potasio 0,224% (2,24 mg/mL) + cloruro de sodio 0,45% (4,5 mg/mL) + dextrosa monohidrato 5% (50 mg/mL) inyectable 14 bolsas 1000 mililitros;1973135;cloruro de potasio 30 mEq/L en dextrosa monohidrato 5% y cloruro de sodio 0,45% solución inyectable (Baxter);4567041;No;
7073386;cloruro de sodio 0,9% solución inyectable (Baxter) 1 bolsa 1000 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7073377;cloruro de sodio 0,9% (9 mg/mL) inyectable 1 bolsa 1000 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7045282;cloruro de sodio 0,9% solución inyectable (Baxter) 1 bolsa 50 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6934011;cloruro de sodio 0,9% (9 mg/mL) inyectable 1 bolsa 50 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7052622;cloruro de sodio 0,9% solución inyectable (Baxter) 1 bolsa 500 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6934018;cloruro de sodio 0,9% (9 mg/mL) inyectable 1 bolsa 500 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7073141;cloruro de sodio 0,9% solución inyectable (Baxter) 1 matraz 100 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6934013;cloruro de sodio 0,9% (9 mg/mL) inyectable 1 matraz 100 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
6708507;cloruro de sodio 0,9% solución inyectable (Baxter) 1 matraz 250 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7073209;cloruro de sodio 0,9% (9 mg/mL) inyectable 1 matraz 250 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7549040;cloruro de sodio 0,9% solución inyectable (Baxter) 100 bolsas 100 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7570457;cloruro de sodio 0,9% (9 mg/mL) inyectable 100 bolsas 100 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7570571;cloruro de sodio 0,9% solución inyectable (Baxter) 125 bolsas 50 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7570569;cloruro de sodio 0,9% (9 mg/mL) inyectable 125 bolsas 50 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7549073;cloruro de sodio 0,9% solución inyectable (Baxter) 20 bolsas 1000 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7570550;cloruro de sodio 0,9% (9 mg/mL) inyectable 20 bolsas 1000 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7570432;cloruro de sodio 0,9% solución inyectable (Baxter) 4 bolsas 3000 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7570428;cloruro de sodio 0,9% (9 mg/mL) inyectable 4 bolsas 3000 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7549068;cloruro de sodio 0,9% solución inyectable (Baxter) 40 bolsas 500 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7570422;cloruro de sodio 0,9% (9 mg/mL) inyectable 40 bolsas 500 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
6785903;cloruro de sodio 0,9% solución inyectable (Baxter) 50 bolsas 250 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771659;cloruro de sodio 0,9% (9 mg/mL) inyectable 50 bolsas 250 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
7570419;cloruro de sodio 0,9% solución inyectable (Baxter) 56 bolsas 250 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7570417;cloruro de sodio 0,9% (9 mg/mL) inyectable 56 bolsas 250 mililitros;70761;cloruro de sodio 0,9% solución inyectable (Baxter);4567041;No;
6785902;cloruro de sodio 0,9% solución inyectable (Biosano) 10 bolsas 1000 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7548064;cloruro de sodio 0,9% (9 mg/mL) inyectable 10 bolsas 1000 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
6785910;cloruro de sodio 0,9% solución inyectable (Biosano) 10 bolsas 500 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7548256;cloruro de sodio 0,9% (9 mg/mL) inyectable 10 bolsas 500 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
6785877;cloruro de sodio 0,9% solución inyectable (Biosano) 100 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771643;cloruro de sodio 0,9% (9 mg/mL) inyectable 100 ampollas 10 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
6785885;cloruro de sodio 0,9% solución inyectable (Biosano) 100 ampollas 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771652;cloruro de sodio 0,9% (9 mg/mL) inyectable 100 ampollas 20 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
6785844;cloruro de sodio 0,9% solución inyectable (Biosano) 100 ampollas 5 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771268;cloruro de sodio 0,9% (9 mg/mL) inyectable 100 ampollas 5 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
7548241;cloruro de sodio 0,9% solución inyectable (Biosano) 20 ampollas 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7548231;cloruro de sodio 0,9% (9 mg/mL) inyectable 20 ampollas 20 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
6785847;cloruro de sodio 0,9% solución inyectable (Biosano) 50 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771631;cloruro de sodio 0,9% (9 mg/mL) inyectable 50 ampollas 10 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
6785883;cloruro de sodio 0,9% solución inyectable (Biosano) 50 ampollas 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771651;cloruro de sodio 0,9% (9 mg/mL) inyectable 50 ampollas 20 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
6785842;cloruro de sodio 0,9% solución inyectable (Biosano) 50 ampollas 5 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771228;cloruro de sodio 0,9% (9 mg/mL) inyectable 50 ampollas 5 mililitros;6771718;cloruro de sodio 0,9% solución inyectable (Biosano);4567041;No;
7073216;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 1 matraz 250 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7073209;cloruro de sodio 0,9% (9 mg/mL) inyectable 1 matraz 250 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7073235;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 1 matraz 500 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7073229;cloruro de sodio 0,9% (9 mg/mL) inyectable 1 matraz 500 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7548078;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 10 bolsas 1000 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7548064;cloruro de sodio 0,9% (9 mg/mL) inyectable 10 bolsas 1000 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7548832;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 10 matraces 1000 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771667;cloruro de sodio 0,9% (9 mg/mL) inyectable 10 matraces 1000 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7547953;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 100 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771678;cloruro de sodio 10% (100 mg/mL) inyectable 100 ampollas 10 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7547950;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 100 ampollas 5 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771268;cloruro de sodio 0,9% (9 mg/mL) inyectable 100 ampollas 5 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7548072;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 20 bolsas 100 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7548874;cloruro de sodio 0,9% (9 mg/mL) inyectable 20 bolsas 100 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7548805;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 20 bolsas 250 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7548859;cloruro de sodio 0,9% (9 mg/mL) inyectable 20 bolsas 250 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7548780;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 20 bolsas 500 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7548811;cloruro de sodio 0,9% (9 mg/mL) inyectable 20 bolsas 500 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7548918;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 20 matraces 100 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7548913;cloruro de sodio 0,9% (9 mg/mL) inyectable 20 matraces 100 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7547975;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 20 matraces 250 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547972;cloruro de sodio 0,9% (9 mg/mL) inyectable 20 matraces 250 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7547979;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 20 matraces 500 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7547974;cloruro de sodio 0,9% (9 mg/mL) inyectable 20 matraces 500 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
7547955;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi) 50 ampollas 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771651;cloruro de sodio 0,9% (9 mg/mL) inyectable 50 ampollas 20 mililitros;7073201;cloruro de sodio 0,9% solución inyectable (Fresenius Kabi);4567041;No;
6785951;cloruro de sodio 10% solución inyectable (Biosano) 100 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771678;cloruro de sodio 10% (100 mg/mL) inyectable 100 ampollas 10 mililitros;6785925;cloruro de sodio 10% solución inyectable (Biosano);4567041;No;
6785962;cloruro de sodio 10% solución inyectable (Biosano) 100 ampollas 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771686;cloruro de sodio 10% (100 mg/mL) inyectable 100 ampollas 20 mililitros;6785925;cloruro de sodio 10% solución inyectable (Biosano);4567041;No;
6785946;cloruro de sodio 10% solución inyectable (Biosano) 100 ampollas 5 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771674;cloruro de sodio 10% (100 mg/mL) inyectable 100 ampollas 5 mililitros;6785925;cloruro de sodio 10% solución inyectable (Biosano);4567041;No;
6785948;cloruro de sodio 10% solución inyectable (Biosano) 50 ampollas 10 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771676;cloruro de sodio 10% (100 mg/mL) inyectable 50 ampollas 10 mililitros;6785925;cloruro de sodio 10% solución inyectable (Biosano);4567041;No;
6785956;cloruro de sodio 10% solución inyectable (Biosano) 50 ampollas 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7705358;cloruro de sodio 10% (100 mg/mL) inyectable 50 ampollas 20 mililitros;6785925;cloruro de sodio 10% solución inyectable (Biosano);4567041;No;
6785944;cloruro de sodio 10% solución inyectable (Biosano) 50 ampollas 5 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771673;cloruro de sodio 10% (100 mg/mL) inyectable 50 ampollas 5 mililitros;6785925;cloruro de sodio 10% solución inyectable (Biosano);4567041;No;
7344544;clotinab solución inyectable (Cardiopharm) 1 vial 5 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7344501;abciximab 10 mg/5 mL (2 mg/mL) inyectable 1 vial 5 mililitros;7344537;clotinab solución inyectable (Cardiopharm);4567041;No;
7092836;clotrimazol 1% crema (Andrómaco) 1 pomo 20 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7300857;clotrimazol 1% (10 mg/g) crema 1 pomo 20 gramos;7092803;clotrimazol 1% crema (Andrómaco);4567041;No;
7092841;clotrimazol 1% crema (B y B) 1 pomo 20 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7300857;clotrimazol 1% (10 mg/g) crema 1 pomo 20 gramos;7092808;clotrimazol 1% crema (B y B);4567041;No;
7092845;clotrimazol 1% crema (Euromed) 1 pomo 20 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7300857;clotrimazol 1% (10 mg/g) crema 1 pomo 20 gramos;7092767;clotrimazol 1% crema (Euromed);4567041;No;
7092853;clotrimazol 1% crema (Mintlab) 1 pomo 20 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7300857;clotrimazol 1% (10 mg/g) crema 1 pomo 20 gramos;7092814;clotrimazol 1% crema (Mintlab);4567041;No;
7092856;clotrimazol 1% crema (OPKO) 1 pomo 20 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7300857;clotrimazol 1% (10 mg/g) crema 1 pomo 20 gramos;7092775;clotrimazol 1% crema (OPKO);4567041;No;
7092862;clotrimazol 1% crema (Pasteur) 1 pomo 20 gramos;;Vigente;Sensible;Manual;;;;;;;;;;7300857;clotrimazol 1% (10 mg/g) crema 1 pomo 20 gramos;7092754;clotrimazol 1% crema (Pasteur);4567041;No;
7100454;clotrimazol 1% crema tópica (Genfar) 1 pomo 40 gramos;;Vigente;Sensible;Manual;;;;;;;;;;7100446;clotrimazol 1% (10 mg/g) crema 1 pomo 40 gramos;7100452;clotrimazol 1% crema tópica (Genfar);4567041;No;
7092849;clotrimazol 1% crema tópica (Lab Chile) 1 pomo 20 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7300857;clotrimazol 1% (10 mg/g) crema 1 pomo 20 gramos;7092781;clotrimazol 1% crema tópica (Lab Chile);4567041;No;
7379024;clotrimazol 1% polvo (Pasteur) 1 frasco 30 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7379019;clotrimazol 1% (10 mg/g) polvo 1 frasco 30 gramos;7379000;clotrimazol 1% polvo (Pasteur);4567041;No;
6766173;clotrimazol 1% solución tópica (Pasteur) 1 frasco 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6766120;clotrimazol 1% (10 mg/mL) solución tópica 1 frasco 20 mililitros;6766155;clotrimazol 1% solución tópica (Pasteur);4567041;No;
7098684;clotrimazol 100 mg óvulo vaginal (Lab Chile) 6 óvulos;;Vigente;Sensible;Autogenerado;;;;;;;;;;6770953;clotrimazol 100 mg óvulo 6 óvulos;7098675;clotrimazol 100 mg óvulo vaginal (Lab Chile);4567041;No;
6771236;clotrimazol 100 mg óvulo vaginal (Pasteur) 6 óvulos;;Vigente;Sensible;Autogenerado;;;;;;;;;;6770953;clotrimazol 100 mg óvulo 6 óvulos;6771216;clotrimazol 100 mg óvulo vaginal (Pasteur);4567041;No;
7185423;clotrimazol 500 mg comprimido vaginal (Genfar) 1 comprimido;;Vigente;Sensible;Autogenerado;;;;;;;;;;7185403;clotrimazol 500 mg comprimido vaginal 1 comprimido;7185420;clotrimazol 500 mg comprimido vaginal (Genfar);4567041;No;
6771340;clotrimazol 500 mg óvulo vaginal (Pasteur) 1 óvulo;;Vigente;Sensible;Autogenerado;;;;;;;;;;6771318;clotrimazol 500 mg óvulo 1 óvulo;6771329;clotrimazol 500 mg óvulo vaginal (Pasteur);4567041;No;
7488452;clotrimin - B crema tópica (Medipharm) 1 pomo 15 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7297753;betametasona dipropionato 0,05% (500 mcg/g) + clotrimazol 1% (10 mg/g) crema 1 pomo 15 gramos;7488446;clotrimin - B crema tópica (Medipharm);4567041;No;
7300907;clotrimin crema tópica (Medipharm) 1 pomo 20 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7300857;clotrimazol 1% (10 mg/g) crema 1 pomo 20 gramos;7300904;clotrimin crema tópica (Medipharm);4567041;No;
7384717;clotrimin polvo tópico (Medipharm) 1 frasco 100 gramos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7384623;clotrimazol 1% (10 mg/g) polvo 1 frasco 100 gramos;7384711;clotrimin polvo tópico (Medipharm);4567041;No;
7384000;clotrimin solución tópica (Medipharm) 1 frasco 20 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;6766120;clotrimazol 1% (10 mg/mL) solución tópica 1 frasco 20 mililitros;7383996;clotrimin solución tópica (Medipharm);4567041;No;
7143746;clotrombix comprimido recubierto (Novartis) 30 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7143597;clopidogrel 75 mg comprimido 30 comprimidos;5988553;clotrombix comprimido recubierto (Novartis);4567041;No;
7112902;cloval comprimido recubierto (Saval) 20 comprimidos;;Vigente;Sensible;Autogenerado;;;;;;;;;;7112896;clobutinol 40 mg comprimido 20 comprimidos;6643850;cloval comprimido recubierto (Saval);4567041;No;
7334330;cloval compuesto solución oral (Saval) 1 frasco 120 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7334327;clobutinol 20 mg/5 mL + orciprenalina 5 mg/5 mL solución oral 1 frasco 120 mililitros;7334321;cloval compuesto solución oral (Saval);4567041;No;
7334258;cloval forte jarabe (Saval) 1 frasco 120 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7334254;clobutinol 40 mg/5 mL solución oral 1 frasco 120 mililitros;3979383;cloval forte jarabe (Saval);4567041;No;
7334250;cloval jarabe (Saval) 1 frasco 120 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;;;;7334247;clobutinol 20 mg/5 mL solución oral 1 frasco 120 mililitros;4038225;cloval jarabe (Saval);4567041;No;
7473953;cloxacilina 500 mg cápsula (Andrómaco) 500 cápsulas;;Vigente;Sensible;Autogenerado;;;;;;;;;;7473951;cloxacilina 500 mg cápsula 500 cápsulas;102502;cloxacilina 500 mg cápsula (Andrómaco);4567041;No;
7092721;cloxacilina 500 mg cápsula (Mintlab) 12 cápsulas;;Vigente;Sensible;Autogenerado;;;;;;;;;;7092689;cloxacilina 500 mg cápsula 12 cápsulas;6656180;cloxacilina 500 mg cápsula (Mintlab);4567041;No;
7357104;cloxacilina 500 mg cápsula (Mintlab) 6 cápsulas;;Vigente;Sensible;Autogenerado;;;;;;;;;;7100384;cloxacilina 500 mg cápsula 6 cápsulas;6656180;cloxacilina 500 mg cápsula (Mintlab);4567041;No;
